id1,id2,pair_id,true_class,predicted_class,score_S
CHEBI_133424,CHEBI_28130,CHEBI_133424_CHEBI_28130,Protomers,Protomers,96.0
CHEBI_141112,CHEBI_141108,CHEBI_141108_CHEBI_141112,Enantiomers,Enantiomers,100.0
CHEBI_76917,CHEBI_76918,CHEBI_76917_CHEBI_76918,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_119096,CHEBI_118949,CHEBI_118949_CHEBI_119096,Diastereomers,Diastereomers,100.0
CHEBI_132916,CHEBI_132915,CHEBI_132915_CHEBI_132916,Enantiomers,Diastereomers,100.0
CHEBI_41963,CHEBI_17948,CHEBI_17948_CHEBI_41963,Enantiomers,Enantiomers,100.0
CHEBI_47998,CHEBI_47999,CHEBI_47998_CHEBI_47999,Diastereomers,Diastereomers,100.0
CHEBI_172982,CHEBI_172965,CHEBI_172965_CHEBI_172982,Diastereomers,Diastereomers,100.0
CHEBI_62576,CHEBI_62574,CHEBI_62574_CHEBI_62576,Protomers,Protomers,87.0
CHEBI_53128,CHEBI_9068,CHEBI_53128_CHEBI_9068,Protomers,Protomers,91.0
CHEBI_216935,CHEBI_59895,CHEBI_216935_CHEBI_59895,Stereo-resolution pairs,Stereo-resolution pairs,91.0
CHEBI_16656,CHEBI_57851,CHEBI_16656_CHEBI_57851,Protomers,Protomers,85.0
CHEBI_215576,CHEBI_212760,CHEBI_212760_CHEBI_215576,Diastereomers,Diastereomers,100.0
CHEBI_216486,CHEBI_217430,CHEBI_216486_CHEBI_217430,Diastereomers,Diastereomers,100.0
CHEBI_188988,CHEBI_188994,CHEBI_188988_CHEBI_188994,Diastereomers,Diastereomers,100.0
CHEBI_90393,CHEBI_90391,CHEBI_90391_CHEBI_90393,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_155,CHEBI_166,CHEBI_155_CHEBI_166,Enantiomers,Enantiomers,100.0
CHEBI_199465,CHEBI_198581,CHEBI_198581_CHEBI_199465,Diastereomers,Diastereomers,78.0
CHEBI_58481,CHEBI_57581,CHEBI_57581_CHEBI_58481,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_91571,CHEBI_94487,CHEBI_91571_CHEBI_94487,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_30609,CHEBI_50365,CHEBI_30609_CHEBI_50365,Protomers,Protomers,86.0
CHEBI_28880,CHEBI_17710,CHEBI_17710_CHEBI_28880,Enantiomers,Enantiomers,100.0
CHEBI_119003,CHEBI_119008,CHEBI_119003_CHEBI_119008,Diastereomers,Diastereomers,100.0
CHEBI_130097,CHEBI_131021,CHEBI_130097_CHEBI_131021,Diastereomers,Diastereomers,100.0
CHEBI_174257,CHEBI_187264,CHEBI_174257_CHEBI_187264,Diastereomers,Diastereomers,78.0
CHEBI_47764,CHEBI_39934,CHEBI_39934_CHEBI_47764,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_151073,CHEBI_148160,CHEBI_148160_CHEBI_151073,Stereo-resolution pairs,Stereo-resolution pairs,79.0
CHEBI_129705,CHEBI_130617,CHEBI_129705_CHEBI_130617,Diastereomers,Diastereomers,100.0
CHEBI_57868,CHEBI_16702,CHEBI_16702_CHEBI_57868,Protomers,Protomers,93.0
CHEBI_231935,CHEBI_57685,CHEBI_231935_CHEBI_57685,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_217506,CHEBI_218696,CHEBI_217506_CHEBI_218696,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_232268,CHEBI_232194,CHEBI_232194_CHEBI_232268,Diastereomers,Diastereomers,100.0
CHEBI_140319,CHEBI_140320,CHEBI_140319_CHEBI_140320,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_82996,CHEBI_83084,CHEBI_82996_CHEBI_83084,Protomers,Protomers,92.0
CHEBI_227193,CHEBI_227189,CHEBI_227189_CHEBI_227193,Diastereomers,Diastereomers,100.0
CHEBI_145989,CHEBI_17052,CHEBI_145989_CHEBI_17052,Protomers,Protomers,89.0
CHEBI_147384,CHEBI_147385,CHEBI_147384_CHEBI_147385,Enantiomers,Enantiomers,100.0
CHEBI_145992,CHEBI_64473,CHEBI_145992_CHEBI_64473,Protomers,Protomers,96.0
CHEBI_111514,CHEBI_153065,CHEBI_111514_CHEBI_153065,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_223701,CHEBI_200430,CHEBI_200430_CHEBI_223701,Diastereomers,Diastereomers,100.0
CHEBI_32922,CHEBI_35440,CHEBI_32922_CHEBI_35440,Enantiomers,Stereo-resolution pairs,79.0
CHEBI_229940,CHEBI_43832,CHEBI_229940_CHEBI_43832,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_167352,CHEBI_169732,CHEBI_167352_CHEBI_169732,Diastereomers,Diastereomers,100.0
CHEBI_103153,CHEBI_101493,CHEBI_101493_CHEBI_103153,Diastereomers,Diastereomers,100.0
CHEBI_136570,CHEBI_64241,CHEBI_136570_CHEBI_64241,Stereo-resolution pairs,Stereo-resolution pairs,91.0
CHEBI_175871,CHEBI_147204,CHEBI_147204_CHEBI_175871,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_153012,CHEBI_151832,CHEBI_151832_CHEBI_153012,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_70162,CHEBI_67321,CHEBI_67321_CHEBI_70162,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_151357,CHEBI_156931,CHEBI_151357_CHEBI_156931,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_229671,CHEBI_229659,CHEBI_229659_CHEBI_229671,Protomers,Protomers,90.0
CHEBI_83692,CHEBI_83691,CHEBI_83691_CHEBI_83692,Enantiomers,Enantiomers,100.0
CHEBI_74947,CHEBI_61917,CHEBI_61917_CHEBI_74947,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_27508,CHEBI_48153,CHEBI_27508_CHEBI_48153,Diastereomers,Diastereomers,100.0
CHEBI_32443,CHEBI_32442,CHEBI_32442_CHEBI_32443,Protomers,Protomers,89.0
CHEBI_124105,CHEBI_124753,CHEBI_124105_CHEBI_124753,Diastereomers,Stereo-resolution pairs,79.0
CHEBI_133943,CHEBI_60912,CHEBI_133943_CHEBI_60912,Protomers,Protomers,96.0
CHEBI_16193,CHEBI_30764,CHEBI_16193_CHEBI_30764,Protomers,Protomers,91.0
CHEBI_231622,CHEBI_28489,CHEBI_231622_CHEBI_28489,Protomers,Protomers,87.0
CHEBI_157238,CHEBI_153424,CHEBI_153424_CHEBI_157238,Diastereomers,Diastereomers,100.0
CHEBI_57776,CHEBI_16446,CHEBI_16446_CHEBI_57776,Protomers,Protomers,95.0
CHEBI_231594,CHEBI_50900,CHEBI_231594_CHEBI_50900,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_61581,CHEBI_62158,CHEBI_61581_CHEBI_62158,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_83735,CHEBI_83733,CHEBI_83733_CHEBI_83735,Enantiomers,Enantiomers,100.0
CHEBI_74684,CHEBI_167191,CHEBI_167191_CHEBI_74684,Protomers,Protomers,90.0
CHEBI_70562,CHEBI_70563,CHEBI_70562_CHEBI_70563,Diastereomers,Diastereomers,100.0
CHEBI_177077,CHEBI_140526,CHEBI_140526_CHEBI_177077,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_181158,CHEBI_125442,CHEBI_125442_CHEBI_181158,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_15420,CHEBI_10782,CHEBI_10782_CHEBI_15420,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_152434,CHEBI_152537,CHEBI_152434_CHEBI_152537,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58511,CHEBI_27394,CHEBI_27394_CHEBI_58511,Protomers,Protomers,87.0
CHEBI_35908,CHEBI_24326,CHEBI_24326_CHEBI_35908,Protomers,Protomers,89.0
CHEBI_176205,CHEBI_80389,CHEBI_176205_CHEBI_80389,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_59818,CHEBI_59820,CHEBI_59818_CHEBI_59820,Diastereomers,Diastereomers,100.0
CHEBI_231638,CHEBI_20141,CHEBI_20141_CHEBI_231638,Protomers,Protomers,92.0
CHEBI_16315,CHEBI_57728,CHEBI_16315_CHEBI_57728,Protomers,Protomers,91.0
CHEBI_113705,CHEBI_124286,CHEBI_113705_CHEBI_124286,Diastereomers,Diastereomers,100.0
CHEBI_76041,CHEBI_75859,CHEBI_75859_CHEBI_76041,Diastereomers,Diastereomers,100.0
CHEBI_147155,CHEBI_62948,CHEBI_147155_CHEBI_62948,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_174781,CHEBI_174780,CHEBI_174780_CHEBI_174781,Diastereomers,Diastereomers,79.0
CHEBI_88281,CHEBI_88280,CHEBI_88280_CHEBI_88281,Protomers,Protomers,94.0
CHEBI_180907,CHEBI_180908,CHEBI_180907_CHEBI_180908,Protomers,Protomers,82.0
CHEBI_215528,CHEBI_208828,CHEBI_208828_CHEBI_215528,Diastereomers,Diastereomers,97.0
CHEBI_8811,CHEBI_39280,CHEBI_39280_CHEBI_8811,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_49010,CHEBI_49011,CHEBI_49010_CHEBI_49011,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_99180,CHEBI_102343,CHEBI_102343_CHEBI_99180,Diastereomers,Diastereomers,100.0
CHEBI_143528,CHEBI_47015,CHEBI_143528_CHEBI_47015,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58827,CHEBI_50602,CHEBI_50602_CHEBI_58827,Protomers,Protomers,88.0
CHEBI_681848,CHEBI_59842,CHEBI_59842_CHEBI_681848,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_64822,CHEBI_64821,CHEBI_64821_CHEBI_64822,Protomers,Protomers,90.0
CHEBI_205777,CHEBI_206508,CHEBI_205777_CHEBI_206508,Diastereomers,Diastereomers,100.0
CHEBI_91576,CHEBI_91733,CHEBI_91576_CHEBI_91733,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_127007,CHEBI_128443,CHEBI_127007_CHEBI_128443,Diastereomers,Diastereomers,100.0
CHEBI_82752,CHEBI_83355,CHEBI_82752_CHEBI_83355,Protomers,Protomers,93.0
CHEBI_95129,CHEBI_3720,CHEBI_3720_CHEBI_95129,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_156274,CHEBI_17057,CHEBI_156274_CHEBI_17057,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_211155,CHEBI_211149,CHEBI_211149_CHEBI_211155,Diastereomers,Diastereomers,100.0
CHEBI_124274,CHEBI_124872,CHEBI_124274_CHEBI_124872,Diastereomers,Diastereomers,100.0
CHEBI_84056,CHEBI_167745,CHEBI_167745_CHEBI_84056,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_17573,CHEBI_30853,CHEBI_17573_CHEBI_30853,Protomers,Protomers,96.0
CHEBI_175876,CHEBI_61762,CHEBI_175876_CHEBI_61762,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_75609,CHEBI_75580,CHEBI_75580_CHEBI_75609,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_110656,CHEBI_110669,CHEBI_110656_CHEBI_110669,Diastereomers,Diastereomers,100.0
CHEBI_57713,CHEBI_16281,CHEBI_16281_CHEBI_57713,Protomers,Protomers,85.0
CHEBI_203508,CHEBI_223686,CHEBI_203508_CHEBI_223686,Diastereomers,Diastereomers,100.0
CHEBI_83291,CHEBI_83294,CHEBI_83291_CHEBI_83294,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_112061,CHEBI_112029,CHEBI_112029_CHEBI_112061,Diastereomers,Diastereomers,100.0
CHEBI_82792,CHEBI_82793,CHEBI_82792_CHEBI_82793,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_78625,CHEBI_27819,CHEBI_27819_CHEBI_78625,Protomers,Protomers,94.0
CHEBI_60371,CHEBI_60370,CHEBI_60370_CHEBI_60371,Enantiomers,Enantiomers,100.0
CHEBI_17830,CHEBI_2247,CHEBI_17830_CHEBI_2247,Protomers,Protomers,92.0
CHEBI_46702,CHEBI_46705,CHEBI_46702_CHEBI_46705,Enantiomers,Enantiomers,100.0
CHEBI_124532,CHEBI_103734,CHEBI_103734_CHEBI_124532,Diastereomers,Diastereomers,100.0
CHEBI_117417,CHEBI_117293,CHEBI_117293_CHEBI_117417,Diastereomers,Diastereomers,100.0
CHEBI_30839,CHEBI_16742,CHEBI_16742_CHEBI_30839,Protomers,Protomers,91.0
CHEBI_91951,CHEBI_94338,CHEBI_91951_CHEBI_94338,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_95659,CHEBI_96178,CHEBI_95659_CHEBI_96178,Diastereomers,Stereo-resolution pairs,79.0
CHEBI_214250,CHEBI_214256,CHEBI_214250_CHEBI_214256,Diastereomers,Diastereomers,100.0
CHEBI_148545,CHEBI_156696,CHEBI_148545_CHEBI_156696,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_219551,CHEBI_219546,CHEBI_219546_CHEBI_219551,Diastereomers,Diastereomers,84.0
CHEBI_57397,CHEBI_15544,CHEBI_15544_CHEBI_57397,Protomers,Protomers,96.0
CHEBI_28344,CHEBI_28164,CHEBI_28164_CHEBI_28344,Diastereomers,Diastereomers,100.0
CHEBI_150842,CHEBI_154746,CHEBI_150842_CHEBI_154746,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_28980,CHEBI_26797,CHEBI_26797_CHEBI_28980,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_229697,CHEBI_71028,CHEBI_229697_CHEBI_71028,Protomers,Protomers,88.0
CHEBI_48565,CHEBI_48562,CHEBI_48562_CHEBI_48565,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_87722,CHEBI_87721,CHEBI_87721_CHEBI_87722,Protomers,Protomers,91.0
CHEBI_21248,CHEBI_49011,CHEBI_21248_CHEBI_49011,Enantiomers,Enantiomers,100.0
CHEBI_34310,CHEBI_50516,CHEBI_34310_CHEBI_50516,Diastereomers,Diastereomers,100.0
CHEBI_68933,CHEBI_76588,CHEBI_68933_CHEBI_76588,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_183479,CHEBI_182521,CHEBI_182521_CHEBI_183479,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_16923,CHEBI_48429,CHEBI_16923_CHEBI_48429,Protomers,Protomers,87.0
CHEBI_50897,CHEBI_124991,CHEBI_124991_CHEBI_50897,Protomers,Protomers,96.0
CHEBI_221267,CHEBI_220012,CHEBI_220012_CHEBI_221267,Diastereomers,Stereo-resolution pairs,97.0
CHEBI_155318,CHEBI_146939,CHEBI_146939_CHEBI_155318,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_127129,CHEBI_130645,CHEBI_127129_CHEBI_130645,Diastereomers,Diastereomers,100.0
CHEBI_216928,CHEBI_216921,CHEBI_216921_CHEBI_216928,Diastereomers,Diastereomers,75.0
CHEBI_140533,CHEBI_140603,CHEBI_140533_CHEBI_140603,Protomers,Protomers,93.0
CHEBI_213425,CHEBI_200856,CHEBI_200856_CHEBI_213425,Diastereomers,Diastereomers,100.0
CHEBI_75406,CHEBI_75920,CHEBI_75406_CHEBI_75920,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_85269,CHEBI_85272,CHEBI_85269_CHEBI_85272,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_140671,CHEBI_17772,CHEBI_140671_CHEBI_17772,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_219255,CHEBI_209198,CHEBI_209198_CHEBI_219255,Diastereomers,Stereo-resolution pairs,100.0
CHEBI_90075,CHEBI_90098,CHEBI_90075_CHEBI_90098,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_183717,CHEBI_207954,CHEBI_183717_CHEBI_207954,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_86250,CHEBI_86247,CHEBI_86247_CHEBI_86250,Protomers,Protomers,89.0
CHEBI_67913,CHEBI_68381,CHEBI_67913_CHEBI_68381,Diastereomers,Diastereomers,100.0
CHEBI_141357,CHEBI_141358,CHEBI_141357_CHEBI_141358,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_166668,CHEBI_211601,CHEBI_166668_CHEBI_211601,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_57447,CHEBI_75322,CHEBI_57447_CHEBI_75322,Enantiomers,Enantiomers,100.0
CHEBI_232334,CHEBI_146204,CHEBI_146204_CHEBI_232334,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_88347,CHEBI_91140,CHEBI_88347_CHEBI_91140,Enantiomers,Enantiomers,100.0
CHEBI_60841,CHEBI_60840,CHEBI_60840_CHEBI_60841,Stereo-resolution pairs,Stereo-resolution pairs,86.0
CHEBI_31,CHEBI_15410,CHEBI_15410_CHEBI_31,Enantiomers,Enantiomers,100.0
CHEBI_188918,CHEBI_185407,CHEBI_185407_CHEBI_188918,Diastereomers,Diastereomers,100.0
CHEBI_16727,CHEBI_30859,CHEBI_16727_CHEBI_30859,Protomers,Protomers,86.0
CHEBI_191735,CHEBI_138037,CHEBI_138037_CHEBI_191735,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58862,CHEBI_51309,CHEBI_51309_CHEBI_58862,Protomers,Protomers,91.0
CHEBI_194552,CHEBI_141410,CHEBI_141410_CHEBI_194552,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_197122,CHEBI_184112,CHEBI_184112_CHEBI_197122,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_37027,CHEBI_37029,CHEBI_37027_CHEBI_37029,Enantiomers,Enantiomers,100.0
CHEBI_37475,CHEBI_37473,CHEBI_37473_CHEBI_37475,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_18139,CHEBI_58389,CHEBI_18139_CHEBI_58389,Protomers,Protomers,79.0
CHEBI_32681,CHEBI_32688,CHEBI_32681_CHEBI_32688,Enantiomers,Enantiomers,100.0
CHEBI_171784,CHEBI_145741,CHEBI_145741_CHEBI_171784,Diastereomers,Diastereomers,77.0
CHEBI_183341,CHEBI_27725,CHEBI_183341_CHEBI_27725,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_50168,CHEBI_50171,CHEBI_50168_CHEBI_50171,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58607,CHEBI_29086,CHEBI_29086_CHEBI_58607,Protomers,Protomers,96.0
CHEBI_130430,CHEBI_128720,CHEBI_128720_CHEBI_130430,Diastereomers,Diastereomers,100.0
CHEBI_101257,CHEBI_101333,CHEBI_101257_CHEBI_101333,Protomers,Protomers,93.0
CHEBI_58147,CHEBI_17442,CHEBI_17442_CHEBI_58147,Protomers,Protomers,93.0
CHEBI_83829,CHEBI_83831,CHEBI_83829_CHEBI_83831,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_210640,CHEBI_210645,CHEBI_210640_CHEBI_210645,Diastereomers,Diastereomers,81.0
CHEBI_58194,CHEBI_17574,CHEBI_17574_CHEBI_58194,Protomers,Protomers,94.0
CHEBI_63590,CHEBI_63579,CHEBI_63579_CHEBI_63590,Protomers,Protomers,94.0
CHEBI_57661,CHEBI_16160,CHEBI_16160_CHEBI_57661,Protomers,Protomers,85.0
CHEBI_57883,CHEBI_16754,CHEBI_16754_CHEBI_57883,Protomers,Protomers,93.0
CHEBI_16162,CHEBI_32807,CHEBI_16162_CHEBI_32807,Protomers,Protomers,92.0
CHEBI_133182,CHEBI_133181,CHEBI_133181_CHEBI_133182,Protomers,Protomers,94.0
CHEBI_176817,CHEBI_197674,CHEBI_176817_CHEBI_197674,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_100021,CHEBI_97991,CHEBI_100021_CHEBI_97991,Diastereomers,Diastereomers,100.0
CHEBI_32315,CHEBI_53762,CHEBI_32315_CHEBI_53762,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_29780,CHEBI_17582,CHEBI_17582_CHEBI_29780,Protomers,Protomers,92.0
CHEBI_57758,CHEBI_16399,CHEBI_16399_CHEBI_57758,Protomers,Protomers,83.0
CHEBI_71335,CHEBI_72646,CHEBI_71335_CHEBI_72646,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_17395,CHEBI_16433,CHEBI_16433_CHEBI_17395,Diastereomers,Diastereomers,77.0
CHEBI_138592,CHEBI_138591,CHEBI_138591_CHEBI_138592,Enantiomers,Enantiomers,100.0
CHEBI_69568,CHEBI_69569,CHEBI_69568_CHEBI_69569,Diastereomers,Diastereomers,100.0
CHEBI_205140,CHEBI_201969,CHEBI_201969_CHEBI_205140,Diastereomers,Diastereomers,100.0
CHEBI_224566,CHEBI_219196,CHEBI_219196_CHEBI_224566,Diastereomers,Diastereomers,100.0
CHEBI_183633,CHEBI_186254,CHEBI_183633_CHEBI_186254,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_47933,CHEBI_47934,CHEBI_47933_CHEBI_47934,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_97797,CHEBI_101779,CHEBI_101779_CHEBI_97797,Diastereomers,Diastereomers,100.0
CHEBI_137937,CHEBI_137938,CHEBI_137937_CHEBI_137938,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_154888,CHEBI_155527,CHEBI_154888_CHEBI_155527,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_129798,CHEBI_129545,CHEBI_129545_CHEBI_129798,Diastereomers,Stereo-resolution pairs,88.0
CHEBI_156591,CHEBI_155621,CHEBI_155621_CHEBI_156591,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_57448,CHEBI_15630,CHEBI_15630_CHEBI_57448,Protomers,Protomers,95.0
CHEBI_209795,CHEBI_209766,CHEBI_209766_CHEBI_209795,Diastereomers,Diastereomers,100.0
CHEBI_118129,CHEBI_118032,CHEBI_118032_CHEBI_118129,Diastereomers,Diastereomers,100.0
CHEBI_218847,CHEBI_218853,CHEBI_218847_CHEBI_218853,Diastereomers,Diastereomers,100.0
CHEBI_28429,CHEBI_48027,CHEBI_28429_CHEBI_48027,Enantiomers,Enantiomers,100.0
CHEBI_146857,CHEBI_154979,CHEBI_146857_CHEBI_154979,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_131805,CHEBI_131804,CHEBI_131804_CHEBI_131805,Enantiomers,Enantiomers,100.0
CHEBI_155089,CHEBI_3524,CHEBI_155089_CHEBI_3524,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_212964,CHEBI_212970,CHEBI_212964_CHEBI_212970,Diastereomers,Diastereomers,100.0
CHEBI_197143,CHEBI_186070,CHEBI_186070_CHEBI_197143,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_128728,CHEBI_126931,CHEBI_126931_CHEBI_128728,Diastereomers,Diastereomers,100.0
CHEBI_184119,CHEBI_156223,CHEBI_156223_CHEBI_184119,Enantiomers,Enantiomers,100.0
CHEBI_24996,CHEBI_16651,CHEBI_16651_CHEBI_24996,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_152858,CHEBI_153554,CHEBI_152858_CHEBI_153554,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_70584,CHEBI_70585,CHEBI_70584_CHEBI_70585,Diastereomers,Diastereomers,100.0
CHEBI_176235,CHEBI_190973,CHEBI_176235_CHEBI_190973,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_71994,CHEBI_152112,CHEBI_152112_CHEBI_71994,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_142228,CHEBI_141995,CHEBI_141995_CHEBI_142228,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_144358,CHEBI_144349,CHEBI_144349_CHEBI_144358,Protomers,Protomers,90.0
CHEBI_49102,CHEBI_43991,CHEBI_43991_CHEBI_49102,Protomers,Protomers,88.0
CHEBI_118955,CHEBI_119154,CHEBI_118955_CHEBI_119154,Diastereomers,Diastereomers,100.0
CHEBI_131921,CHEBI_132232,CHEBI_131921_CHEBI_132232,Protomers,Protomers,81.0
CHEBI_3084,CHEBI_59261,CHEBI_3084_CHEBI_59261,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_3619,CHEBI_59467,CHEBI_3619_CHEBI_59467,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_181105,CHEBI_215148,CHEBI_181105_CHEBI_215148,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_191373,CHEBI_191375,CHEBI_191373_CHEBI_191375,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60064,CHEBI_3794,CHEBI_3794_CHEBI_60064,Protomers,Protomers,94.0
CHEBI_58845,CHEBI_50765,CHEBI_50765_CHEBI_58845,Protomers,Protomers,93.0
CHEBI_16980,CHEBI_29020,CHEBI_16980_CHEBI_29020,Diastereomers,Diastereomers,84.0
CHEBI_57479,CHEBI_15707,CHEBI_15707_CHEBI_57479,Protomers,Protomers,94.0
CHEBI_90832,CHEBI_74452,CHEBI_74452_CHEBI_90832,Protomers,Protomers,96.0
CHEBI_156943,CHEBI_152003,CHEBI_152003_CHEBI_156943,Diastereomers,Diastereomers,100.0
CHEBI_155,CHEBI_168,CHEBI_155_CHEBI_168,Diastereomers,Diastereomers,100.0
CHEBI_209318,CHEBI_209305,CHEBI_209305_CHEBI_209318,Diastereomers,Diastereomers,100.0
CHEBI_51029,CHEBI_7492,CHEBI_51029_CHEBI_7492,Protomers,Protomers,94.0
CHEBI_78412,CHEBI_35616,CHEBI_35616_CHEBI_78412,Diastereomers,Diastereomers,80.0
CHEBI_11047,CHEBI_10983,CHEBI_10983_CHEBI_11047,Enantiomers,Enantiomers,100.0
CHEBI_57681,CHEBI_16211,CHEBI_16211_CHEBI_57681,Protomers,Protomers,92.0
CHEBI_200292,CHEBI_203894,CHEBI_200292_CHEBI_203894,Diastereomers,Diastereomers,100.0
CHEBI_153787,CHEBI_153345,CHEBI_153345_CHEBI_153787,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_77795,CHEBI_77794,CHEBI_77794_CHEBI_77795,Enantiomers,Enantiomers,100.0
CHEBI_30889,CHEBI_151,CHEBI_151_CHEBI_30889,Enantiomers,Enantiomers,100.0
CHEBI_63153,CHEBI_41112,CHEBI_41112_CHEBI_63153,Stereo-resolution pairs,Stereo-resolution pairs,79.0
CHEBI_64026,CHEBI_150588,CHEBI_150588_CHEBI_64026,Stereo-resolution pairs,Stereo-resolution pairs,79.0
CHEBI_6121,CHEBI_580604,CHEBI_580604_CHEBI_6121,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_53770,CHEBI_53771,CHEBI_53770_CHEBI_53771,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_77063,CHEBI_63864,CHEBI_63864_CHEBI_77063,Protomers,Protomers,92.0
CHEBI_32774,CHEBI_32761,CHEBI_32761_CHEBI_32774,Enantiomers,Enantiomers,100.0
CHEBI_152469,CHEBI_152306,CHEBI_152306_CHEBI_152469,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_136535,CHEBI_136534,CHEBI_136534_CHEBI_136535,Enantiomers,Enantiomers,100.0
