cluster_id	member_curie	identity_key_strict	molfile_key	molfile_path	raw_canonical_smiles	formula	formal_charge	rdkit_canonical_tautomer
2720	CHEBI_148863	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@@H]2O)[C@@H]1O	CHEBI_148863	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_148863.sdf	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@@H]2O)[C@@H]1O	C116H193N7O84	0.0	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@@H]2O)[C@@H]1O
2721	CHEBI_188093	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCC)COP(=O)(O)OC[C@H](N)C(=O)O	CHEBI_188093	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_188093.sdf	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCC)COP(=O)(O)OC[C@H](N)C(=O)O	C39H70NO10P	0.0	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCC)COP(=O)(O)OCC(N)C(=O)O
2722	CHEBI_217298	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N3CCC[C@H]3C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@H]3CCCN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)[C@@H]3CCCN3C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N2	CHEBI_217298	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_217298.sdf	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N3CCC[C@H]3C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@H]3CCCN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)[C@@H]3CCCN3C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N2	C95H125N23O24S2	0.0	CC[C@H](C)C1NC(=O)C2CC(=O)NCC(=O)NC(CC(C)C)C(=O)N3CCCC3C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NCC(=O)NC(CSSCC(C(=O)O)NC(=O)C(C)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C3CCCN3C(=O)C([C@@H](C)O)NC(=O)C(CC(N)=O)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)C3CCCN3C1=O)C(=O)N1CCC[C@H]1C(=O)NC(CO)C(=O)N2
2723	CHEBI_166333	CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	CHEBI_166333	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_166333.sdf	CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C23H29N3O5	0.0	CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O
2724	CHEBI_127834	COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3CC(=O)N([C@H](C)CO)C[C@H]2C)cc1	CHEBI_127834	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_127834.sdf	COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3CC(=O)N([C@H](C)CO)C[C@H]2C)cc1	C32H37F3N4O7S	0.0	COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3CC(=O)N([C@H](C)CO)C[C@H]2C)cc1
2725	CHEBI_132205	O=P(O)(O)OC[C@H]1O[C@H](O)C[C@@H]1OP(=O)(O)OC[C@H]1O[C@H](O)C[C@@H]1O	CHEBI_132205	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_132205.sdf	O=P(O)(O)OC[C@H]1O[C@H](O)C[C@@H]1OP(=O)(O)OC[C@H]1O[C@H](O)C[C@@H]1O	C10H20O13P2	0.0	O=P(O)(O)OC[C@H]1O[C@H](O)C[C@@H]1OP(=O)(O)OC[C@H]1O[C@H](O)C[C@@H]1O
2726	CHEBI_337298	CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	CHEBI_337298	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_337298.sdf	CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	C72H95ClN14O14	0.0	CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)N(C)C(Cc1ccc(O)cc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O
2727	CHEBI_3385	C[N+](C)(C)CCOC(N)=O.[Cl-]	CHEBI_3385	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_3385.sdf	C[N+](C)(C)CCOC(N)=O.[Cl-]	C6H15ClN2O2	0.0	C[N+](C)(C)CCOC(N)=O.[Cl-]
2728	CHEBI_230666	COC(=O)CC1CC(c2ccc(O)cc2)=NO1	CHEBI_230666	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_230666.sdf	COC(=O)CC1CC(c2ccc(O)cc2)=NO1	C12H13NO4	0.0	COC(=O)CC1CC(c2ccc(O)cc2)=NO1
2729	CHEBI_31919	COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2	CHEBI_31919	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_31919.sdf	[H][C@]12C[C@@H](O)C=C[C@]13CCNCc1ccc(OC)c(c13)O2	C16H19NO3	0.0	[H][C@]12C[C@@H](O)C=C[C@]13CCNCc1ccc(OC)c(c13)O2
2729	engthmn	COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2	ENGTHMN					
2730	CHEBI_219934	CC(C)=C1C[C@@]2(C)C(=CC1=O)CC[C@H](O)[C@@H]2CO	CHEBI_219934	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_219934.sdf	CC(C)=C1C[C@@]2(C)C(=CC1=O)CC[C@H](O)[C@@H]2CO	C15H22O3	0.0	CC(C)=C1C[C@@]2(C)C(=CC1=O)CC[C@H](O)[C@@H]2CO
2731	lyspro	NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)O	LYSPRO					
2732	CHEBI_74567	NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)O	CHEBI_74567	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_74567.sdf	NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)O	C11H21N3O3	0.0	NCCCCC(N)C(=O)N1CCCC1C(=O)O
