identity_key_strict	n_members	n_raw_forms	formula	formal_charge	members
C/C=C1/NC(=O)[C@H](C(C)C)NC(=O)[C@H](O)[C@@H]([C@@H](C)CCCCCCCCCCC(=O)CCC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H]([C@@H](C)OC)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC1=O	1	1	C58H98N12O17	0.0	CHEBI_213710
C/C=C1/NC(=O)[C@H](CCC(N)=O)NC(=O)/C(=C\C)NC(=O)[C@H](C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)N(C)C(=O)[C@@H]([C@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC1=O	1	1	C54H89N13O15	0.0	CHEBI_213230
C/C=C1/NC(=O)[C@H](CCO)NC(=O)CC(CCCCC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCO)NC(=O)C2C[C@@H](O)CN2C1=O	1	1	C60H97N11O14	0.0	CHEBI_208671
C/C=C1/NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)C(O)C(CC(O)CC(O)C(O)CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCc2ccc(OC)cc2)NC(=O)[C@H]([C@@H](C)O)NC1=O	1	1	C62H96N12O19	0.0	CHEBI_213292
C/C=C1/NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)C(O)C(CC(O)CC(O)C(O)CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C(CCc2ccc(OC)cc2)NC(=O)[C@H]([C@@H](C)O)NC1=O	1	1	C62H96N12O19	0.0	CHEBI_220562
C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(OC(=O)C[C@@H]2C(C(=O)OC)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)/C2=C/C)cc1	1	1	C42H54O22	0.0	CHEBI_182141
C/C=C1/[C@H]2CC(C)=C[C@]1(N)c1ccc(=O)[nH]c1C2	1	1	C15H18N2O	0.0	CHEBI_9085
C/C=C1\C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)Oc1ccc(CCOC(=O)CC2C(C(=O)OC)=CO[C@@H](OC3OC(CO)C(O)C(O)C3O)/C2=C\C)cc1	1	1	C42H54O22	0.0	CHEBI_197417
C/C=C1\CN(C(=O)[C@@H](NC(=O)[C@@H](N)[C@H](O)[C@@H](O)COC(N)=O)[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1C(=O)O	1	1	C22H30N6O13	0.0	CHEBI_221157
C/C=C1\NC(=O)C2CSC(=N2)C2CC(C)N2C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)COC(=O)C(C(C)C)N(C)C(=O)C(C(C)O)NC(=O)C2CCCCN2C1=O	1	1	C40H62N8O11S	0.0	CHEBI_198833
C/C=C1\NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C/C(=C/Cl)CC)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O	1	1	C48H64ClN7O11	0.0	CHEBI_212814
C/C=C1\NC(=O)[C@H](CCO)NC(=O)C[C@@H](CCCCC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCO)NC(=O)[C@@H]2C[C@@H](O)CN2C1=O	1	1	C60H97N11O14	0.0	CHEBI_227077
C/C=C\C1=C(CC[C@]2(C)C[C@@H](O)C(=O)O2)COC1=O	1	1	C14H18O5	0.0	CHEBI_200721
C/C=C\C=C\C	1	1	C6H10	0.0	CHEBI_229316
C/C=C\CCCCCCCCC	1	1	C12H24	0.0	CHEBI_167556
C/C=C\SSCCC	1	1	C6H12S2	0.0	CHEBI_173630
C/C=C\c1ccc(OCC)c(OC)c1	1	1	C12H16O2	0.0	CHEBI_179911
C1=C2C(=CC1)c1cccc3cccc2c13	1	1	C15H10	0.0	CHEBI_48519
C1=C2CN3CC[C@]45c6ccccc6N6CC[C@H](OC1)[C@@H]([C@H]64)[C@H]2C[C@H]35	1	1	C21H24N2O	0.0	CHEBI_36337
C1=CC2OC2c2ccc3ccccc3c21	1	1	C14H10O	0.0	CHEBI_28668
C1=C[C@@H]2O[C@@H]2c2ccc3ccccc3c21	1	1	C14H10O	0.0	CHEBI_37095
C1=C[C@H]2O[C@H]2c2ccc3ccccc3c21	1	1	C14H10O	0.0	CHEBI_37094
C1=Cc2ccccc2C=CC1	1	1	C11H10	0.0	CHEBI_37518
C1=NN=NC1	1	1	C2H3N3	0.0	CHEBI_35567
C1=Nc2cccc3cccc(c23)N1	1	1	C11H8N2	0.0	CHEBI_36426
C1=Nc2ccccc2C1=C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12	1	1	C25H17N3	0.0	CHEBI_222752
C1CC2CC3CCC2CC13	1	1	C10H16	0.0	CHEBI_32904
C1CC2CCCN2C1	1	1	C7H13N	0.0	CHEBI_64950
C1CC2OC2C1OC1CCC2OC12	1	1	C10H14O3	0.0	CHEBI_82410
C1CCC(=C2CCCC2)C1	1	1	C10H16	0.0	CHEBI_36822
C1COC1	1	1	C3H6O	0.0	CHEBI_30965
C=C(/C=C(\C)[C@H]1[C@H](C)[C@@H](O)[C@@](C)(O)[C@H]1/C(C)=C/C)C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C	1	1	C29H43NO5	0.0	CHEBI_226046
C=C(/C=C\C[C@@H](O)[C@@H](O)[C@H](O)C/C=C/C=C\[C@@H](O)C[C@@H]1O[C@H](C[C@@H](O)[C@H](O)C[C@H]2O[C@H]([C@H](O)[C@H](O)CC[C@H](O)/C=C/[C@@H](C)[C@@H](O)C[C@]3(O)O[C@H]([C@@H](O)[C@@H](O)CCCCCCC[C@@]45C[C@@H](C)C[C@@](C)(O4)[C@@H](C[C@@H](C)CCCCC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]4O[C@H](C[C@H](O)[C@H](O)/C(C)=C/[C@H](O)C[C@@H](C)[C@H](O)C(=O)N/C=C/C(=O)NCCCO)[C@H](O)[C@@H](O)[C@@H]4O)O5)[C@H](O)[C@@H](O)[C@H]3O)C[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@H](O)[C@@H](O)[C@H](O)[C@H](C)C[C@H]1O[C@H](/C=C\[C@@H](O)[C@H](O)C[C@@H]2C[C@@H]3C[C@H](O2)[C@@H](CC[C@H]2O[C@H](CN)C[C@H]2O)O3)[C@@H](O)[C@H](O)[C@H]1O	1	1	C129H223N3O55	0.0	CHEBI_220964
C=C(/C=C\C[C@@H](O)[C@@H](O)[C@H](O)C/C=C/C=C\[C@@H](O)C[C@@H]1O[C@H](C[C@@H](O)[C@H](O)C[C@H]2O[C@H]([C@H](O)[C@H](O)CC[C@H](O)/C=C/[C@H](C)[C@@H](O)C[C@]3(O)O[C@H]([C@@H](O)[C@@H](O)CCCCCCC[C@@]45C[C@@H](C)C[C@@](C)(O4)[C@@H](C[C@@H](C)CCCCC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]4O[C@H](C[C@H](O)[C@H](O)/C(C)=C/[C@H](O)C[C@@H](C)[C@H](O)C(=O)N/C=C/C(=O)NCCCO)[C@H](O)[C@@H](O)[C@@H]4O)O5)[C@H](O)[C@@H](O)[C@H]3O)C[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@H](O)[C@@H](O)[C@H](O)[C@H](C)C[C@H]1O[C@H](/C=C\[C@@H](O)[C@H](O)C[C@@H]2C[C@@H]3C[C@H](O2)[C@@H](CC[C@H]2O[C@H](CN)C[C@H]2O)O3)[C@@H](O)[C@H](O)[C@H]1O	1	1	C129H223N3O55	0.0	CHEBI_220957
C=C(C(=O)N[C@H](C)C(=O)N[C@@H](CCc1ccc(O)cc1)C(=O)N[C@H](CC(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(=O)O)N(C)C(=O)CC[C@@H](NC(=O)[C@@H](C)[C@@H](N)/C=C/C(C)=C/[C@H](C)[C@H](Cc1ccccc1)OC)C(=O)O	1	1	C52H74N10O14	0.0	CHEBI_221235
C=C(C(=O)OC)[C@H]1CC(C)(C)[C@H]1C[C@H](O)C(=C)[C@H](O)CO	1	1	C16H26O5	0.0	CHEBI_217798
C=C(C)C#C[C@@]12[C@@H]3C=C(C)C[C@@H]1[C@@H](O)[C@@H]1O[C@]1(CC=C(C)C)[C@]2(O)O[C@@H]1C3=C[C@@H](O)C[C@@]1(O)CC=C(C)C	1	1	C32H42O6	0.0	CHEBI_212166
C=C(C)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	1	1	C27H42O2	0.0	CHEBI_186882
C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1	1	1	C29H36O8	0.0	CHEBI_34580
C=C(C)C(C#N)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	1	1	C25H41NO2	0.0	CHEBI_187717
C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	1	1	C31H52	0.0	CHEBI_70860
C=C(C)C(C)CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	1	1	C28H46O	0.0	CHEBI_175192
C=C(C)C1=NC(c2nc(/C=C/[C@H](OC)[C@@H](C)/C(=C\C(=O)OC)OC)cs2)CS1	1	1	C20H26N2O4S2	0.0	CHEBI_80030
C=C(C)C1CCC2(C)CCC(O)C(C)=C2C1	1	1	C15H24O	0.0	CHEBI_191463
C=C(C)C1Cc2cc(C(=O)OC)ccc2O1	1	1	C13H14O3	0.0	CHEBI_228925
C=C(C)CNC(=S)NNC1=c2cc([N+](=O)[O-])ccc2=NC1=O	1	1	C13H13N5O3S	0.0	CHEBI_105104
C=C(C)COC(=O)CCC	1	1	C8H14O2	0.0	CHEBI_180293
C=C(C)[C@@H](O)CC/C(C)=C/C/C=C(/CC(=O)c1cc(O)ccc1O)C(=O)O	1	1	C21H26O6	0.0	CHEBI_210493
C=C(C)[C@@H]1CC[C@@]2(C)CC[C@@H](O)C(C)=C2C1	1	1	C15H24O	0.0	CHEBI_80813
C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2	1	1	C15H24	0.0	CHEBI_63443
C=C(C)[C@@H]1CC[C@H](C)[C@H]2CC/C(C)=C/CC/C(C)=C/[C@@H]21	1	1	C20H32	0.0	CHEBI_193156
C=C(C)[C@@H]1COc2c(C)cc3oc4c([C@@H](O)[C@@H](O)C(C)(C)O)ccc(O)c4c(=O)c3c2[C@@H]1O	1	1	C25H28O8	0.0	CHEBI_208500
C=C(C)[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@H](O)[C@@H]2C	1	1	C15H22O2	0.0	CHEBI_199301
C=C(C)[C@@H]1C[C@@]2(C)C(=CC1=O)C[C@H](O)C[C@@H]2C	1	1	C15H22O2	0.0	CHEBI_227497
C=C(C)[C@@]12O[C@@H]1[C@@]1(CO)C(=CC2=O)CC[C@@H](O)[C@@H]1C	1	1	C15H20O4	0.0	CHEBI_225539
C=C(C)[C@@]12O[C@@]3(/C=C/C=C/CCCCCCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(C)=O	1	1	C36H50O10	0.0	CHEBI_70551
C=C(C)[C@H]1C[C@@]2(C)C(=CC1=O)CCC(O)[C@@H]2C	1	1	C15H22O2	0.0	CHEBI_217362
C=C(C)[C@H]1C[C@H](C(C)(C)O)[C@H]1c1cccc2c1C(=O)C[C@@H]1CC[C@@]3(O)C4=C[C@@H](O)[C@@H](C(=C)C)C[C@H]4CC[C@]3(C)[C@@]1(C)C(=O)N2	1	1	C38H51NO5	0.0	CHEBI_227942
C=C(C)[C@H]1C[C@H](OC(C)=O)[C@]2(C)C/C=C(\C)CC/C=C(\C)CC[C@@H]12	1	1	C22H34O2	0.0	CHEBI_69946
C=C(C)c1cnc2ccccc2c1-c1cc(C(=O)NC(C(=O)N2CCC(C)C2C(=O)NC(C(=O)O)=C(C)C)C(Cl)C(O)CN=C(N)N)ccc1O	1	1	C36H42ClN7O7	0.0	CHEBI_203606
C=C(C/C=C(\C)CCC=C(C)C)CCC(C)(C)C/C=C/C/C(C)=C\CO[C@H](COP(=O)(O)O[C@H]1O[C@H](C(N)=O)[C@@](C)(O)[C@H](OC(N)=O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(=O)O	1	1	C58H93N4O28P	0.0	CHEBI_204721
C=C(C/C=C(\C)CCC=C(C)C)CCC(C)(C)C/C=C/C/C(C)=C\CO[C@H](COP(=O)(O)O[C@H]1O[C@H](C(N)=O)[C@@](C)(O)[C@H](OC(N)=O)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(=O)O	1	1	C64H103N4O33P	0.0	CHEBI_215207
C=C(C=O)C[C@H]1C(=O)C=C2[C@@H](OC(=O)/C=C/C(C)=C/C(C)CC)CC[C@@H](C(=O)O)[C@@]21C	1	1	C25H32O6	0.0	CHEBI_198250
C=C(CC(O)/C=C(/C)C(=O)O)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O	1	1	C30H42O7	0.0	CHEBI_216000
C=C(CCC(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O	1	1	C27H36O6	0.0	CHEBI_216754
C=C(CCC=C(C)C)[C@H]1C/C=C(\CO)CC/C=C(/C)CC/C=C(\C)CC1	1	1	C25H40O	0.0	CHEBI_187996
C=C(CCCC(C)C)c1ccc(C(=O)O)cc1O	1	1	C15H20O3	0.0	CHEBI_202901
C=C(CC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(CO)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)C(C)C	1	1	C31H48O5	0.0	CHEBI_206046
C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	1	1	C28H46O4S	0.0	CHEBI_186217
C=C(CO)C1Cc2c(ccc3c2OC2COc4cc(O)c(OC)cc4C2C3=O)O1	1	1	C22H20O7	0.0	CHEBI_166649
C=C(CO)[C@@H]1C[C@@H]2[C@H]3C[C@@H](O)[C@H](O)[C@@H](C)[C@@]23C1	1	1	C14H22O3	0.0	CHEBI_192353
C=C(CO)[C@]1(O)C[C@@]2(C)C(=C[C@H]1O)C=CC(=O)[C@@H]2C	1	1	C15H20O4	0.0	CHEBI_199322
C=C(CO)[C@]12O[C@@]13[C@H](CC(C)(C)[C@@H]3OC(=O)/C(C)=C/C)[C@H](C)[C@H](O)C2=O	1	1	C20H28O6	0.0	CHEBI_214658
C=C(CO)[C@]12O[C@@]13[C@H](CC(C)(C)[C@@H]3OC(=O)C(C)C)[C@H](C)[C@H](O)C2=O	1	1	C19H28O6	0.0	CHEBI_214636
C=C(NC(=O)C(=C)NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1nc(oc1C)C(=C)NC(=O)C(=C)NC(=O)c1nc(oc1C)/C(=C/C)NC(=O)c1csc(n1)C(OC)NC(=O)c1nc(oc1C)/C(=C/C(C)O)NC(=O)C(C(C)O)NC(=O)c1csc-2n1)C(N)=O	1	1	C55H54N16O16S2	0.0	CHEBI_80069
C=C(NC(=O)C(=C)NC(=O)c1ccc(-c2nc(C(=O)N[C@H](C(N)=O)[C@@H](C)O)cs2)c(-c2coc(C(=C)NC(=O)C(=C)NC(=O)c3nc(C(=C)NC(=O)[C@@H](NC(=O)C(=C)NC(=O)c4nc(C(=O)CC)oc4C)C(C)(C)O)oc3C)n2)n1)C(N)=O	1	1	C51H53N15O16S	0.0	CHEBI_221178
C=C(NC(=O)C(=C)NC(=O)c1csc(-c2ccc3c(n2)-c2csc(n2)-c2csc(n2)C2C(C)CC(O)N2C(=O)C(Cc2ccc(O)cc2)NC(=O)C2CSC(=N2)C(Cc2ccccc2)NC(=O)c2csc(n2)C(CC(N)=O)NC(=O)c2nc-3oc2C)n1)C(=O)O	1	1	C59H52N14O12S5	0.0	CHEBI_199144
C=C(NC(=O)C(=C)NC(=O)c1csc(-c2ccc3c(n2)-c2csc(n2)-c2csc(n2)[C@H]([C@@H](C)C(C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2csc(n2)[C@H]([C@H](O)c2ccccc2)NC(=O)c2nc(sc2C)[C@H](CC(N)=O)NC(=O)c2csc-3n2)n1)C(=O)O	1	1	C59H52N14O12S6	0.0	CHEBI_200169
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(=C)NC(=O)C(C(C)C)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O	1	1	C71H81N19O18S5	0.0	CHEBI_225824
C=C(NC(=O)C(=C)NC(=O)c1csc([C@H]2CC[C@]34NC(=O)C(=C)NC(=O)C(=C)NC(=O)C(=C)NC(=O)[C@H](C)N[C@@H]5C=Cc6c([C@H](C)O)cc(nc6[C@H]5O)C(=O)O[C@@H](C)[C@H](NC(=S)c5csc(n5)[C@H]([C@](C)(O)[C@@H](C)O)NC(=O)[C@@H]5CSC(=N5)/C(=C\C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc3n5)c3nc(cs3)[C@H]4N2)n1)C(=O)O	1	1	C69H76N18O18S6	0.0	CHEBI_221172
C=C(NC(=O)C(=C)NC(=O)c1csc([C@H]2CC[C@]34NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H]([C@H](C)CC)N[C@@H]5C=Cc6c([C@H](C)O)cc(nc6[C@H]5O)C(=O)O[C@H](C)[C@H](NC(=S)c5csc(n5)[C@H]([C@@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc3n5)c3nc(cs3)[C@H]4N2)n1)C(N)=O	1	1	C72H87N19O17S6	0.0	CHEBI_219086
C=C(NC(=O)c1cnc2ccccc2n1)C(=O)N[C@@H](C)C(=O)N(C)[C@H]1CSC(SC)[C@@H](C(=O)N(C)[C@H](C(=O)O)C(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c2cnc3ccccc3n2)COC(=O)[C@H](C(C)C)N(C)C1=O	1	1	C51H64N12O12S2	0.0	CHEBI_224416
C=C(c1ccccc1O)n1ccnc1	1	1	C11H10N2O	0.0	CHEBI_194839
C=C/C=C(\C)CCC	1	1	C8H14	0.0	CHEBI_167072
C=C/C=C/C#CC#CC#CCCCCCCCC(=O)O	1	1	C18H20O2	0.0	CHEBI_187543
C=C/C=C\C=C	1	1	C6H8	0.0	CHEBI_229293
C=C/C=C\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C	1	1	C33H55NO8	0.0	CHEBI_80700
C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]2CC[C@H]3[C@@H](C)CC=O)C[C@@H](O)C[C@H]1O	1	1	C23H34O3	0.0	CHEBI_172588
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)/C=C/C=C/C(O)(CC)CC)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O	1	1	C30H44O3	0.0	CHEBI_183540
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)/C=C/C=C/C(O)(CC)CC)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O	1	1	C30H44O3	0.0	CHEBI_183542
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H](OCCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	1	1	C25H40O4	0.0	CHEBI_137135
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC=O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	1	1	C23H34O3	0.0	CHEBI_47820
C=C1/C(=C\C=C2/C[C@H](CC(=O)CCCC(=O)O)C[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	1	1	C33H52O6	0.0	CHEBI_169672
C=C1/C=C/C(CCC)=C\c2csc(n2)[C@@H](C)NC(=O)C[C@]2(CC(=O)O)CC[C@](C)(O)[C@@H](C1)S2	1	1	C25H34N2O4S2	0.0	CHEBI_218789
C=C1/C=C/C(CCC)=Cc2csc(n2)[C@@H](C)NC(=O)C[C@]2(CC(=O)O)CC[C@](C)(O)[C@@H](C1)S2	1	1	C25H34N2O4S2	0.0	CHEBI_219552
C=C1/C=C\C(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCCC(C)C)C(C)C(=O)N1	1	1	C33H56N4O7	0.0	CHEBI_223182
C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C	1	1	C48H71N7O12	0.0	CHEBI_220857
C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(=O)O)CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C	1	1	C47H68N10O14	0.0	CHEBI_213992
C=C1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C=CC(C)=C[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C	1	1	C55H77N7O13	0.0	CHEBI_209589
C=C1C(=O)N[C@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C	1	1	C50H76N10O12S	0.0	CHEBI_221100
C=C1C(=O)OC2/C=C(\COC(C)=O)CC/C=C(\C=O)CC(OC(=O)C(C)CC)C12	1	1	C22H28O7	0.0	CHEBI_182679
C=C1C(=O)O[C@@H](CCCCCCCCCC)C[C@H]1C(=O)O	1	1	C17H28O4	0.0	CHEBI_201558
C=C1C(=O)O[C@@H](CCCCCCCCCCCCC[C@@H](C)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)[C@H]1C(=O)O	1	1	C39H66O20	0.0	CHEBI_202326
C=C1C(=O)O[C@@H]2[C@H]1C(=O)O[C@@H]2CCCCCC	1	1	C13H18O4	0.0	CHEBI_141338
C=C1C(=O)O[C@H]2C=C(C)[C@@H]3CC[C@](C)(O)[C@@H]3C[C@H]12	1	1	C15H20O3	0.0	CHEBI_69347
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)C[C@@H](C)[C@@H]1C=CC(=O)[C@]12C	1	1	C15H18O4	0.0	CHEBI_69325
C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)/C(C)=C/C)C/C(C)=C/[C@@]1(OC)C=C(C)[C@@H]2O1	1	1	C21H26O6	0.0	CHEBI_65836
C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)/C(C)=C\C)C[C@]1(CO1)[C@@H]1[C@H](O)C=C(C)[C@]21O	1	1	C20H24O7	0.0	CHEBI_4929
C=C1C(C)C2C(Cc3ccc(OC)cc3)NC(=O)C23C(OC(C)=O)/C=C/C(C)(O)CC(C)C/C=C/C3C1O	1	1	C31H41NO6	0.0	CHEBI_220530
C=C1C(O)C23CC1(O)C(O)CC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O	1	1	C19H22O8	0.0	CHEBI_175848
C=C1C(OC(=O)/C=C(\C)CC)CC(C(C)C)C2C1CC(=O)C2C(C)O	1	1	C21H32O4	0.0	CHEBI_175460
C=C1C(OC2OC(CO)C(O)C(O)C2O)CC2C(C)(C)C(O)CCC2(C)C1CC/C(C)=C\COC(=O)CC(=O)O	1	1	C29H46O11	0.0	CHEBI_181510
C=C1C2CC(O)C34C1C3(C2)C(C(=O)O)C1C2(C)CCCC14OC2=O	1	1	C19H22O5	0.0	CHEBI_175215
C=C1C2CCC3CC2(CC(O)C2(O)C1CC(OC1OC(CO)C(O)C(O)C1O)C2(C)C)CC3(C)O	1	1	C26H42O9	0.0	CHEBI_182147
C=C1CC1C(C)=O	1	1	C6H8O	0.0	CHEBI_131398
C=C1CC23CC1C(O)CC2C1(C=O)CCCC(C)(C(=O)O)C1C3C(=O)O	1	1	C20H26O6	0.0	CHEBI_175647
C=C1CC2OC2(C)CC[C@@H]2[C@@H]1CC2(C)C	1	1	C14H22O	0.0	CHEBI_177761
C=C1CCC(=C)C(=C)C1	1	1	C9H12	0.0	CHEBI_231273
