mnxparent_label,parent_label,mnxchild_label,child_label
MNXM100051,chebi:187719,MNXM100344,chebi:188242
MNXM10010,chebi:28254,MNXM1380605,chebi:198196
MNXM10026,chebi:86041,MNXM1104681,chebi:62616
MNXM10026,chebi:86041,MNXM9497,chebi:74272
MNXM10039,chebi:50168,MNXM36497,chebi:50170
MNXM10039,chebi:50168,MNXM36498,chebi:50171
MNXM100443,chebi:165732,MNXM1128795,chebi:167602
MNXM100443,chebi:165732,MNXM1128796,chebi:167603
MNXM101118,chebi:74115,MNXM174121,chebi:138654
MNXM101226,chebi:70704,MNXM100715,chebi:70689
MNXM101226,chebi:70704,MNXM100819,chebi:70688
MNXM101359,chebi:179209,MNXM101381,chebi:179219
MNXM101359,chebi:179209,MNXM101389,chebi:179218
MNXM10153,chebi:234325,MNXM1413138,chebi:234008
MNXM101610,chebi:64777,MNXM104216,chebi:64774
MNXM101610,chebi:64777,MNXM105983,chebi:64773
MNXM101628,chebi:165778,MNXM34265,chebi:76150
MNXM101809,chebi:68527,MNXM97137,chebi:67158
MNXM101809,chebi:68527,MNXM97156,chebi:68506
MNXM101972,chebi:70772,MNXM101968,chebi:40072
MNXM102039,chebi:71255,MNXM149699,chebi:71251
MNXM102039,chebi:71255,MNXM149843,chebi:71252
MNXM102108,chebi:64814,MNXM741765,chebi:64786
MNXM102108,chebi:64814,MNXM741766,chebi:64787
MNXM102582,chebi:65192,MNXM1118800,chebi:155160
MNXM102582,chebi:65192,MNXM1119659,chebi:156722
MNXM10277,chebi:193504,MNXM37803,chebi:172549
MNXM102886,chebi:8711,MNXM31676,chebi:49845
MNXM102886,chebi:8711,MNXM31877,chebi:37597
MNXM103020,chebi:94380,MNXM149581,chebi:78388
MNXM103020,chebi:94380,MNXM149721,chebi:78389
MNXM103076,chebi:68586,MNXM103075,chebi:68587
MNXM103076,chebi:68586,MNXM43904,chebi:62185
MNXM103153,chebi:71359,MNXM1118998,chebi:155433
MNXM103153,chebi:71359,MNXM1119957,chebi:157073
MNXM103713,chebi:68933,MNXM153394,chebi:76573
MNXM103713,chebi:68933,MNXM153395,chebi:76574
MNXM103713,chebi:68933,MNXM153396,chebi:76588
MNXM103713,chebi:68933,MNXM153397,chebi:76589
MNXM104010,chebi:67218,MNXM100766,chebi:67224
MNXM104010,chebi:67218,MNXM100888,chebi:67226
MNXM104010,chebi:67218,MNXM104011,chebi:67221
MNXM104014,chebi:67235,MNXM101291,chebi:67234
MNXM104014,chebi:67235,MNXM47578,chebi:67233
MNXM104163,chebi:65048,MNXM104162,chebi:65063
MNXM104685,chebi:53289,MNXM1094857,chebi:53290
MNXM104685,chebi:53289,MNXM31630,chebi:53292
MNXM104860,chebi:77070,MNXM149613,chebi:77071
MNXM104860,chebi:77070,MNXM149752,chebi:77072
MNXM105743,chebi:185310,MNXM738384,chebi:53004
MNXM105841,chebi:165774,MNXM102287,chebi:179238
MNXM106402,chebi:70162,MNXM106401,chebi:67320
MNXM106402,chebi:70162,MNXM106403,chebi:67321
MNXM106410,chebi:66659,MNXM149636,chebi:73099
MNXM106410,chebi:66659,MNXM149776,chebi:73098
MNXM10652,chebi:52996,MNXM1105839,chebi:27554
MNXM10656,chebi:178383,MNXM1103987,chebi:47944
MNXM10656,chebi:178383,MNXM1105855,chebi:58225
MNXM10656,chebi:178383,MNXM1364108,chebi:60332
MNXM107207,chebi:88318,MNXM731715,chebi:88320
MNXM107207,chebi:88318,MNXM731716,chebi:88324
MNXM107488,chebi:174722,MNXM100788,chebi:70473
MNXM107488,chebi:174722,MNXM588606,chebi:69830
MNXM108218,chebi:91585,MNXM727922,chebi:135209
MNXM108773,chebi:67250,MNXM9356,chebi:67247
MNXM108773,chebi:67250,MNXM9367,chebi:65004
MNXM1091959,chebi:180192,MNXM149475,chebi:79019
MNXM1092472,chebi:15688,MNXM1137654,chebi:15687
MNXM1092472,chebi:15688,MNXM1584481,chebi:15686
MNXM1092989,chebi:37619,MNXM1364487,chebi:42905
MNXM1092989,chebi:37619,MNXM7129,chebi:37620
MNXM1094717,chebi:59440,MNXM41383,chebi:59442
MNXM1094717,chebi:59440,MNXM41384,chebi:59441
MNXM1094720,chebi:62647,MNXM1107331,chebi:146040
MNXM1094720,chebi:62647,MNXM1115744,chebi:150914
MNXM1094723,chebi:145938,MNXM102594,chebi:71622
MNXM1094723,chebi:145938,MNXM1113104,chebi:147202
MNXM1094786,chebi:142880,MNXM739656,chebi:71335
MNXM1094786,chebi:142880,MNXM746893,chebi:142866
MNXM1094868,chebi:145664,MNXM1114217,chebi:148749
MNXM1094868,chebi:145664,MNXM748021,chebi:145606
MNXM1094910,chebi:146288,MNXM3200,chebi:57447
MNXM1094910,chebi:146288,MNXM91461,chebi:75322
MNXM1094914,chebi:146293,MNXM1105885,chebi:60955
MNXM1094914,chebi:146293,MNXM1105886,chebi:63323
MNXM1099656,chebi:195232,MNXM100358,chebi:195860
MNXM1099656,chebi:195232,MNXM99722,chebi:195859
MNXM1100710,chebi:182636,MNXM1409071,chebi:227748
MNXM1100969,chebi:182411,MNXM1374807,chebi:183713
MNXM1101251,chebi:11596,MNXM1094088,chebi:15801
MNXM1101251,chebi:11596,MNXM733231,chebi:16782
MNXM1101909,chebi:231432,MNXM1101910,chebi:138587
MNXM1101909,chebi:231432,MNXM745541,chebi:138607
MNXM1102092,chebi:28774,MNXM1102093,chebi:57261
MNXM1102092,chebi:28774,MNXM1412154,chebi:232361
MNXM1102294,chebi:50606,MNXM2887,chebi:58830
MNXM1102887,chebi:230300,MNXM1102886,chebi:84687
MNXM1103020,chebi:186871,MNXM38365,chebi:172127
MNXM1103020,chebi:186871,MNXM733253,chebi:145966
MNXM1103355,chebi:16959,MNXM1100578,chebi:40763
MNXM1103355,chebi:16959,MNXM1100814,chebi:38950
MNXM1103513,chebi:73766,MNXM1100630,chebi:18054
MNXM1103882,chebi:63001,MNXM1103601,chebi:58677
MNXM1103882,chebi:63001,MNXM1103883,chebi:77251
MNXM1103964,chebi:181906,MNXM1103965,chebi:28053
MNXM1103964,chebi:181906,MNXM1106876,chebi:59578
MNXM1103964,chebi:181906,MNXM1107787,chebi:28189
MNXM1103964,chebi:181906,MNXM1107960,chebi:71422
MNXM1103964,chebi:181906,MNXM1107961,chebi:183828
MNXM1103964,chebi:181906,MNXM1108189,chebi:36229
MNXM1103964,chebi:181906,MNXM1114282,chebi:148838
MNXM1103964,chebi:181906,MNXM1118000,chebi:154073
MNXM1103964,chebi:181906,MNXM1118461,chebi:154693
MNXM1103964,chebi:181906,MNXM1119203,chebi:155734
MNXM1103964,chebi:181906,MNXM1364588,chebi:4808
MNXM1103964,chebi:181906,MNXM15898,chebi:71552
MNXM1103964,chebi:181906,MNXM41160,chebi:61625
MNXM1103964,chebi:181906,MNXM43945,chebi:62103
MNXM1103964,chebi:181906,MNXM737199,chebi:62357
MNXM1103965,chebi:28053,MNXM1364587,chebi:151217
MNXM1103965,chebi:28053,MNXM728398,chebi:61827
MNXM1104004,chebi:90696,MNXM1374131,chebi:182522
MNXM1104111,chebi:84847,MNXM163033,chebi:86983
MNXM1104111,chebi:84847,MNXM34616,chebi:86982
MNXM1104178,chebi:90823,MNXM1104179,chebi:57466
MNXM1104178,chebi:90823,MNXM162442,chebi:133985
MNXM1104314,chebi:55451,MNXM732889,chebi:83091
MNXM1104447,chebi:77061,MNXM735028,chebi:231718
MNXM1104589,chebi:181312,MNXM3573,chebi:17459
MNXM1104983,chebi:71595,MNXM1104984,chebi:87005
MNXM1104983,chebi:71595,MNXM1119135,chebi:155632
MNXM1104985,chebi:156407,MNXM1104986,chebi:71602
MNXM1104985,chebi:156407,MNXM1112731,chebi:146702
MNXM1104988,chebi:68608,MNXM1104987,chebi:146205
MNXM1104988,chebi:68608,MNXM1115813,chebi:151015
MNXM1104990,chebi:84906,MNXM1104989,chebi:65123
MNXM1104990,chebi:84906,MNXM1117016,chebi:152680
MNXM1104991,chebi:71053,MNXM1104992,chebi:71054
MNXM1104991,chebi:71053,MNXM1116049,chebi:151338
MNXM1104994,chebi:85406,MNXM1104993,chebi:71206
MNXM1104994,chebi:85406,MNXM1118714,chebi:155046
MNXM1105003,chebi:172751,MNXM1375740,chebi:187561
MNXM1105048,chebi:173037,MNXM102210,chebi:70531
MNXM1105048,chebi:173037,MNXM1105049,chebi:67594
MNXM1105055,chebi:23733,MNXM1105054,chebi:154
MNXM1105055,chebi:23733,MNXM1159,chebi:155
MNXM1105055,chebi:23733,MNXM1863,chebi:166
MNXM1105055,chebi:23733,MNXM1864,chebi:168
MNXM1105066,chebi:149677,MNXM1105065,chebi:145731
MNXM1105066,chebi:149677,MNXM1114828,chebi:149676
MNXM1105115,chebi:132546,MNXM1105116,chebi:77860
MNXM1105126,chebi:48552,MNXM1105125,chebi:4466
MNXM1105126,chebi:48552,MNXM60014,chebi:48555
MNXM1105128,chebi:28549,MNXM1105127,chebi:16083
MNXM1105128,chebi:28549,MNXM1105129,chebi:91180
MNXM1105130,chebi:28710,MNXM1091755,chebi:49257
MNXM1105130,chebi:28710,MNXM31735,chebi:27765
MNXM1105683,chebi:144817,MNXM1105685,chebi:39610
MNXM1105683,chebi:144817,MNXM1114303,chebi:148869
MNXM1105734,chebi:83872,MNXM1105733,chebi:75186
MNXM1105742,chebi:95211,MNXM1105741,chebi:94738
MNXM1105745,chebi:125376,MNXM1105746,chebi:88776
MNXM1105747,chebi:52326,MNXM1105748,chebi:87563
MNXM1105747,chebi:52326,MNXM734899,chebi:76377
MNXM1105750,chebi:134307,MNXM1105749,chebi:134282
MNXM1105765,chebi:58720,MNXM15881,chebi:42717
MNXM1105765,chebi:58720,MNXM728682,chebi:85313
MNXM1105766,chebi:79047,MNXM726850,chebi:16224
MNXM1105769,chebi:150213,MNXM1105770,chebi:15754
MNXM1105774,chebi:35423,MNXM1105773,chebi:28226
MNXM1105774,chebi:35423,MNXM1105775,chebi:57521
MNXM1105787,chebi:47803,MNXM1105788,chebi:47834
MNXM1105840,chebi:52997,MNXM10652,chebi:52996
MNXM1105843,chebi:68462,MNXM1105844,chebi:83029
MNXM1105843,chebi:68462,MNXM57097,chebi:141392
MNXM1105845,chebi:39308,MNXM1105846,chebi:62531
MNXM1105881,chebi:63153,MNXM1105880,chebi:41112
MNXM1105881,chebi:63153,MNXM731438,chebi:63154
MNXM1105892,chebi:190606,MNXM1105891,chebi:74549
MNXM1105919,chebi:11805,MNXM1105920,chebi:141211
MNXM1105919,chebi:11805,MNXM1105921,chebi:62638
MNXM1105933,chebi:28037,MNXM1105934,chebi:40356
MNXM1105933,chebi:28037,MNXM2543,chebi:28497
MNXM1105935,chebi:506227,MNXM2138,chebi:28009
MNXM1105935,chebi:506227,MNXM97255,chebi:44278
MNXM1105980,chebi:93775,MNXM1105979,chebi:50681
MNXM1105998,chebi:62168,MNXM587427,chebi:173250
MNXM1105998,chebi:62168,MNXM736738,chebi:62165
MNXM1106000,chebi:17306,MNXM1106001,chebi:18147
MNXM1106000,chebi:17306,MNXM1106002,chebi:18167
MNXM1106005,chebi:28681,MNXM1106006,chebi:50672
MNXM1106005,chebi:28681,MNXM4050,chebi:50670
MNXM1106015,chebi:27649,MNXM102523,chebi:71421
MNXM1106015,chebi:27649,MNXM4450,chebi:50389
MNXM1106046,chebi:35418,MNXM1106047,chebi:58705
MNXM1106046,chebi:35418,MNXM1106048,chebi:58770
MNXM1106058,chebi:15809,MNXM733595,chebi:17624
MNXM1106129,chebi:73017,MNXM1106130,chebi:84838
MNXM1106131,chebi:29025,MNXM1106132,chebi:62269
MNXM1106131,chebi:29025,MNXM738463,chebi:62084
MNXM1106145,chebi:64491,MNXM1364259,chebi:59560
MNXM1106178,chebi:16910,MNXM1106179,chebi:18450
MNXM1106178,chebi:16910,MNXM31853,chebi:36941
MNXM1106197,chebi:72821,MNXM1106198,chebi:230682
MNXM1106197,chebi:72821,MNXM1133002,chebi:192802
MNXM1106204,chebi:178129,MNXM1106203,chebi:146076
MNXM1106204,chebi:178129,MNXM1114278,chebi:148833
MNXM1106204,chebi:178129,MNXM1115199,chebi:150170
MNXM1106204,chebi:178129,MNXM1117672,chebi:153618
MNXM1106204,chebi:178129,MNXM1118812,chebi:155175
MNXM1106204,chebi:178129,MNXM1119110,chebi:155591
MNXM1106212,chebi:173276,MNXM1112698,chebi:146657
MNXM1106212,chebi:173276,MNXM1112778,chebi:146765
MNXM1106212,chebi:173276,MNXM1113606,chebi:147953
MNXM1106212,chebi:173276,MNXM1115112,chebi:150054
MNXM1106212,chebi:173276,MNXM1115496,chebi:150586
MNXM1106212,chebi:173276,MNXM1116169,chebi:151516
MNXM1106212,chebi:173276,MNXM1116249,chebi:151628
MNXM1106692,chebi:176344,MNXM1106691,chebi:165420
MNXM1106721,chebi:168021,MNXM1106720,chebi:16546
MNXM1106723,chebi:169578,MNXM1119707,chebi:156784
MNXM1106723,chebi:169578,MNXM11924,chebi:147661
MNXM1106723,chebi:169578,MNXM4870,chebi:16177
MNXM1106723,chebi:169578,MNXM735231,chebi:16405
MNXM1106765,chebi:65097,MNXM1364280,chebi:75927
MNXM1106765,chebi:65097,MNXM1364281,chebi:75928
MNXM1106773,chebi:171836,MNXM1130408,chebi:209150
MNXM1106787,chebi:76821,MNXM1119214,chebi:155748
MNXM1106787,chebi:76821,MNXM1364043,chebi:71553
MNXM1106823,chebi:88063,MNXM1106822,chebi:140438
MNXM1106841,chebi:82676,MNXM1106840,chebi:145612
MNXM1106841,chebi:82676,MNXM1118437,chebi:154661
MNXM1106847,chebi:60645,MNXM1106846,chebi:145660
MNXM1106847,chebi:60645,MNXM731081,chebi:60631
MNXM1106876,chebi:59578,MNXM1106875,chebi:139100
MNXM1106876,chebi:59578,MNXM1117423,chebi:153262
MNXM1106881,chebi:59584,MNXM1106882,chebi:61609
MNXM1106881,chebi:59584,MNXM1112950,chebi:146997
MNXM1106898,chebi:91144,MNXM1106897,chebi:75216
MNXM1106900,chebi:144034,MNXM1106899,chebi:133987
MNXM1106900,chebi:144034,MNXM732341,chebi:58757
MNXM1106949,chebi:81575,MNXM1106948,chebi:52229
MNXM1106949,chebi:81575,MNXM163625,chebi:52228
MNXM1106960,chebi:191711,MNXM1128508,chebi:166876
MNXM1106960,chebi:191711,MNXM413500,chebi:91033
MNXM1106963,chebi:232388,MNXM1106962,chebi:55536
MNXM1106963,chebi:232388,MNXM734626,chebi:89228
MNXM1106995,chebi:27707,MNXM1106994,chebi:145593
MNXM1106995,chebi:27707,MNXM43910,chebi:61246
MNXM1107009,chebi:167547,MNXM1107010,chebi:177098
MNXM1107049,chebi:83963,MNXM478305,chebi:57571
MNXM1107115,chebi:50238,MNXM1107114,chebi:228
MNXM1107115,chebi:50238,MNXM2045,chebi:233
MNXM1107117,chebi:93909,MNXM1107116,chebi:46430
MNXM1107117,chebi:93909,MNXM1129746,chebi:177081
MNXM1107117,chebi:93909,MNXM1129748,chebi:177084
MNXM1107117,chebi:93909,MNXM1129749,chebi:177085
MNXM1107117,chebi:93909,MNXM1129750,chebi:177086
MNXM1107117,chebi:93909,MNXM1129753,chebi:177089
MNXM1107117,chebi:93909,MNXM1129754,chebi:177090
MNXM1107117,chebi:93909,MNXM2741,chebi:18145
MNXM1107147,chebi:197210,MNXM1107146,chebi:82961
MNXM1107158,chebi:64224,MNXM1107159,chebi:64225
MNXM1107158,chebi:64224,MNXM2891,chebi:64226
MNXM1107188,chebi:28767,MNXM1107189,chebi:190126
MNXM1107204,chebi:145962,MNXM1129622,chebi:176731
MNXM1107208,chebi:16577,MNXM1583447,chebi:58750
MNXM1107213,chebi:37712,MNXM1094062,chebi:57524
MNXM1107213,chebi:37712,MNXM4752,chebi:58680
MNXM1107224,chebi:153787,MNXM1107225,chebi:71945
MNXM1107224,chebi:153787,MNXM1117474,chebi:153345
MNXM1107238,chebi:60243,MNXM1107239,chebi:61010
MNXM1107238,chebi:60243,MNXM1113232,chebi:147462
MNXM1107240,chebi:146055,MNXM1107241,chebi:59430
MNXM1107240,chebi:146055,MNXM1116294,chebi:151680
MNXM1107242,chebi:60246,MNXM1107243,chebi:62335
MNXM1107242,chebi:60246,MNXM1112690,chebi:146643
MNXM1107250,chebi:193928,MNXM1107249,chebi:61805
MNXM1107250,chebi:193928,MNXM1117394,chebi:153224
MNXM1107250,chebi:193928,MNXM1117921,chebi:153966
MNXM1107252,chebi:63228,MNXM1107251,chebi:62336
MNXM1107252,chebi:63228,MNXM1114591,chebi:149247
MNXM1107253,chebi:59249,MNXM1107254,chebi:64296
MNXM1107253,chebi:59249,MNXM1119873,chebi:156981
MNXM1107255,chebi:64048,MNXM1107256,chebi:71482
MNXM1107255,chebi:64048,MNXM1116054,chebi:151343
MNXM1107259,chebi:61075,MNXM1107260,chebi:71503
MNXM1107259,chebi:61075,MNXM1115373,chebi:150415
MNXM1107261,chebi:53453,MNXM1107262,chebi:61794
MNXM1107261,chebi:53453,MNXM1117494,chebi:153371
MNXM1107290,chebi:62181,MNXM1107291,chebi:62276
MNXM1107290,chebi:62181,MNXM1118937,chebi:155347
MNXM1107293,chebi:62857,MNXM1107292,chebi:61529
MNXM1107293,chebi:62857,MNXM1115203,chebi:150174
MNXM1107294,chebi:25164,MNXM1107295,chebi:36224
MNXM1107294,chebi:25164,MNXM737198,chebi:28085
MNXM1107296,chebi:61596,MNXM1107297,chebi:63155
MNXM1107296,chebi:61596,MNXM1117393,chebi:153223
MNXM1107298,chebi:156406,MNXM1107299,chebi:65257
MNXM1107298,chebi:156406,MNXM1119601,chebi:156649
MNXM1107310,chebi:207229,MNXM1107309,chebi:135921
MNXM1107310,chebi:207229,MNXM1129044,chebi:168754
MNXM1107319,chebi:61581,MNXM1107320,chebi:62158
MNXM1107319,chebi:61581,MNXM1114379,chebi:148969
MNXM1107321,chebi:132814,MNXM1107322,chebi:59216
MNXM1107321,chebi:132814,MNXM1113224,chebi:147453
MNXM1107323,chebi:60214,MNXM1107324,chebi:62184
MNXM1107323,chebi:60214,MNXM1115406,chebi:150459
MNXM1107325,chebi:60298,MNXM1107326,chebi:64141
MNXM1107325,chebi:60298,MNXM1117375,chebi:153194
MNXM1107327,chebi:141842,MNXM1107328,chebi:62311
MNXM1107335,chebi:61580,MNXM1107336,chebi:71411
MNXM1107335,chebi:61580,MNXM1114145,chebi:148646
MNXM1107338,chebi:61762,MNXM1107337,chebi:145633
MNXM1107365,chebi:141539,MNXM1107366,chebi:81239
MNXM1107398,chebi:175867,MNXM1107397,chebi:155746
MNXM1107398,chebi:175867,MNXM1112902,chebi:146926
MNXM1107398,chebi:175867,MNXM1113613,chebi:147961
MNXM1107398,chebi:175867,MNXM1114237,chebi:148779
MNXM1107398,chebi:175867,MNXM1115571,chebi:150684
MNXM1107398,chebi:175867,MNXM1116096,chebi:151414
MNXM1107398,chebi:175867,MNXM1116534,chebi:152020
MNXM1107398,chebi:175867,MNXM1119172,chebi:155690
MNXM1107479,chebi:83394,MNXM1107480,chebi:83395
MNXM1107479,chebi:83394,MNXM1107481,chebi:83396
MNXM1107530,chebi:87826,MNXM1107529,chebi:47832
MNXM1107530,chebi:87826,MNXM1108102,chebi:28227
MNXM1107533,chebi:64229,MNXM1107534,chebi:64230
MNXM1107533,chebi:64229,MNXM5372,chebi:64231
MNXM1107533,chebi:64229,MNXM5373,chebi:64232
MNXM1107564,chebi:53078,MNXM1107565,chebi:53080
MNXM1107576,chebi:62275,MNXM1107577,chebi:72468
MNXM1107576,chebi:62275,MNXM1120070,chebi:157198
MNXM1107578,chebi:154383,MNXM1107579,chebi:71643
MNXM1107578,chebi:154383,MNXM1116154,chebi:151494
MNXM1107583,chebi:7625,MNXM1107582,chebi:73468
MNXM1107583,chebi:7625,MNXM1129435,chebi:174894
MNXM1107627,chebi:131801,MNXM172698,chebi:131800
MNXM1107627,chebi:131801,MNXM174225,chebi:131796
MNXM1107637,chebi:62785,MNXM1107638,chebi:62795
MNXM1107637,chebi:62785,MNXM1118932,chebi:155341
MNXM1107640,chebi:143036,MNXM1107639,chebi:139434
MNXM1107640,chebi:143036,MNXM1129901,chebi:178007
MNXM1107640,chebi:143036,MNXM1373909,chebi:182187
MNXM1107643,chebi:28714,MNXM1107644,chebi:94288
MNXM1107643,chebi:28714,MNXM1129567,chebi:176509
MNXM1107664,chebi:69081,MNXM101880,chebi:64757
MNXM1107664,chebi:69081,MNXM1107665,chebi:75542
MNXM1107669,chebi:61313,MNXM1107670,chebi:8386
MNXM1107670,chebi:8386,MNXM14949,chebi:20656
MNXM1107670,chebi:8386,MNXM726053,chebi:20674
MNXM1107673,chebi:61357,MNXM1107674,chebi:65276
MNXM1107673,chebi:61357,MNXM1116566,chebi:152066
MNXM1107675,chebi:19030,MNXM1107676,chebi:42677
MNXM1107677,chebi:151801,MNXM1107678,chebi:65128
MNXM1107677,chebi:151801,MNXM1413245,chebi:234260
MNXM1107685,chebi:134178,MNXM162648,chebi:134185
MNXM1107692,chebi:60239,MNXM1113440,chebi:147728
MNXM1107692,chebi:60239,MNXM1364388,chebi:61844
MNXM1107702,chebi:15941,MNXM1107703,chebi:58764
MNXM1107702,chebi:15941,MNXM30847,chebi:48969
MNXM1107712,chebi:46968,MNXM1128986,chebi:167873
MNXM1107712,chebi:46968,MNXM727136,chebi:179060
MNXM1107712,chebi:46968,MNXM733692,chebi:57817
MNXM1107714,chebi:179920,MNXM727197,chebi:15863
MNXM1107763,chebi:61385,MNXM1364403,chebi:71573
MNXM1107820,chebi:22653,MNXM1107821,chebi:58048
MNXM1107820,chebi:22653,MNXM7235,chebi:74337
MNXM1107822,chebi:143738,MNXM1107823,chebi:36714
MNXM1107834,chebi:233170,MNXM1107833,chebi:42989
MNXM1107834,chebi:233170,MNXM39189,chebi:17500
MNXM1107872,chebi:599928,MNXM1107873,chebi:94604
MNXM1107883,chebi:27727,MNXM1107823,chebi:36714
MNXM1107883,chebi:27727,MNXM1107882,chebi:18329
MNXM1107883,chebi:27727,MNXM1108161,chebi:36715
MNXM1107883,chebi:27727,MNXM36931,chebi:40836
MNXM1107883,chebi:27727,MNXM734962,chebi:229004
MNXM1107905,chebi:59916,MNXM1107904,chebi:57327
MNXM1107905,chebi:59916,MNXM738783,chebi:57326
MNXM1107921,chebi:18113,MNXM1107922,chebi:61243
MNXM1107921,chebi:18113,MNXM41088,chebi:64528
MNXM1107945,chebi:58695,MNXM1107944,chebi:45804
MNXM1107945,chebi:58695,MNXM41275,chebi:47946
MNXM1107946,chebi:16693,MNXM1107947,chebi:59967
MNXM1107969,chebi:155877,MNXM1107970,chebi:63421
MNXM1107969,chebi:155877,MNXM1118142,chebi:154259
MNXM1107976,chebi:14885,MNXM1107977,chebi:50279
MNXM1107976,chebi:14885,MNXM1363927,chebi:58011
MNXM1107979,chebi:91833,MNXM1107978,chebi:7459
MNXM1108051,chebi:47013,MNXM1108050,chebi:45506
MNXM1108051,chebi:47013,MNXM3548,chebi:47002
MNXM1108096,chebi:60949,MNXM1108097,chebi:61832
MNXM1108096,chebi:60949,MNXM1113793,chebi:148176
MNXM1108103,chebi:47833,MNXM1107530,chebi:87826
MNXM1108141,chebi:133083,MNXM1106963,chebi:232388
MNXM1108141,chebi:133083,MNXM1108142,chebi:187422
MNXM1108176,chebi:4139,MNXM112,chebi:27667
MNXM1108176,chebi:4139,MNXM1364486,chebi:28061
MNXM1108189,chebi:36229,MNXM1108190,chebi:36231
MNXM1108189,chebi:36229,MNXM43754,chebi:36230
MNXM1108192,chebi:60946,MNXM1108191,chebi:59443
MNXM1108192,chebi:60946,MNXM1116641,chebi:152160
MNXM1108196,chebi:4191,MNXM1108195,chebi:37692
MNXM1108196,chebi:4191,MNXM44034,chebi:37693
MNXM1108198,chebi:232408,MNXM1108197,chebi:6912
MNXM1108199,chebi:62780,MNXM1108200,chebi:62798
MNXM1108199,chebi:62780,MNXM1115437,chebi:150501
MNXM1108217,chebi:156537,MNXM1108218,chebi:59208
MNXM1108230,chebi:50215,MNXM4905,chebi:50232
MNXM1108230,chebi:50215,MNXM4907,chebi:50233
MNXM1108241,chebi:61721,MNXM736585,chebi:27888
MNXM1108251,chebi:34911,MNXM1108252,chebi:233594
MNXM1108251,chebi:34911,MNXM4896,chebi:62523
MNXM1108287,chebi:60427,MNXM737147,chebi:74546
MNXM1108351,chebi:29640,MNXM1108352,chebi:63789
MNXM1108366,chebi:55514,MNXM734058,chebi:146032
MNXM1108383,chebi:84023,MNXM1108384,chebi:86022
MNXM1108383,chebi:84023,MNXM1376665,chebi:189454
MNXM1108403,chebi:9275,MNXM1108404,chebi:181950
MNXM1108443,chebi:201452,MNXM1108442,chebi:27722
MNXM1108443,chebi:201452,MNXM739698,chebi:28277
MNXM1108457,chebi:53025,MNXM1108458,chebi:60389
MNXM1108457,chebi:53025,MNXM739961,chebi:75522
MNXM1108471,chebi:57736,MNXM1108472,chebi:83903
MNXM1108486,chebi:1230,MNXM1108487,chebi:167474
MNXM1108521,chebi:15915,MNXM1108522,chebi:61506
MNXM1108537,chebi:62972,MNXM1413141,chebi:234013
MNXM1108589,chebi:141353,MNXM1108590,chebi:141355
MNXM1108595,chebi:145890,MNXM1108594,chebi:145597
MNXM1108595,chebi:145890,MNXM1113839,chebi:148236
MNXM1108597,chebi:145887,MNXM1108596,chebi:145621
MNXM1108597,chebi:145887,MNXM1115980,chebi:151238
MNXM1108599,chebi:145883,MNXM1108598,chebi:145631
MNXM1108599,chebi:145883,MNXM1112729,chebi:146700
MNXM1108600,chebi:145884,MNXM1114006,chebi:148448
MNXM1108600,chebi:145884,MNXM1114322,chebi:148895
MNXM1108601,chebi:146052,MNXM1108600,chebi:145884
MNXM1108601,chebi:146052,MNXM1112769,chebi:146753
MNXM1108603,chebi:146015,MNXM1108602,chebi:146007
MNXM1112414,chebi:91775,MNXM1119547,chebi:156577
MNXM1112517,chebi:146249,MNXM1112512,chebi:146241
MNXM1112517,chebi:146249,MNXM1112513,chebi:146242
MNXM1112546,chebi:146452,MNXM1114046,chebi:148497
MNXM1112546,chebi:146452,MNXM1116347,chebi:151758
MNXM1112552,chebi:146463,MNXM1104985,chebi:156407
MNXM1112553,chebi:146464,MNXM103149,chebi:71348
MNXM1112553,chebi:146464,MNXM1117449,chebi:153306
MNXM1112582,chebi:146500,MNXM1107921,chebi:18113
MNXM1112582,chebi:146500,MNXM41089,chebi:60931
MNXM1112582,chebi:146500,MNXM5638,chebi:546807
MNXM11126,chebi:47856,MNXM5387,chebi:299
MNXM11126,chebi:47856,MNXM6560,chebi:368
MNXM1112600,chebi:146528,MNXM1107578,chebi:154383
MNXM1112624,chebi:146559,MNXM1113382,chebi:147648
MNXM1112624,chebi:146559,MNXM1113902,chebi:148318
MNXM1112671,chebi:146614,MNXM1108192,chebi:60946
MNXM1112671,chebi:146614,MNXM1364579,chebi:151049
MNXM1112676,chebi:146624,MNXM1112552,chebi:146463
MNXM1112676,chebi:146624,MNXM1116520,chebi:152002
MNXM1112720,chebi:146688,MNXM1120238,chebi:157405
MNXM1112720,chebi:146688,MNXM1120323,chebi:157508
MNXM1112734,chebi:146705,MNXM1113470,chebi:147768
MNXM1112734,chebi:146705,MNXM1117974,chebi:154036
MNXM1112736,chebi:146707,MNXM1116881,chebi:152496
MNXM1112736,chebi:146707,MNXM1119558,chebi:156594
MNXM1112745,chebi:146718,MNXM1119998,chebi:157118
MNXM1112745,chebi:146718,MNXM152120,chebi:87450
MNXM1112773,chebi:146758,MNXM1117134,chebi:152854
MNXM1112773,chebi:146758,MNXM44074,chebi:46432
MNXM1112811,chebi:146805,MNXM1113064,chebi:147154
MNXM1112811,chebi:146805,MNXM1115599,chebi:150722
MNXM1112814,chebi:146808,MNXM1115548,chebi:150651
MNXM1112814,chebi:146808,MNXM1119612,chebi:156661
