mnxparent_label,parent_label,mnxchild_label,child_label
MNXM1118801,chebi:155161,MNXM1129923,chebi:49542
MNXM1118815,chebi:155178,MNXM1120021,chebi:157144
MNXM1118815,chebi:155178,MNXM44059,chebi:59494
MNXM1118853,chebi:155229,MNXM1118959,chebi:155375
MNXM1118853,chebi:155229,MNXM1119163,chebi:155675
MNXM1118856,chebi:155233,MNXM1116477,chebi:151942
MNXM1118856,chebi:155233,MNXM1120142,chebi:157284
MNXM1118880,chebi:155265,MNXM1116693,chebi:152239
MNXM1118880,chebi:155265,MNXM43742,chebi:61771
MNXM1118888,chebi:155278,MNXM1116862,chebi:152470
MNXM1118894,chebi:155285,MNXM1113138,chebi:147249
MNXM1118894,chebi:155285,MNXM1113991,chebi:148430
MNXM1118897,chebi:155288,MNXM1119923,chebi:157032
MNXM1118897,chebi:155288,MNXM1120244,chebi:157413
MNXM1118909,chebi:155308,MNXM1115799,chebi:150999
MNXM1118909,chebi:155308,MNXM1117643,chebi:153580
MNXM1118912,chebi:155314,MNXM1115792,chebi:150989
MNXM1118912,chebi:155314,MNXM1115952,chebi:151203
MNXM1118915,chebi:155318,MNXM1112909,chebi:146939
MNXM1118915,chebi:155318,MNXM1118045,chebi:154133
MNXM1118920,chebi:155324,MNXM1120223,chebi:157385
MNXM1118949,chebi:155363,MNXM1113109,chebi:147207
MNXM1118980,chebi:155404,MNXM1117098,chebi:152798
MNXM1118980,chebi:155404,MNXM1117961,chebi:154013
MNXM1118999,chebi:155435,MNXM1115275,chebi:150275
MNXM1119006,chebi:155443,MNXM102590,chebi:71603
MNXM1119006,chebi:155443,MNXM1114588,chebi:149243
MNXM1119034,chebi:155483,MNXM1113005,chebi:147081
MNXM1119034,chebi:155483,MNXM1118242,chebi:154396
MNXM1119054,chebi:155509,MNXM1112750,chebi:146724
MNXM1119054,chebi:155509,MNXM1117665,chebi:153608
MNXM1119057,chebi:155513,MNXM1117015,chebi:152679
MNXM1119057,chebi:155513,MNXM1120260,chebi:157432
MNXM1119064,chebi:155526,MNXM1113460,chebi:147758
MNXM1119064,chebi:155526,MNXM748019,chebi:145603
MNXM1119075,chebi:155542,MNXM1113533,chebi:147852
MNXM1119087,chebi:155558,MNXM1119222,chebi:155758
MNXM1119104,chebi:155583,MNXM1114585,chebi:149238
MNXM1119115,chebi:155601,MNXM1115720,chebi:150879
MNXM1119115,chebi:155601,MNXM1118137,chebi:154249
MNXM1119116,chebi:155603,MNXM1114705,chebi:149404
MNXM1119116,chebi:155603,MNXM1118472,chebi:154706
MNXM1119150,chebi:155653,MNXM1118628,chebi:154923
MNXM1119150,chebi:155653,MNXM1120280,chebi:157455
MNXM1119203,chebi:155734,MNXM1117363,chebi:153179
MNXM1119203,chebi:155734,MNXM1119183,chebi:155706
MNXM1119226,chebi:155765,MNXM1115658,chebi:150800
MNXM1119226,chebi:155765,MNXM1117116,chebi:152826
MNXM1119262,chebi:155830,MNXM40106,chebi:59414
MNXM1119285,chebi:155901,MNXM1117621,chebi:153547
MNXM1119285,chebi:155901,MNXM748020,chebi:145605
MNXM1119329,chebi:156192,MNXM735910,chebi:58804
MNXM1119375,chebi:156288,MNXM739800,chebi:6117
MNXM1119449,chebi:156383,MNXM1104711,chebi:62558
MNXM1119449,chebi:156383,MNXM4926,chebi:74276
MNXM1119531,chebi:156538,MNXM41353,chebi:62686
MNXM1119556,chebi:156591,MNXM1116293,chebi:151679
MNXM1119556,chebi:156591,MNXM1116829,chebi:152425
MNXM1119556,chebi:156591,MNXM1119129,chebi:155621
MNXM1119568,chebi:156606,MNXM1113604,chebi:147951
MNXM1119568,chebi:156606,MNXM1116523,chebi:152005
MNXM1119568,chebi:156606,MNXM1117851,chebi:153875
MNXM1119568,chebi:156606,MNXM1118271,chebi:154433
MNXM1119571,chebi:156611,MNXM1117708,chebi:153676
MNXM1119571,chebi:156611,MNXM1119514,chebi:156499
MNXM1119582,chebi:156629,MNXM1117053,chebi:152729
MNXM1119582,chebi:156629,MNXM119017,chebi:71999
MNXM1119616,chebi:156666,MNXM1119622,chebi:156674
MNXM1119634,chebi:156691,MNXM1107319,chebi:61581
MNXM1119673,chebi:156740,MNXM1119595,chebi:156643
MNXM1119673,chebi:156740,MNXM1119861,chebi:156965
MNXM1119679,chebi:156748,MNXM1117532,chebi:153424
MNXM1119679,chebi:156748,MNXM1120101,chebi:157238
MNXM1119687,chebi:156758,MNXM1117096,chebi:152791
MNXM1119687,chebi:156758,MNXM491881,chebi:63233
MNXM1119687,chebi:156758,MNXM491883,chebi:67002
MNXM1119722,chebi:156805,MNXM1116521,chebi:152003
MNXM1119722,chebi:156805,MNXM1119841,chebi:156943
MNXM1119796,chebi:156892,MNXM103097,chebi:70965
MNXM1119796,chebi:156892,MNXM1118102,chebi:154208
MNXM1119901,chebi:157010,MNXM1119667,chebi:156734
MNXM1119901,chebi:157010,MNXM41092,chebi:62160
MNXM1119932,chebi:157044,MNXM1107579,chebi:71643
MNXM1119932,chebi:157044,MNXM1113498,chebi:147809
MNXM1119935,chebi:157047,MNXM1369099,chebi:192265
MNXM1119938,chebi:157050,MNXM1120083,chebi:157214
MNXM1119938,chebi:157050,MNXM1120188,chebi:157346
MNXM1119973,chebi:157089,MNXM107008,chebi:71557
MNXM1119973,chebi:157089,MNXM63432,chebi:61818
MNXM1120072,chebi:157200,MNXM1120186,chebi:157344
MNXM1120072,chebi:157200,MNXM1120368,chebi:157560
MNXM1120140,chebi:157282,MNXM1118834,chebi:155202
MNXM1120140,chebi:157282,MNXM1120280,chebi:157455
MNXM1120152,chebi:157297,MNXM1107299,chebi:65257
MNXM1120152,chebi:157297,MNXM1117063,chebi:152745
MNXM1120172,chebi:157327,MNXM1100838,chebi:62353
MNXM1120172,chebi:157327,MNXM43984,chebi:62355
MNXM1120204,chebi:157364,MNXM1119676,chebi:156745
MNXM1120204,chebi:157364,MNXM1119983,chebi:157101
MNXM1120223,chebi:157385,MNXM1114228,chebi:148763
MNXM1120223,chebi:157385,MNXM1118511,chebi:154765
MNXM1120226,chebi:157390,MNXM103142,chebi:71327
MNXM1120226,chebi:157390,MNXM1116852,chebi:152458
MNXM1120313,chebi:157495,MNXM1117251,chebi:153015
MNXM1120313,chebi:157495,MNXM41386,chebi:62152
MNXM1120347,chebi:157535,MNXM1119858,chebi:156962
MNXM1120347,chebi:157535,MNXM1120085,chebi:157216
MNXM1120420,chebi:157631,MNXM1120418,chebi:157629
MNXM1120420,chebi:157631,MNXM1120419,chebi:157630
MNXM1120437,chebi:157680,MNXM1120435,chebi:157678
MNXM1120437,chebi:157680,MNXM1120436,chebi:157679
MNXM1120459,chebi:157730,MNXM5048,chebi:10278
MNXM1120459,chebi:157730,MNXM745397,chebi:138040
MNXM1127747,chebi:165176,MNXM736899,chebi:28582
MNXM1127833,chebi:165842,MNXM1100890,chebi:67138
MNXM1128427,chebi:166490,MNXM1517,chebi:58444
MNXM1128445,chebi:166553,MNXM1101866,chebi:85336
MNXM1128445,chebi:166553,MNXM145707,chebi:85317
MNXM1128508,chebi:166876,MNXM1105769,chebi:150213
MNXM1128508,chebi:166876,MNXM1114119,chebi:148606
MNXM1128527,chebi:166926,MNXM146179,chebi:85230
MNXM1128528,chebi:166927,MNXM146180,chebi:85229
MNXM1128559,chebi:167044,MNXM1402223,chebi:220681
MNXM1128559,chebi:167044,MNXM1402355,chebi:220817
MNXM1128640,chebi:167328,MNXM1413361,chebi:234482
MNXM1128804,chebi:167648,MNXM1128745,chebi:167490
MNXM1128804,chebi:167648,MNXM1128746,chebi:167491
MNXM1128843,chebi:167695,MNXM1412882,chebi:233620
MNXM1128843,chebi:167695,MNXM1412883,chebi:233621
MNXM1128960,chebi:167841,MNXM33165,chebi:34138
MNXM1128960,chebi:167841,MNXM33194,chebi:34140
MNXM1129009,chebi:167913,MNXM1106758,chebi:15711
MNXM1129043,chebi:168748,MNXM1103953,chebi:57812
MNXM1129162,chebi:170050,MNXM59522,chebi:111
MNXM1129177,chebi:170067,MNXM1102171,chebi:133520
MNXM1129185,chebi:171656,MNXM14588,chebi:229593
MNXM1129213,chebi:171990,MNXM1371511,chebi:171992
MNXM1129275,chebi:172445,MNXM167762,chebi:228248
MNXM1129279,chebi:172488,MNXM1120492,chebi:157842
MNXM1129279,chebi:172488,MNXM729743,chebi:183242
MNXM1129282,chebi:172511,MNXM724756,chebi:5390
MNXM1129335,chebi:173036,MNXM734380,chebi:132823
MNXM1129412,chebi:174173,MNXM740244,chebi:74767
MNXM1129443,chebi:212393,MNXM2494,chebi:16608
MNXM1129475,chebi:175659,MNXM1368706,chebi:5769
MNXM1129478,chebi:175822,MNXM481111,chebi:76078
MNXM1129502,chebi:176234,MNXM484455,chebi:68383
MNXM1129560,chebi:176482,MNXM1486,chebi:58100
MNXM1129615,chebi:176696,MNXM1188,chebi:15415
MNXM1129615,chebi:176696,MNXM1383260,chebi:200950
MNXM1129615,chebi:176696,MNXM1404034,chebi:222555
MNXM1129656,chebi:176829,MNXM70748,chebi:143866
MNXM1129658,chebi:176831,MNXM1410629,chebi:229710
MNXM1129660,chebi:176833,MNXM1410630,chebi:229711
MNXM1129663,chebi:176836,MNXM1410632,chebi:229713
MNXM1129690,chebi:176950,MNXM9761,chebi:68645
MNXM1129724,chebi:177051,MNXM40333,chebi:456216
MNXM1129742,chebi:177077,MNXM146879,chebi:77387
MNXM1129742,chebi:177077,MNXM746218,chebi:140526
MNXM1129751,chebi:177087,MNXM746219,chebi:140527
MNXM1129759,chebi:177298,MNXM1129760,chebi:177299
MNXM1129759,chebi:177298,MNXM64664,chebi:176844
MNXM1129791,chebi:177443,MNXM5452,chebi:73964
MNXM1129832,chebi:177692,MNXM1104039,chebi:61952
MNXM1129832,chebi:177692,MNXM1116100,chebi:151420
MNXM1129832,chebi:177692,MNXM43735,chebi:63143
MNXM1129832,chebi:177692,MNXM736140,chebi:49536
MNXM1129837,chebi:177749,MNXM107371,chebi:71631
MNXM1129851,chebi:177838,MNXM42817,chebi:2877
MNXM1129867,chebi:177895,MNXM3992,chebi:52463
MNXM1129891,chebi:177944,MNXM1108310,chebi:28327
MNXM1129901,chebi:178007,MNXM727309,chebi:57754
MNXM1129910,chebi:178026,MNXM125889,chebi:192898
MNXM1129925,chebi:68622,MNXM1116304,chebi:151695
MNXM1129925,chebi:68622,MNXM748151,chebi:145908
MNXM1133085,chebi:194846,MNXM1114806,chebi:149638
MNXM1133085,chebi:194846,MNXM38198,chebi:74049
MNXM1135181,chebi:156068,MNXM1129922,chebi:45660
MNXM1135181,chebi:156068,MNXM735767,chebi:59226
MNXM1137666,chebi:25013,MNXM1137667,chebi:25205
MNXM1137666,chebi:25013,MNXM732707,chebi:178193
MNXM1137681,chebi:83097,MNXM1137682,chebi:83105
MNXM1137704,chebi:134312,MNXM1137705,chebi:134313
MNXM1137708,chebi:23046,MNXM6487,chebi:227
MNXM1137726,chebi:94331,MNXM1137727,chebi:9927
MNXM1138746,chebi:181668,MNXM738303,chebi:5779
MNXM114030,chebi:66503,MNXM1386518,chebi:204475
MNXM114030,chebi:66503,MNXM1400181,chebi:218529
MNXM1141110,chebi:231686,MNXM1583532,chebi:145795
MNXM114239,chebi:28516,MNXM13497,chebi:28809
MNXM114239,chebi:28516,MNXM1690,chebi:44343
MNXM114239,chebi:28516,MNXM30471,chebi:38140
MNXM114239,chebi:28516,MNXM30507,chebi:38139
MNXM114443,chebi:142228,MNXM746649,chebi:141995
MNXM114443,chebi:142228,MNXM746691,chebi:142227
MNXM114770,chebi:175764,MNXM30099,chebi:133905
MNXM114770,chebi:175764,MNXM53101,chebi:80822
MNXM114817,chebi:145743,MNXM1128466,chebi:166671
MNXM114817,chebi:145743,MNXM1369400,chebi:166670
MNXM114843,chebi:141335,MNXM1373703,chebi:181849
MNXM114843,chebi:141335,MNXM1386468,chebi:204421
MNXM114953,chebi:176159,MNXM1380227,chebi:197803
MNXM114953,chebi:176159,MNXM1385478,chebi:203393
MNXM114989,chebi:138667,MNXM1377960,chebi:192789
MNXM114990,chebi:195739,MNXM100553,chebi:187061
MNXM114990,chebi:195739,MNXM99654,chebi:195741
MNXM115024,chebi:141536,MNXM104017,chebi:70614
MNXM115024,chebi:141536,MNXM105111,chebi:70612
MNXM115024,chebi:141536,MNXM106194,chebi:70613
MNXM115030,chebi:230570,MNXM1376320,chebi:188985
MNXM115030,chebi:230570,MNXM1376326,chebi:188992
MNXM115104,chebi:190003,MNXM1382820,chebi:200490
MNXM115104,chebi:190003,MNXM1409192,chebi:227870
MNXM115205,chebi:191569,MNXM100782,chebi:66606
MNXM115205,chebi:191569,MNXM101009,chebi:67414
MNXM115205,chebi:191569,MNXM101010,chebi:67412
MNXM115205,chebi:191569,MNXM101030,chebi:67413
MNXM115205,chebi:191569,MNXM101032,chebi:67415
MNXM115351,chebi:195391,MNXM1379661,chebi:195659
MNXM115579,chebi:88815,MNXM99236,chebi:179176
MNXM115579,chebi:88815,MNXM99410,chebi:87378
MNXM115595,chebi:140516,MNXM1100423,chebi:140509
MNXM115595,chebi:140516,MNXM1100521,chebi:139335
MNXM115606,chebi:149764,MNXM1114866,chebi:149762
MNXM115606,chebi:149764,MNXM1114867,chebi:149763
MNXM115613,chebi:191217,MNXM1377521,chebi:191215
MNXM115613,chebi:191217,MNXM1377522,chebi:191216
MNXM115908,chebi:166492,MNXM1374502,chebi:183221
MNXM115913,chebi:165503,MNXM167554,chebi:42600
MNXM115913,chebi:165503,MNXM59523,chebi:45530
MNXM115913,chebi:165503,MNXM747744,chebi:144571
MNXM115913,chebi:165503,MNXM819021,chebi:166507
MNXM116005,chebi:206861,MNXM32176,chebi:63752
MNXM116005,chebi:206861,MNXM32177,chebi:63774
MNXM116005,chebi:206861,MNXM34466,chebi:63762
MNXM116074,chebi:191735,MNXM745395,chebi:138037
MNXM116685,chebi:166493,MNXM1377989,chebi:192851
MNXM116857,chebi:173537,MNXM30960,chebi:55434
MNXM116898,chebi:195482,MNXM1411928,chebi:231981
MNXM116924,chebi:78304,MNXM99259,chebi:178390
MNXM116924,chebi:78304,MNXM99551,chebi:178391
MNXM116956,chebi:48289,MNXM114428,chebi:17943
MNXM116956,chebi:48289,MNXM3764,chebi:58737
MNXM117381,chebi:175871,MNXM1113106,chebi:147204
MNXM117381,chebi:175871,MNXM1114262,chebi:148815
MNXM117381,chebi:175871,MNXM1116093,chebi:151406
MNXM117381,chebi:175871,MNXM1117368,chebi:153184
MNXM117381,chebi:175871,MNXM1118147,chebi:154267
MNXM117381,chebi:175871,MNXM1118621,chebi:154912
MNXM117381,chebi:175871,MNXM748005,chebi:145586
MNXM117381,chebi:175871,MNXM819085,chebi:151352
MNXM117427,chebi:191849,MNXM104871,chebi:70255
MNXM117427,chebi:191849,MNXM169439,chebi:76132
MNXM117427,chebi:191849,MNXM52207,chebi:76131
MNXM117427,chebi:191849,MNXM52210,chebi:76126
MNXM117619,chebi:171963,MNXM114833,chebi:171987
MNXM117619,chebi:171963,MNXM114839,chebi:171970
MNXM117794,chebi:174843,MNXM100717,chebi:70693
MNXM117794,chebi:174843,MNXM100821,chebi:70692
MNXM118319,chebi:178140,MNXM746355,chebi:141137
MNXM118377,chebi:139467,MNXM739142,chebi:7513
MNXM118377,chebi:139467,MNXM81604,chebi:9047
MNXM118377,chebi:139467,MNXM88844,chebi:142905
MNXM118471,chebi:175156,MNXM151491,chebi:76092
MNXM118471,chebi:175156,MNXM151492,chebi:76089
MNXM1187106,chebi:182714,MNXM101376,chebi:68051
MNXM118992,chebi:173279,MNXM1113028,chebi:147110
MNXM118992,chebi:173279,MNXM1116910,chebi:152535
MNXM118992,chebi:173279,MNXM1117171,chebi:152908
MNXM118992,chebi:173279,MNXM1117345,chebi:153155
MNXM118992,chebi:173279,MNXM1118084,chebi:154185
MNXM118992,chebi:173279,MNXM1118918,chebi:155322
MNXM118994,chebi:50163,MNXM4027,chebi:28296
MNXM118994,chebi:50163,MNXM8487,chebi:28459
MNXM119015,chebi:71994,MNXM1112919,chebi:146953
MNXM119015,chebi:71994,MNXM1116603,chebi:152112
MNXM119032,chebi:72327,MNXM102610,chebi:65105
MNXM119032,chebi:72327,MNXM119028,chebi:72328
MNXM11924,chebi:147661,MNXM819713,chebi:146431
MNXM119276,chebi:174915,MNXM101753,chebi:70254
MNXM119276,chebi:174915,MNXM1369584,chebi:149610
MNXM119722,chebi:173278,MNXM1113829,chebi:148224
MNXM119722,chebi:173278,MNXM1116431,chebi:151885
MNXM119722,chebi:173278,MNXM1116872,chebi:152486
MNXM119722,chebi:173278,MNXM1117467,chebi:153335
MNXM119722,chebi:173278,MNXM1117597,chebi:153516
MNXM119722,chebi:173278,MNXM1117960,chebi:154012
MNXM119722,chebi:173278,MNXM1118945,chebi:155356
MNXM119732,chebi:173154,MNXM144944,chebi:173148
MNXM119732,chebi:173154,MNXM41282,chebi:10274
MNXM119799,chebi:176017,MNXM44358,chebi:3115
MNXM119799,chebi:176017,MNXM60302,chebi:27799
MNXM119863,chebi:143782,MNXM747352,chebi:143780
MNXM119863,chebi:143782,MNXM747353,chebi:143781
MNXM119889,chebi:200715,MNXM1401229,chebi:219645
MNXM120089,chebi:191425,MNXM746941,chebi:143037
MNXM120306,chebi:230156,MNXM1383960,chebi:201796
MNXM1207,chebi:194548,MNXM165372,chebi:40751
MNXM1207,chebi:194548,MNXM31772,chebi:71406
MNXM1215923,chebi:181725,MNXM735669,chebi:58173
MNXM1232861,chebi:201571,MNXM738025,chebi:28292
MNXM1232861,chebi:201571,MNXM738026,chebi:231949
MNXM1232861,chebi:201571,MNXM98396,chebi:231950
MNXM123884,chebi:144708,MNXM127346,chebi:180233
MNXM123884,chebi:144708,MNXM1372900,chebi:180229
MNXM123884,chebi:144708,MNXM724899,chebi:180228
MNXM123940,chebi:91218,MNXM28263,chebi:185202
MNXM123940,chebi:91218,MNXM815339,chebi:186209
MNXM123993,chebi:176085,MNXM163040,chebi:91143
MNXM1241157,chebi:231296,MNXM158884,chebi:165221
MNXM124171,chebi:167919,MNXM48516,chebi:49376
MNXM124171,chebi:167919,MNXM507481,chebi:90765
MNXM124236,chebi:156274,MNXM1107294,chebi:25164
MNXM124236,chebi:156274,MNXM16324,chebi:64351
MNXM124236,chebi:156274,MNXM43856,chebi:59563
MNXM124236,chebi:156274,MNXM44029,chebi:47934
MNXM124236,chebi:156274,MNXM726888,chebi:17057
MNXM124236,chebi:156274,MNXM738880,chebi:4174
MNXM124236,chebi:156274,MNXM1583387,chebi:17716
MNXM124242,chebi:166661,MNXM1394230,chebi:212428
MNXM124242,chebi:166661,MNXM1394235,chebi:212434
MNXM12425,chebi:52431,MNXM2885,chebi:34001
MNXM12425,chebi:52431,MNXM3390,chebi:33998
MNXM124282,chebi:140564,MNXM2744,chebi:15385
MNXM124282,chebi:140564,MNXM4894,chebi:63703
MNXM124925,chebi:175075,MNXM819039,chebi:193530
MNXM125264,chebi:173295,MNXM727926,chebi:75618
MNXM125264,chebi:173295,MNXM740240,chebi:75621
MNXM125264,chebi:173295,MNXM1584507,chebi:75619
MNXM125267,chebi:186526,MNXM160503,chebi:75651
MNXM125267,chebi:186526,MNXM160505,chebi:75652
MNXM125267,chebi:186526,MNXM160507,chebi:75656
MNXM125267,chebi:186526,MNXM160509,chebi:75663
MNXM125298,chebi:191598,MNXM149227,chebi:75667
MNXM125298,chebi:191598,MNXM149249,chebi:75672
MNXM125298,chebi:191598,MNXM149250,chebi:75670
MNXM125303,chebi:169487,MNXM125840,chebi:75666
MNXM125303,chebi:169487,MNXM149232,chebi:75664
MNXM125303,chebi:169487,MNXM149233,chebi:75668
MNXM125303,chebi:169487,MNXM149252,chebi:75669
MNXM125306,chebi:233062,MNXM64445,chebi:7519
MNXM125306,chebi:233062,MNXM725058,chebi:7518
MNXM125306,chebi:233062,MNXM747729,chebi:144482
MNXM125362,chebi:175496,MNXM1401804,chebi:220247
MNXM125524,chebi:78321,MNXM155836,chebi:78323
MNXM125524,chebi:78321,MNXM155838,chebi:78322
MNXM125613,chebi:139463,MNXM105110,chebi:70611
MNXM125613,chebi:139463,MNXM489322,chebi:94167
MNXM125689,chebi:71224,MNXM114386,chebi:31018
MNXM125689,chebi:71224,MNXM114768,chebi:71227
MNXM125689,chebi:71224,MNXM165255,chebi:71225
MNXM125689,chebi:71224,MNXM6489,chebi:42255
MNXM125792,chebi:169238,MNXM17938,chebi:177786
MNXM125848,chebi:50621,MNXM1105815,chebi:50619
MNXM125848,chebi:50621,MNXM1105816,chebi:57915
MNXM125861,chebi:167347,MNXM745406,chebi:138051
MNXM125903,chebi:176040,MNXM1397462,chebi:215749
MNXM125903,chebi:176040,MNXM1406863,chebi:225483
MNXM126223,chebi:142497,MNXM62060,chebi:179279
MNXM126852,chebi:197058,MNXM149229,chebi:73236
MNXM126862,chebi:177273,MNXM746451,chebi:141439
MNXM127044,chebi:178157,MNXM58558,chebi:167534
MNXM127083,chebi:139417,MNXM747850,chebi:145096
MNXM1273275,chebi:229522,MNXM1376318,chebi:188982
MNXM1273275,chebi:229522,MNXM1410561,chebi:229525
MNXM127359,chebi:88534,MNXM115624,chebi:177374
MNXM127359,chebi:88534,MNXM723128,chebi:88903
MNXM127359,chebi:88534,MNXM747768,chebi:144707
MNXM127647,chebi:193906,MNXM1386074,chebi:204012
MNXM127647,chebi:193906,MNXM1397792,chebi:216084
MNXM127699,chebi:167958,MNXM531697,chebi:132401
MNXM127699,chebi:167958,MNXM64831,chebi:7607
MNXM127853,chebi:188415,MNXM746452,chebi:141442
MNXM1283437,chebi:180936,MNXM7774,chebi:166996
MNXM128376,chebi:179282,MNXM1378067,chebi:193054
MNXM12852,chebi:166452,MNXM481620,chebi:136957
MNXM129005,chebi:83804,MNXM149799,chebi:83805
MNXM129005,chebi:83804,MNXM67495,chebi:83806
MNXM1297023,chebi:182567,MNXM3538,chebi:40799
MNXM129906,chebi:87723,MNXM149666,chebi:87725
MNXM129906,chebi:87723,MNXM149806,chebi:87724
MNXM130146,chebi:185492,MNXM108395,chebi:66288
MNXM130190,chebi:188334,MNXM1413228,chebi:234183
MNXM130194,chebi:197003,MNXM1413213,chebi:234161
MNXM130361,chebi:90075,MNXM170935,chebi:90100
MNXM130361,chebi:90075,MNXM170942,chebi:90102
MNXM130361,chebi:90075,MNXM171817,chebi:90098
MNXM130361,chebi:90075,MNXM171823,chebi:90103
MNXM130388,chebi:176240,MNXM738695,chebi:189496
MNXM130415,chebi:157780,MNXM746982,chebi:231917
MNXM130533,chebi:196996,MNXM113569,chebi:67888
MNXM130533,chebi:196996,MNXM114007,chebi:66497
MNXM13267,chebi:39460,MNXM169449,chebi:39458
MNXM13267,chebi:39460,MNXM30120,chebi:8207
MNXM13267,chebi:39460,MNXM30308,chebi:39461
MNXM13267,chebi:39460,MNXM30337,chebi:39464
MNXM13289,chebi:50675,MNXM148871,chebi:50676
MNXM13289,chebi:50675,MNXM44024,chebi:50677
MNXM1339737,chebi:181131,MNXM730474,chebi:17026
MNXM13437,chebi:140933,MNXM38109,chebi:229787
MNXM1348262,chebi:182633,MNXM158244,chebi:173679
MNXM1363379,chebi:19929,MNXM1363380,chebi:51059
MNXM1363379,chebi:19929,MNXM31736,chebi:51058
MNXM1363387,chebi:175789,MNXM1363388,chebi:70475
MNXM1363423,chebi:73037,MNXM1363422,chebi:71012
MNXM1363423,chebi:73037,MNXM1376788,chebi:189709
MNXM1363462,chebi:165785,MNXM1363463,chebi:194403
MNXM1363482,chebi:91694,MNXM1363481,chebi:231757
MNXM1363489,chebi:68744,MNXM1363490,chebi:68805
MNXM1363489,chebi:68744,MNXM1383991,chebi:201837
MNXM1363489,chebi:68744,MNXM1392374,chebi:210516
MNXM1363497,chebi:186118,MNXM1363498,chebi:68916
MNXM1363585,chebi:68568,MNXM1363586,chebi:86507
MNXM1363618,chebi:178535,MNXM1363619,chebi:68694
MNXM1363621,chebi:186636,MNXM1363620,chebi:136894
MNXM1363625,chebi:91998,MNXM1363624,chebi:4853
MNXM1363692,chebi:80050,MNXM1100473,chebi:192687
MNXM1363692,chebi:80050,MNXM1363691,chebi:211900
MNXM1363692,chebi:80050,MNXM1408401,chebi:227060
MNXM1363756,chebi:36775,MNXM1363755,chebi:15392
MNXM1363756,chebi:36775,MNXM1363757,chebi:36776
MNXM1363767,chebi:59789,MNXM1363766,chebi:142094
MNXM1363767,chebi:59789,MNXM13751,chebi:142093
MNXM1363770,chebi:71456,MNXM1363771,chebi:76375
MNXM1363770,chebi:71456,MNXM172269,chebi:87564
MNXM1363830,chebi:165250,MNXM1363829,chebi:140225
MNXM1363839,chebi:165241,MNXM1363840,chebi:58533
MNXM1363844,chebi:28654,MNXM1363845,chebi:35146
MNXM1363844,chebi:28654,MNXM94056,chebi:228255
MNXM1363846,chebi:17695,MNXM1120399,chebi:157595
MNXM1363851,chebi:169635,MNXM1363852,chebi:27663
MNXM1363862,chebi:37721,MNXM1105811,chebi:37720
MNXM1363862,chebi:37721,MNXM1364098,chebi:28645
MNXM1363866,chebi:168037,MNXM1363867,chebi:75791
MNXM1363871,chebi:17703,MNXM1363872,chebi:76591
MNXM1363880,chebi:64552,MNXM1363881,chebi:73709
MNXM1363880,chebi:64552,MNXM31548,chebi:232384
MNXM1363884,chebi:77250,MNXM733833,chebi:77099
MNXM1363884,chebi:77250,MNXM734781,chebi:77275
MNXM1363898,chebi:71408,MNXM1103315,chebi:87561
MNXM1363898,chebi:71408,MNXM1363899,chebi:76374
MNXM1363908,chebi:71455,MNXM1363909,chebi:76373
MNXM1363908,chebi:71455,MNXM172270,chebi:87562
MNXM1363949,chebi:177682,MNXM1363950,chebi:78485
MNXM1363952,chebi:70990,MNXM1363951,chebi:132183
MNXM1363961,chebi:48742,MNXM1363960,chebi:182732
MNXM1363961,chebi:48742,MNXM1373574,chebi:181665
MNXM1363961,chebi:48742,MNXM1583383,chebi:182707
MNXM1363962,chebi:15641,MNXM1363963,chebi:18608
MNXM1363973,chebi:16620,MNXM1363974,chebi:57649
MNXM1363981,chebi:17284,MNXM1363982,chebi:58681
MNXM1363993,chebi:175586,MNXM1363992,chebi:136641
MNXM1363996,chebi:17852,MNXM1363997,chebi:58884
MNXM1363996,chebi:17852,MNXM147632,chebi:143966
MNXM1364007,chebi:60981,MNXM1104675,chebi:83836
MNXM1364014,chebi:165613,MNXM1364015,chebi:57312
MNXM1364040,chebi:137651,MNXM744585,chebi:165599
MNXM1364047,chebi:175078,MNXM1364046,chebi:10106
MNXM1364061,chebi:4167,MNXM1105027,chebi:17925
MNXM1364061,chebi:4167,MNXM1364060,chebi:15903
MNXM1364092,chebi:84197,MNXM1105792,chebi:85635
MNXM1364092,chebi:84197,MNXM1364091,chebi:138437
MNXM1364099,chebi:4249,MNXM1364101,chebi:49092
MNXM1364099,chebi:4249,MNXM41276,chebi:49091
MNXM1364107,chebi:4208,MNXM1364106,chebi:28729
MNXM1364107,chebi:4208,MNXM731842,chebi:28563
MNXM1364111,chebi:61548,MNXM1105855,chebi:58225
MNXM1364111,chebi:61548,MNXM1105856,chebi:58247
MNXM1364112,chebi:110205,MNXM1364113,chebi:95132
MNXM1364112,chebi:110205,MNXM1373605,chebi:181713
MNXM1364112,chebi:110205,MNXM1374410,chebi:182962
MNXM1364120,chebi:182407,MNXM1364121,chebi:5357
MNXM1364135,chebi:57340,MNXM1364136,chebi:62611
MNXM1364141,chebi:78611,MNXM1105912,chebi:57316
MNXM1364141,chebi:78611,MNXM1364140,chebi:57315
MNXM1364175,chebi:17009,MNXM1364176,chebi:57273
MNXM1364200,chebi:17016,MNXM1106045,chebi:58772
MNXM1364200,chebi:17016,MNXM2245,chebi:58773
MNXM1364201,chebi:49034,MNXM48562,chebi:49035
MNXM1364201,chebi:49034,MNXM48563,chebi:49036
