id_left,id_right,pairkey
CHEBI_57575,CHEBI_15937,CHEBI_15937__CHEBI_57575
CHEBI_57576,CHEBI_15941,CHEBI_15941__CHEBI_57576
CHEBI_57577,CHEBI_15943,CHEBI_15943__CHEBI_57577
CHEBI_15944,CHEBI_57578,CHEBI_15944__CHEBI_57578
CHEBI_57583,CHEBI_15953,CHEBI_15953__CHEBI_57583
CHEBI_57586,CHEBI_15956,CHEBI_15956__CHEBI_57586
CHEBI_57587,CHEBI_15957,CHEBI_15957__CHEBI_57587
CHEBI_57592,CHEBI_15964,CHEBI_15964__CHEBI_57592
CHEBI_57597,CHEBI_15978,CHEBI_15978__CHEBI_57597
CHEBI_15979,CHEBI_57598,CHEBI_15979__CHEBI_57598
CHEBI_15997,CHEBI_57601,CHEBI_15997__CHEBI_57601
CHEBI_57602,CHEBI_15998,CHEBI_15998__CHEBI_57602
CHEBI_57604,CHEBI_16001,CHEBI_16001__CHEBI_57604
CHEBI_57605,CHEBI_16009,CHEBI_16009__CHEBI_57605
CHEBI_57606,CHEBI_16010,CHEBI_16010__CHEBI_57606
CHEBI_57607,CHEBI_16021,CHEBI_16021__CHEBI_57607
CHEBI_57612,CHEBI_16034,CHEBI_16034__CHEBI_57612
CHEBI_57615,CHEBI_16043,CHEBI_16043__CHEBI_57615
CHEBI_57617,CHEBI_16046,CHEBI_16046__CHEBI_57617
CHEBI_57621,CHEBI_16054,CHEBI_16054__CHEBI_57621
CHEBI_57623,CHEBI_16057,CHEBI_16057__CHEBI_57623
CHEBI_57626,CHEBI_16063,CHEBI_16063__CHEBI_57626
CHEBI_57628,CHEBI_16068,CHEBI_16068__CHEBI_57628
CHEBI_57629,CHEBI_16077,CHEBI_16077__CHEBI_57629
CHEBI_57633,CHEBI_16083,CHEBI_16083__CHEBI_57633
CHEBI_57637,CHEBI_16093,CHEBI_16093__CHEBI_57637
CHEBI_57640,CHEBI_16100,CHEBI_16100__CHEBI_57640
CHEBI_57641,CHEBI_16106,CHEBI_16106__CHEBI_57641
CHEBI_57642,CHEBI_16108,CHEBI_16108__CHEBI_57642
CHEBI_57647,CHEBI_16122,CHEBI_16122__CHEBI_57647
CHEBI_57650,CHEBI_16129,CHEBI_16129__CHEBI_57650
CHEBI_57652,CHEBI_16137,CHEBI_16137__CHEBI_57652
CHEBI_57653,CHEBI_16138,CHEBI_16138__CHEBI_57653
CHEBI_57655,CHEBI_16142,CHEBI_16142__CHEBI_57655
CHEBI_16147,CHEBI_57657,CHEBI_16147__CHEBI_57657
CHEBI_57663,CHEBI_16166,CHEBI_16166__CHEBI_57663
CHEBI_57664,CHEBI_16168,CHEBI_16168__CHEBI_57664
CHEBI_16181,CHEBI_57671,CHEBI_16181__CHEBI_57671
CHEBI_16184,CHEBI_57672,CHEBI_16184__CHEBI_57672
CHEBI_57673,CHEBI_16192,CHEBI_16192__CHEBI_57673
CHEBI_57676,CHEBI_16200,CHEBI_16200__CHEBI_57676
CHEBI_57677,CHEBI_16206,CHEBI_16206__CHEBI_57677
CHEBI_57680,CHEBI_16210,CHEBI_16210__CHEBI_57680
CHEBI_57681,CHEBI_16211,CHEBI_16211__CHEBI_57681
CHEBI_16213,CHEBI_57682,CHEBI_16213__CHEBI_57682
CHEBI_57692,CHEBI_16238,CHEBI_16238__CHEBI_57692
CHEBI_57694,CHEBI_16243,CHEBI_16243__CHEBI_57694
CHEBI_57698,CHEBI_16253,CHEBI_16253__CHEBI_57698
CHEBI_16255,CHEBI_57699,CHEBI_16255__CHEBI_57699
CHEBI_57700,CHEBI_16256,CHEBI_16256__CHEBI_57700
CHEBI_57701,CHEBI_16257,CHEBI_16257__CHEBI_57701
CHEBI_57702,CHEBI_16259,CHEBI_16259__CHEBI_57702
CHEBI_57703,CHEBI_16260,CHEBI_16260__CHEBI_57703
CHEBI_16261,CHEBI_57704,CHEBI_16261__CHEBI_57704
CHEBI_57709,CHEBI_16273,CHEBI_16273__CHEBI_57709
CHEBI_57712,CHEBI_16278,CHEBI_16278__CHEBI_57712
CHEBI_57713,CHEBI_16281,CHEBI_16281__CHEBI_57713
CHEBI_57723,CHEBI_16308,CHEBI_16308__CHEBI_57723
CHEBI_16315,CHEBI_57728,CHEBI_16315__CHEBI_57728
CHEBI_57732,CHEBI_16321,CHEBI_16321__CHEBI_57732
CHEBI_57735,CHEBI_16327,CHEBI_16327__CHEBI_57735
CHEBI_57736,CHEBI_16329,CHEBI_16329__CHEBI_57736
CHEBI_57740,CHEBI_16342,CHEBI_16342__CHEBI_57740
CHEBI_57744,CHEBI_16351,CHEBI_16351__CHEBI_57744
CHEBI_57745,CHEBI_16352,CHEBI_16352__CHEBI_57745
CHEBI_16380,CHEBI_57753,CHEBI_16380__CHEBI_57753
CHEBI_16387,CHEBI_57755,CHEBI_16387__CHEBI_57755
CHEBI_16393,CHEBI_57756,CHEBI_16393__CHEBI_57756
CHEBI_57758,CHEBI_16399,CHEBI_16399__CHEBI_57758
CHEBI_57759,CHEBI_16400,CHEBI_16400__CHEBI_57759
CHEBI_16410,CHEBI_57761,CHEBI_16410__CHEBI_57761
CHEBI_57763,CHEBI_16419,CHEBI_16419__CHEBI_57763
CHEBI_57766,CHEBI_16426,CHEBI_16426__CHEBI_57766
CHEBI_57768,CHEBI_16428,CHEBI_16428__CHEBI_57768
CHEBI_57769,CHEBI_16430,CHEBI_16430__CHEBI_57769
CHEBI_57770,CHEBI_16433,CHEBI_16433__CHEBI_57770
CHEBI_57773,CHEBI_16439,CHEBI_16439__CHEBI_57773
CHEBI_57774,CHEBI_16444,CHEBI_16444__CHEBI_57774
CHEBI_57775,CHEBI_16445,CHEBI_16445__CHEBI_57775
CHEBI_57776,CHEBI_16446,CHEBI_16446__CHEBI_57776
CHEBI_57777,CHEBI_16453,CHEBI_16453__CHEBI_57777
CHEBI_57778,CHEBI_16458,CHEBI_16458__CHEBI_57778
CHEBI_57779,CHEBI_16461,CHEBI_16461__CHEBI_57779
CHEBI_57781,CHEBI_16463,CHEBI_16463__CHEBI_57781
CHEBI_57782,CHEBI_16473,CHEBI_16473__CHEBI_57782
CHEBI_57783,CHEBI_16474,CHEBI_16474__CHEBI_57783
CHEBI_16487,CHEBI_57790,CHEBI_16487__CHEBI_57790
CHEBI_57792,CHEBI_16493,CHEBI_16493__CHEBI_57792
CHEBI_57801,CHEBI_16517,CHEBI_16517__CHEBI_57801
CHEBI_57809,CHEBI_16552,CHEBI_16552__CHEBI_57809
CHEBI_57810,CHEBI_16553,CHEBI_16553__CHEBI_57810
CHEBI_16554,CHEBI_57811,CHEBI_16554__CHEBI_57811
CHEBI_57812,CHEBI_16556,CHEBI_16556__CHEBI_57812
CHEBI_16566,CHEBI_57817,CHEBI_16566__CHEBI_57817
CHEBI_57819,CHEBI_16569,CHEBI_16569__CHEBI_57819
CHEBI_57823,CHEBI_16578,CHEBI_16578__CHEBI_57823
CHEBI_57824,CHEBI_16582,CHEBI_16582__CHEBI_57824
CHEBI_57828,CHEBI_16588,CHEBI_16588__CHEBI_57828
CHEBI_57830,CHEBI_16596,CHEBI_16596__CHEBI_57830
CHEBI_57831,CHEBI_16597,CHEBI_16597__CHEBI_57831
CHEBI_16613,CHEBI_57835,CHEBI_16613__CHEBI_57835
CHEBI_57838,CHEBI_16621,CHEBI_16621__CHEBI_57838
CHEBI_57839,CHEBI_16622,CHEBI_16622__CHEBI_57839
CHEBI_57841,CHEBI_16629,CHEBI_16629__CHEBI_57841
CHEBI_57842,CHEBI_16631,CHEBI_16631__CHEBI_57842
CHEBI_57845,CHEBI_16645,CHEBI_16645__CHEBI_57845
CHEBI_57846,CHEBI_16647,CHEBI_16647__CHEBI_57846
CHEBI_16652,CHEBI_57848,CHEBI_16652__CHEBI_57848
CHEBI_57849,CHEBI_16654,CHEBI_16654__CHEBI_57849
CHEBI_57850,CHEBI_16655,CHEBI_16655__CHEBI_57850
CHEBI_16656,CHEBI_57851,CHEBI_16656__CHEBI_57851
CHEBI_57859,CHEBI_16685,CHEBI_16685__CHEBI_57859
CHEBI_57861,CHEBI_16691,CHEBI_16691__CHEBI_57861
CHEBI_57864,CHEBI_16694,CHEBI_16694__CHEBI_57864
CHEBI_16696,CHEBI_57866,CHEBI_16696__CHEBI_57866
CHEBI_57868,CHEBI_16702,CHEBI_16702__CHEBI_57868
CHEBI_57870,CHEBI_16710,CHEBI_16710__CHEBI_57870
CHEBI_16714,CHEBI_57871,CHEBI_16714__CHEBI_57871
CHEBI_57872,CHEBI_16717,CHEBI_16717__CHEBI_57872
CHEBI_57882,CHEBI_16752,CHEBI_16752__CHEBI_57882
CHEBI_57883,CHEBI_16754,CHEBI_16754__CHEBI_57883
CHEBI_57885,CHEBI_16758,CHEBI_16758__CHEBI_57885
CHEBI_57886,CHEBI_16764,CHEBI_16764__CHEBI_57886
CHEBI_16765,CHEBI_57887,CHEBI_16765__CHEBI_57887
CHEBI_57888,CHEBI_16766,CHEBI_16766__CHEBI_57888
CHEBI_57892,CHEBI_16775,CHEBI_16775__CHEBI_57892
CHEBI_16776,CHEBI_57893,CHEBI_16776__CHEBI_57893
CHEBI_57896,CHEBI_16785,CHEBI_16785__CHEBI_57896
CHEBI_57899,CHEBI_16790,CHEBI_16790__CHEBI_57899
CHEBI_57903,CHEBI_16805,CHEBI_16805__CHEBI_57903
CHEBI_57904,CHEBI_16809,CHEBI_16809__CHEBI_57904
CHEBI_57905,CHEBI_16814,CHEBI_16814__CHEBI_57905
CHEBI_16823,CHEBI_57909,CHEBI_16823__CHEBI_57909
CHEBI_57914,CHEBI_16832,CHEBI_16832__CHEBI_57914
CHEBI_57915,CHEBI_16834,CHEBI_16834__CHEBI_57915
CHEBI_57916,CHEBI_16835,CHEBI_16835__CHEBI_57916
CHEBI_57917,CHEBI_16836,CHEBI_16836__CHEBI_57917
CHEBI_57918,CHEBI_16837,CHEBI_16837__CHEBI_57918
CHEBI_57922,CHEBI_16848,CHEBI_16848__CHEBI_57922
CHEBI_57925,CHEBI_16856,CHEBI_16856__CHEBI_57925
CHEBI_57927,CHEBI_16859,CHEBI_16859__CHEBI_57927
CHEBI_57928,CHEBI_16860,CHEBI_16860__CHEBI_57928
CHEBI_16861,CHEBI_57929,CHEBI_16861__CHEBI_57929
CHEBI_16874,CHEBI_57934,CHEBI_16874__CHEBI_57934
CHEBI_57935,CHEBI_16877,CHEBI_16877__CHEBI_57935
CHEBI_57936,CHEBI_16878,CHEBI_16878__CHEBI_57936
CHEBI_57939,CHEBI_16893,CHEBI_16893__CHEBI_57939
CHEBI_57940,CHEBI_16894,CHEBI_16894__CHEBI_57940
CHEBI_57942,CHEBI_16900,CHEBI_16900__CHEBI_57942
CHEBI_16913,CHEBI_57946,CHEBI_16913__CHEBI_57946
CHEBI_57949,CHEBI_16925,CHEBI_16925__CHEBI_57949
CHEBI_16926,CHEBI_57950,CHEBI_16926__CHEBI_57950
CHEBI_57955,CHEBI_16938,CHEBI_16938__CHEBI_57955
CHEBI_57957,CHEBI_16942,CHEBI_16942__CHEBI_57957
CHEBI_57958,CHEBI_16943,CHEBI_16943__CHEBI_57958
CHEBI_16957,CHEBI_57965,CHEBI_16957__CHEBI_57965
CHEBI_57969,CHEBI_16974,CHEBI_16974__CHEBI_57969
CHEBI_57976,CHEBI_16989,CHEBI_16989__CHEBI_57976
CHEBI_57977,CHEBI_16990,CHEBI_16990__CHEBI_57977
CHEBI_57978,CHEBI_16992,CHEBI_16992__CHEBI_57978
CHEBI_57979,CHEBI_16993,CHEBI_16993__CHEBI_57979
CHEBI_57980,CHEBI_16996,CHEBI_16996__CHEBI_57980
CHEBI_57986,CHEBI_17015,CHEBI_17015__CHEBI_57986
CHEBI_57989,CHEBI_17028,CHEBI_17028__CHEBI_57989
CHEBI_57991,CHEBI_17033,CHEBI_17033__CHEBI_57991
CHEBI_57992,CHEBI_17040,CHEBI_17040__CHEBI_57992
CHEBI_57994,CHEBI_17042,CHEBI_17042__CHEBI_57994
CHEBI_57999,CHEBI_17056,CHEBI_17056__CHEBI_57999
CHEBI_58002,CHEBI_17063,CHEBI_17063__CHEBI_58002
CHEBI_17073,CHEBI_58006,CHEBI_17073__CHEBI_58006
CHEBI_17076,CHEBI_58007,CHEBI_17076__CHEBI_58007
CHEBI_58008,CHEBI_17077,CHEBI_17077__CHEBI_58008
CHEBI_17096,CHEBI_58012,CHEBI_17096__CHEBI_58012
CHEBI_58015,CHEBI_17109,CHEBI_17109__CHEBI_58015
CHEBI_17110,CHEBI_58016,CHEBI_17110__CHEBI_58016
CHEBI_58017,CHEBI_17111,CHEBI_17111__CHEBI_58017
CHEBI_58020,CHEBI_17123,CHEBI_17123__CHEBI_58020
CHEBI_58021,CHEBI_17127,CHEBI_17127__CHEBI_58021
CHEBI_58023,CHEBI_17131,CHEBI_17131__CHEBI_58023
CHEBI_58024,CHEBI_17133,CHEBI_17133__CHEBI_58024
CHEBI_17134,CHEBI_58025,CHEBI_17134__CHEBI_58025
CHEBI_58026,CHEBI_17136,CHEBI_17136__CHEBI_58026
CHEBI_58027,CHEBI_17138,CHEBI_17138__CHEBI_58027
CHEBI_17141,CHEBI_58029,CHEBI_17141__CHEBI_58029
CHEBI_58030,CHEBI_17142,CHEBI_17142__CHEBI_58030
CHEBI_58033,CHEBI_17150,CHEBI_17150__CHEBI_58033
CHEBI_58038,CHEBI_17165,CHEBI_17165__CHEBI_58038
CHEBI_17170,CHEBI_58040,CHEBI_17170__CHEBI_58040
CHEBI_58041,CHEBI_17174,CHEBI_17174__CHEBI_58041
CHEBI_58044,CHEBI_17189,CHEBI_17189__CHEBI_58044
CHEBI_58046,CHEBI_17192,CHEBI_17192__CHEBI_58046
CHEBI_58051,CHEBI_17199,CHEBI_17199__CHEBI_58051
CHEBI_58053,CHEBI_17202,CHEBI_17202__CHEBI_58053
CHEBI_58055,CHEBI_17204,CHEBI_17204__CHEBI_58055
CHEBI_58056,CHEBI_17207,CHEBI_17207__CHEBI_58056
CHEBI_17216,CHEBI_58059,CHEBI_17216__CHEBI_58059
CHEBI_17225,CHEBI_58061,CHEBI_17225__CHEBI_58061
CHEBI_58062,CHEBI_17226,CHEBI_17226__CHEBI_58062
CHEBI_58067,CHEBI_17233,CHEBI_17233__CHEBI_58067
CHEBI_58068,CHEBI_17236,CHEBI_17236__CHEBI_58068
CHEBI_58070,CHEBI_17242,CHEBI_17242__CHEBI_58070
CHEBI_58071,CHEBI_17243,CHEBI_17243__CHEBI_58071
CHEBI_58075,CHEBI_17250,CHEBI_17250__CHEBI_58075
CHEBI_58085,CHEBI_17275,CHEBI_17275__CHEBI_58085
CHEBI_58087,CHEBI_17279,CHEBI_17279__CHEBI_58087
CHEBI_58089,CHEBI_17284,CHEBI_17284__CHEBI_58089
CHEBI_58090,CHEBI_17285,CHEBI_17285__CHEBI_58090
CHEBI_17286,CHEBI_58091,CHEBI_17286__CHEBI_58091
CHEBI_58092,CHEBI_17287,CHEBI_17287__CHEBI_58092
CHEBI_17289,CHEBI_58093,CHEBI_17289__CHEBI_58093
CHEBI_58102,CHEBI_17316,CHEBI_17316__CHEBI_58102
CHEBI_58103,CHEBI_17321,CHEBI_17321__CHEBI_58103
CHEBI_58109,CHEBI_17337,CHEBI_17337__CHEBI_58109
CHEBI_58110,CHEBI_17338,CHEBI_17338__CHEBI_58110
CHEBI_17342,CHEBI_58113,CHEBI_17342__CHEBI_58113
CHEBI_58114,CHEBI_17344,CHEBI_17344__CHEBI_58114
CHEBI_58117,CHEBI_17355,CHEBI_17355__CHEBI_58117
CHEBI_58119,CHEBI_17358,CHEBI_17358__CHEBI_58119
CHEBI_58126,CHEBI_17381,CHEBI_17381__CHEBI_58126
CHEBI_58133,CHEBI_17406,CHEBI_17406__CHEBI_58133
CHEBI_58135,CHEBI_17413,CHEBI_17413__CHEBI_58135
CHEBI_58136,CHEBI_17415,CHEBI_17415__CHEBI_58136
CHEBI_58137,CHEBI_17416,CHEBI_17416__CHEBI_58137
CHEBI_58139,CHEBI_17419,CHEBI_17419__CHEBI_58139
CHEBI_58143,CHEBI_17426,CHEBI_17426__CHEBI_58143
CHEBI_58147,CHEBI_17442,CHEBI_17442__CHEBI_58147
CHEBI_58149,CHEBI_17445,CHEBI_17445__CHEBI_58149
CHEBI_58150,CHEBI_17446,CHEBI_17446__CHEBI_58150
CHEBI_58156,CHEBI_17469,CHEBI_17469__CHEBI_58156
CHEBI_58157,CHEBI_17470,CHEBI_17470__CHEBI_58157
CHEBI_58158,CHEBI_17475,CHEBI_17475__CHEBI_58158
CHEBI_58159,CHEBI_17477,CHEBI_17477__CHEBI_58159
CHEBI_58165,CHEBI_17489,CHEBI_17489__CHEBI_58165
CHEBI_58171,CHEBI_17508,CHEBI_17508__CHEBI_58171
CHEBI_58174,CHEBI_17516,CHEBI_17516__CHEBI_58174
CHEBI_58177,CHEBI_17525,CHEBI_17525__CHEBI_58177
CHEBI_17532,CHEBI_58182,CHEBI_17532__CHEBI_58182
CHEBI_17537,CHEBI_58184,CHEBI_17537__CHEBI_58184
CHEBI_58185,CHEBI_17541,CHEBI_17541__CHEBI_58185
CHEBI_58190,CHEBI_17553,CHEBI_17553__CHEBI_58190
CHEBI_58192,CHEBI_17558,CHEBI_17558__CHEBI_58192
CHEBI_58194,CHEBI_17574,CHEBI_17574__CHEBI_58194
CHEBI_58201,CHEBI_17601,CHEBI_17601__CHEBI_58201
CHEBI_17604,CHEBI_58202,CHEBI_17604__CHEBI_58202
CHEBI_58203,CHEBI_17605,CHEBI_17605__CHEBI_58203
CHEBI_58205,CHEBI_17610,CHEBI_17610__CHEBI_58205
CHEBI_58215,CHEBI_17633,CHEBI_17633__CHEBI_58215
CHEBI_58218,CHEBI_17643,CHEBI_17643__CHEBI_58218
CHEBI_58219,CHEBI_17646,CHEBI_17646__CHEBI_58219
CHEBI_58222,CHEBI_17655,CHEBI_17655__CHEBI_58222
CHEBI_58229,CHEBI_17675,CHEBI_17675__CHEBI_58229
CHEBI_58232,CHEBI_17680,CHEBI_17680__CHEBI_58232
CHEBI_17685,CHEBI_58234,CHEBI_17685__CHEBI_58234
CHEBI_58237,CHEBI_17692,CHEBI_17692__CHEBI_58237
CHEBI_58238,CHEBI_17693,CHEBI_17693__CHEBI_58238
CHEBI_58242,CHEBI_17706,CHEBI_17706__CHEBI_58242
CHEBI_58244,CHEBI_17711,CHEBI_17711__CHEBI_58244
CHEBI_58245,CHEBI_17713,CHEBI_17713__CHEBI_58245
CHEBI_58246,CHEBI_17717,CHEBI_17717__CHEBI_58246
CHEBI_58256,CHEBI_17734,CHEBI_17734__CHEBI_58256
CHEBI_58262,CHEBI_17764,CHEBI_17764__CHEBI_58262
CHEBI_17768,CHEBI_58263,CHEBI_17768__CHEBI_58263
CHEBI_58265,CHEBI_17778,CHEBI_17778__CHEBI_58265
CHEBI_58271,CHEBI_17787,CHEBI_17787__CHEBI_58271
CHEBI_58272,CHEBI_17794,CHEBI_17794__CHEBI_58272
CHEBI_58274,CHEBI_17798,CHEBI_17798__CHEBI_58274
CHEBI_58276,CHEBI_17801,CHEBI_17801__CHEBI_58276
CHEBI_58277,CHEBI_17803,CHEBI_17803__CHEBI_58277
CHEBI_58278,CHEBI_17805,CHEBI_17805__CHEBI_58278
CHEBI_58279,CHEBI_17807,CHEBI_17807__CHEBI_58279
CHEBI_58284,CHEBI_17820,CHEBI_17820__CHEBI_58284
CHEBI_58289,CHEBI_17835,CHEBI_17835__CHEBI_58289
CHEBI_17845,CHEBI_58291,CHEBI_17845__CHEBI_58291
CHEBI_58292,CHEBI_17846,CHEBI_17846__CHEBI_58292
CHEBI_17853,CHEBI_58295,CHEBI_17853__CHEBI_58295
CHEBI_58296,CHEBI_17857,CHEBI_17857__CHEBI_58296
CHEBI_17862,CHEBI_58299,CHEBI_17862__CHEBI_58299
CHEBI_58301,CHEBI_17864,CHEBI_17864__CHEBI_58301
CHEBI_58304,CHEBI_17872,CHEBI_17872__CHEBI_58304
CHEBI_58308,CHEBI_17881,CHEBI_17881__CHEBI_58308
CHEBI_58310,CHEBI_17884,CHEBI_17884__CHEBI_58310
CHEBI_58319,CHEBI_17905,CHEBI_17905__CHEBI_58319
CHEBI_58322,CHEBI_17919,CHEBI_17919__CHEBI_58322
CHEBI_58323,CHEBI_17926,CHEBI_17926__CHEBI_58323
CHEBI_58333,CHEBI_17965,CHEBI_17965__CHEBI_58333
CHEBI_17966,CHEBI_58334,CHEBI_17966__CHEBI_58334
CHEBI_58339,CHEBI_17980,CHEBI_17980__CHEBI_58339
CHEBI_58348,CHEBI_18007,CHEBI_18007__CHEBI_58348
CHEBI_58351,CHEBI_18023,CHEBI_18023__CHEBI_58351
CHEBI_58352,CHEBI_18025,CHEBI_18025__CHEBI_58352
CHEBI_58356,CHEBI_18039,CHEBI_18039__CHEBI_58356
CHEBI_58361,CHEBI_18054,CHEBI_18054__CHEBI_58361
CHEBI_58363,CHEBI_18058,CHEBI_18058__CHEBI_58363
CHEBI_18062,CHEBI_58365,CHEBI_18062__CHEBI_58365
CHEBI_58372,CHEBI_18080,CHEBI_18080__CHEBI_58372
CHEBI_58377,CHEBI_18103,CHEBI_18103__CHEBI_58377
CHEBI_58380,CHEBI_18116,CHEBI_18116__CHEBI_58380
CHEBI_18120,CHEBI_58382,CHEBI_18120__CHEBI_58382
CHEBI_58383,CHEBI_18124,CHEBI_18124__CHEBI_58383
CHEBI_18127,CHEBI_58384,CHEBI_18127__CHEBI_58384
CHEBI_58385,CHEBI_18128,CHEBI_18128__CHEBI_58385
CHEBI_58387,CHEBI_18134,CHEBI_18134__CHEBI_58387
CHEBI_58388,CHEBI_18137,CHEBI_18137__CHEBI_58388
CHEBI_18139,CHEBI_58389,CHEBI_18139__CHEBI_58389
CHEBI_18142,CHEBI_58390,CHEBI_18142__CHEBI_58390
CHEBI_58393,CHEBI_18149,CHEBI_18149__CHEBI_58393
CHEBI_58396,CHEBI_18157,CHEBI_18157__CHEBI_58396
CHEBI_58398,CHEBI_18164,CHEBI_18164__CHEBI_58398
CHEBI_58399,CHEBI_18165,CHEBI_18165__CHEBI_58399
CHEBI_58400,CHEBI_18168,CHEBI_18168__CHEBI_58400
CHEBI_58403,CHEBI_18184,CHEBI_18184__CHEBI_58403
CHEBI_58404,CHEBI_18187,CHEBI_18187__CHEBI_58404
CHEBI_58406,CHEBI_18198,CHEBI_18198__CHEBI_58406
CHEBI_58411,CHEBI_18209,CHEBI_18209__CHEBI_58411
CHEBI_58412,CHEBI_18215,CHEBI_18215__CHEBI_58412
CHEBI_58416,CHEBI_18230,CHEBI_18230__CHEBI_58416
CHEBI_58420,CHEBI_18242,CHEBI_18242__CHEBI_58420
CHEBI_58421,CHEBI_18247,CHEBI_18247__CHEBI_58421
CHEBI_58423,CHEBI_18251,CHEBI_18251__CHEBI_58423
CHEBI_58430,CHEBI_18288,CHEBI_18288__CHEBI_58430
CHEBI_58431,CHEBI_18292,CHEBI_18292__CHEBI_58431
CHEBI_18295,CHEBI_58432,CHEBI_18295__CHEBI_58432
CHEBI_58434,CHEBI_18301,CHEBI_18301__CHEBI_58434
CHEBI_58435,CHEBI_18302,CHEBI_18302__CHEBI_58435
CHEBI_58442,CHEBI_18315,CHEBI_18315__CHEBI_58442
CHEBI_58443,CHEBI_18319,CHEBI_18319__CHEBI_58443
CHEBI_58444,CHEBI_18321,CHEBI_18321__CHEBI_58444
CHEBI_18328,CHEBI_58446,CHEBI_18328__CHEBI_58446
CHEBI_58451,CHEBI_18335,CHEBI_18335__CHEBI_58451
CHEBI_58452,CHEBI_18336,CHEBI_18336__CHEBI_58452
CHEBI_58453,CHEBI_18337,CHEBI_18337__CHEBI_58453
CHEBI_58454,CHEBI_18344,CHEBI_18344__CHEBI_58454
CHEBI_58457,CHEBI_18349,CHEBI_18349__CHEBI_58457
CHEBI_58459,CHEBI_18356,CHEBI_18356__CHEBI_58459
CHEBI_18360,CHEBI_58460,CHEBI_18360__CHEBI_58460
CHEBI_58462,CHEBI_18372,CHEBI_18372__CHEBI_58462
CHEBI_58467,CHEBI_18381,CHEBI_18381__CHEBI_58467
CHEBI_58471,CHEBI_18392,CHEBI_18392__CHEBI_58471
CHEBI_58478,CHEBI_18413,CHEBI_18413__CHEBI_58478
CHEBI_58483,CHEBI_18425,CHEBI_18425__CHEBI_58483
CHEBI_58484,CHEBI_18426,CHEBI_18426__CHEBI_58484
CHEBI_58487,CHEBI_19274,CHEBI_19274__CHEBI_58487
CHEBI_58488,CHEBI_20013,CHEBI_20013__CHEBI_58488
CHEBI_21374,CHEBI_58495,CHEBI_21374__CHEBI_58495
CHEBI_58502,CHEBI_2481,CHEBI_2481__CHEBI_58502
CHEBI_58503,CHEBI_2482,CHEBI_2482__CHEBI_58503
CHEBI_58505,CHEBI_25426,CHEBI_25426__CHEBI_58505
CHEBI_58509,CHEBI_27391,CHEBI_27391__CHEBI_58509
CHEBI_58511,CHEBI_27394,CHEBI_27394__CHEBI_58511
CHEBI_58517,CHEBI_27626,CHEBI_27626__CHEBI_58517
CHEBI_58524,CHEBI_27717,CHEBI_27717__CHEBI_58524
CHEBI_58525,CHEBI_27735,CHEBI_27735__CHEBI_58525
CHEBI_27784,CHEBI_58530,CHEBI_27784__CHEBI_58530
CHEBI_58533,CHEBI_27859,CHEBI_27859__CHEBI_58533
CHEBI_58537,CHEBI_27937,CHEBI_27937__CHEBI_58537
CHEBI_58538,CHEBI_27951,CHEBI_27951__CHEBI_58538
CHEBI_58539,CHEBI_27956,CHEBI_27956__CHEBI_58539
CHEBI_58540,CHEBI_27963,CHEBI_27963__CHEBI_58540
CHEBI_58542,CHEBI_27973,CHEBI_27973__CHEBI_58542
CHEBI_58548,CHEBI_28096,CHEBI_28096__CHEBI_58548
CHEBI_28101,CHEBI_58550,CHEBI_28101__CHEBI_58550
CHEBI_58553,CHEBI_28151,CHEBI_28151__CHEBI_58553
CHEBI_58554,CHEBI_28211,CHEBI_28211__CHEBI_58554
CHEBI_58556,CHEBI_28245,CHEBI_28245__CHEBI_58556
CHEBI_58557,CHEBI_28273,CHEBI_28273__CHEBI_58557
CHEBI_58560,CHEBI_28296,CHEBI_28296__CHEBI_58560
CHEBI_58563,CHEBI_28390,CHEBI_28390__CHEBI_58563
CHEBI_58565,CHEBI_28416,CHEBI_28416__CHEBI_58565
CHEBI_28462,CHEBI_58567,CHEBI_28462__CHEBI_58567
CHEBI_58571,CHEBI_28492,CHEBI_28492__CHEBI_58571
CHEBI_58577,CHEBI_28556,CHEBI_28556__CHEBI_58577
CHEBI_58581,CHEBI_28629,CHEBI_28629__CHEBI_58581
CHEBI_58586,CHEBI_28719,CHEBI_28719__CHEBI_58586
CHEBI_58587,CHEBI_28731,CHEBI_28731__CHEBI_58587
CHEBI_58590,CHEBI_28833,CHEBI_28833__CHEBI_58590
CHEBI_58592,CHEBI_28843,CHEBI_28843__CHEBI_58592
CHEBI_29009,CHEBI_58600,CHEBI_29009__CHEBI_58600
CHEBI_58604,CHEBI_29063,CHEBI_29063__CHEBI_58604
CHEBI_29076,CHEBI_58605,CHEBI_29076__CHEBI_58605
CHEBI_29081,CHEBI_58606,CHEBI_29081__CHEBI_58606
CHEBI_58613,CHEBI_29112,CHEBI_29112__CHEBI_58613
CHEBI_58614,CHEBI_29114,CHEBI_29114__CHEBI_58614
CHEBI_58616,CHEBI_29216,CHEBI_29216__CHEBI_58616
CHEBI_58618,CHEBI_29269,CHEBI_29269__CHEBI_58618
CHEBI_58621,CHEBI_29571,CHEBI_29571__CHEBI_58621
CHEBI_58628,CHEBI_30164,CHEBI_30164__CHEBI_58628
CHEBI_58636,CHEBI_31080,CHEBI_31080__CHEBI_58636
CHEBI_58638,CHEBI_31121,CHEBI_31121__CHEBI_58638
