id_left,id_right,pairkey
CHEBI_9754,CHEBI_46097,CHEBI_46097__CHEBI_9754
CHEBI_29001,CHEBI_37287,CHEBI_29001__CHEBI_37287
CHEBI_37322,CHEBI_35964,CHEBI_35964__CHEBI_37322
CHEBI_37319,CHEBI_18355,CHEBI_18355__CHEBI_37319
CHEBI_11641,CHEBI_37318,CHEBI_11641__CHEBI_37318
CHEBI_11805,CHEBI_18064,CHEBI_11805__CHEBI_18064
CHEBI_37388,CHEBI_37387,CHEBI_37387__CHEBI_37388
CHEBI_19733,CHEBI_28045,CHEBI_19733__CHEBI_28045
CHEBI_15775,CHEBI_37440,CHEBI_15775__CHEBI_37440
CHEBI_19083,CHEBI_37456,CHEBI_19083__CHEBI_37456
CHEBI_19761,CHEBI_37458,CHEBI_19761__CHEBI_37458
CHEBI_20832,CHEBI_37461,CHEBI_20832__CHEBI_37461
CHEBI_37563,CHEBI_17677,CHEBI_17677__CHEBI_37563
CHEBI_46398,CHEBI_15713,CHEBI_15713__CHEBI_46398
CHEBI_37569,CHEBI_2365,CHEBI_2365__CHEBI_37569
CHEBI_37574,CHEBI_9533,CHEBI_37574__CHEBI_9533
CHEBI_33027,CHEBI_33024,CHEBI_33024__CHEBI_33027
CHEBI_30989,CHEBI_44158,CHEBI_30989__CHEBI_44158
CHEBI_15597,CHEBI_32896,CHEBI_15597__CHEBI_32896
CHEBI_15865,CHEBI_2229,CHEBI_15865__CHEBI_2229
CHEBI_16863,CHEBI_48928,CHEBI_16863__CHEBI_48928
CHEBI_29772,CHEBI_15429,CHEBI_15429__CHEBI_29772
CHEBI_20441,CHEBI_37755,CHEBI_20441__CHEBI_37755
CHEBI_29267,CHEBI_29268,CHEBI_29267__CHEBI_29268
CHEBI_29447,CHEBI_29427,CHEBI_29427__CHEBI_29447
CHEBI_29446,CHEBI_29776,CHEBI_29446__CHEBI_29776
CHEBI_38100,CHEBI_32404,CHEBI_32404__CHEBI_38100
CHEBI_19351,CHEBI_28854,CHEBI_19351__CHEBI_28854
CHEBI_37859,CHEBI_37858,CHEBI_37858__CHEBI_37859
CHEBI_44409,CHEBI_18009,CHEBI_18009__CHEBI_44409
CHEBI_23872,CHEBI_45599,CHEBI_23872__CHEBI_45599
CHEBI_38046,CHEBI_37990,CHEBI_37990__CHEBI_38046
CHEBI_32913,CHEBI_43043,CHEBI_32913__CHEBI_43043
CHEBI_33127,CHEBI_9328,CHEBI_33127__CHEBI_9328
CHEBI_38150,CHEBI_28855,CHEBI_28855__CHEBI_38150
CHEBI_28199,CHEBI_38151,CHEBI_28199__CHEBI_38151
CHEBI_38184,CHEBI_28747,CHEBI_28747__CHEBI_38184
CHEBI_38186,CHEBI_6032,CHEBI_38186__CHEBI_6032
CHEBI_38216,CHEBI_38217,CHEBI_38216__CHEBI_38217
CHEBI_29438,CHEBI_16183,CHEBI_16183__CHEBI_29438
CHEBI_38228,CHEBI_38227,CHEBI_38227__CHEBI_38228
CHEBI_13862,CHEBI_18091,CHEBI_13862__CHEBI_18091
CHEBI_30839,CHEBI_16742,CHEBI_16742__CHEBI_30839
CHEBI_19751,CHEBI_28998,CHEBI_19751__CHEBI_28998
CHEBI_30960,CHEBI_16409,CHEBI_16409__CHEBI_30960
CHEBI_11438,CHEBI_17365,CHEBI_11438__CHEBI_17365
CHEBI_17589,CHEBI_1472,CHEBI_1472__CHEBI_17589
CHEBI_19504,CHEBI_27895,CHEBI_19504__CHEBI_27895
CHEBI_38439,CHEBI_16948,CHEBI_16948__CHEBI_38439
CHEBI_38442,CHEBI_38437,CHEBI_38437__CHEBI_38442
CHEBI_15877,CHEBI_6572,CHEBI_15877__CHEBI_6572
CHEBI_30367,CHEBI_17241,CHEBI_17241__CHEBI_30367
CHEBI_38600,CHEBI_38599,CHEBI_38599__CHEBI_38600
CHEBI_19331,CHEBI_27903,CHEBI_19331__CHEBI_27903
CHEBI_28739,CHEBI_1808,CHEBI_1808__CHEBI_28739
CHEBI_38846,CHEBI_8075,CHEBI_38846__CHEBI_8075
CHEBI_38899,CHEBI_38902,CHEBI_38899__CHEBI_38902
CHEBI_39006,CHEBI_39005,CHEBI_39005__CHEBI_39006
CHEBI_16004,CHEBI_42111,CHEBI_16004__CHEBI_42111
CHEBI_39046,CHEBI_39045,CHEBI_39045__CHEBI_39046
CHEBI_39049,CHEBI_43960,CHEBI_39049__CHEBI_43960
CHEBI_39051,CHEBI_39050,CHEBI_39050__CHEBI_39051
CHEBI_12109,CHEBI_17549,CHEBI_12109__CHEBI_17549
CHEBI_11022,CHEBI_15757,CHEBI_11022__CHEBI_15757
CHEBI_39150,CHEBI_45630,CHEBI_39150__CHEBI_45630
CHEBI_20177,CHEBI_27401,CHEBI_20177__CHEBI_27401
CHEBI_39473,CHEBI_40583,CHEBI_39473__CHEBI_40583
CHEBI_28881,CHEBI_21615,CHEBI_21615__CHEBI_28881
CHEBI_30395,CHEBI_14750,CHEBI_14750__CHEBI_30395
CHEBI_42820,CHEBI_30087,CHEBI_30087__CHEBI_42820
CHEBI_11561,CHEBI_17094,CHEBI_11561__CHEBI_17094
CHEBI_46757,CHEBI_42334,CHEBI_42334__CHEBI_46757
CHEBI_46820,CHEBI_46817,CHEBI_46817__CHEBI_46820
CHEBI_46822,CHEBI_46823,CHEBI_46822__CHEBI_46823
CHEBI_29959,CHEBI_46828,CHEBI_29959__CHEBI_46828
CHEBI_36167,CHEBI_46835,CHEBI_36167__CHEBI_46835
CHEBI_11807,CHEBI_17978,CHEBI_11807__CHEBI_17978
CHEBI_46878,CHEBI_46875,CHEBI_46875__CHEBI_46878
CHEBI_30623,CHEBI_46904,CHEBI_30623__CHEBI_46904
CHEBI_12886,CHEBI_15905,CHEBI_12886__CHEBI_15905
CHEBI_10986,CHEBI_20891,CHEBI_10986__CHEBI_20891
CHEBI_32544,CHEBI_15940,CHEBI_15940__CHEBI_32544
CHEBI_46915,CHEBI_15611,CHEBI_15611__CHEBI_46915
CHEBI_29748,CHEBI_17333,CHEBI_17333__CHEBI_29748
CHEBI_46951,CHEBI_18136,CHEBI_18136__CHEBI_46951
CHEBI_38290,CHEBI_29073,CHEBI_29073__CHEBI_38290
CHEBI_30620,CHEBI_18042,CHEBI_18042__CHEBI_30620
CHEBI_29232,CHEBI_29231,CHEBI_29231__CHEBI_29232
CHEBI_46960,CHEBI_17013,CHEBI_17013__CHEBI_46960
CHEBI_47767,CHEBI_44887,CHEBI_44887__CHEBI_47767
CHEBI_37078,CHEBI_37055,CHEBI_37055__CHEBI_37078
CHEBI_47861,CHEBI_47862,CHEBI_47861__CHEBI_47862
CHEBI_30244,CHEBI_47864,CHEBI_30244__CHEBI_47864
CHEBI_30066,CHEBI_30065,CHEBI_30065__CHEBI_30066
CHEBI_47892,CHEBI_16099,CHEBI_16099__CHEBI_47892
CHEBI_17214,CHEBI_1467,CHEBI_1467__CHEBI_17214
CHEBI_47897,CHEBI_42037,CHEBI_42037__CHEBI_47897
CHEBI_17180,CHEBI_30841,CHEBI_17180__CHEBI_30841
CHEBI_16169,CHEBI_44747,CHEBI_16169__CHEBI_44747
CHEBI_11594,CHEBI_18176,CHEBI_11594__CHEBI_18176
CHEBI_47927,CHEBI_47925,CHEBI_47925__CHEBI_47927
CHEBI_16875,CHEBI_2003,CHEBI_16875__CHEBI_2003
CHEBI_15376,CHEBI_2040,CHEBI_15376__CHEBI_2040
CHEBI_29071,CHEBI_15623,CHEBI_15623__CHEBI_29071
CHEBI_18325,CHEBI_44788,CHEBI_18325__CHEBI_44788
CHEBI_30847,CHEBI_30846,CHEBI_30846__CHEBI_30847
CHEBI_17830,CHEBI_2247,CHEBI_17830__CHEBI_2247
CHEBI_17126,CHEBI_3424,CHEBI_17126__CHEBI_3424
CHEBI_14597,CHEBI_17826,CHEBI_14597__CHEBI_17826
CHEBI_16223,CHEBI_48765,CHEBI_16223__CHEBI_48765
CHEBI_17205,CHEBI_48061,CHEBI_17205__CHEBI_48061
CHEBI_17652,CHEBI_32810,CHEBI_17652__CHEBI_32810
CHEBI_17795,CHEBI_4593,CHEBI_17795__CHEBI_4593
CHEBI_18253,CHEBI_28116,CHEBI_18253__CHEBI_28116
CHEBI_33190,CHEBI_17960,CHEBI_17960__CHEBI_33190
CHEBI_18327,CHEBI_7274,CHEBI_18327__CHEBI_7274
CHEBI_25224,CHEBI_27376,CHEBI_25224__CHEBI_27376
CHEBI_29241,CHEBI_48122,CHEBI_29241__CHEBI_48122
CHEBI_48125,CHEBI_26675,CHEBI_26675__CHEBI_48125
CHEBI_16897,CHEBI_48153,CHEBI_16897__CHEBI_48153
CHEBI_16244,CHEBI_1941,CHEBI_16244__CHEBI_1941
CHEBI_16763,CHEBI_30831,CHEBI_16763__CHEBI_30831
CHEBI_48311,CHEBI_47381,CHEBI_47381__CHEBI_48311
CHEBI_48293,CHEBI_48312,CHEBI_48293__CHEBI_48312
CHEBI_48313,CHEBI_39949,CHEBI_39949__CHEBI_48313
CHEBI_48315,CHEBI_48314,CHEBI_48314__CHEBI_48315
CHEBI_18036,CHEBI_48316,CHEBI_18036__CHEBI_48316
CHEBI_2618,CHEBI_48320,CHEBI_2618__CHEBI_48320
CHEBI_16471,CHEBI_4623,CHEBI_16471__CHEBI_4623
CHEBI_13086,CHEBI_18051,CHEBI_13086__CHEBI_18051
CHEBI_17865,CHEBI_48430,CHEBI_17865__CHEBI_48430
CHEBI_27786,CHEBI_15852,CHEBI_15852__CHEBI_27786
CHEBI_48547,CHEBI_48511,CHEBI_48511__CHEBI_48547
CHEBI_29125,CHEBI_48597,CHEBI_29125__CHEBI_48597
CHEBI_48600,CHEBI_18231,CHEBI_18231__CHEBI_48600
CHEBI_48624,CHEBI_48623,CHEBI_48623__CHEBI_48624
CHEBI_20551,CHEBI_6775,CHEBI_20551__CHEBI_6775
CHEBI_11946,CHEBI_48867,CHEBI_11946__CHEBI_48867
CHEBI_48942,CHEBI_28484,CHEBI_28484__CHEBI_48942
CHEBI_48946,CHEBI_37070,CHEBI_37070__CHEBI_48946
CHEBI_48999,CHEBI_18101,CHEBI_18101__CHEBI_48999
CHEBI_49016,CHEBI_1438,CHEBI_1438__CHEBI_49016
CHEBI_49041,CHEBI_37198,CHEBI_37198__CHEBI_49041
CHEBI_45912,CHEBI_49059,CHEBI_45912__CHEBI_49059
CHEBI_11424,CHEBI_15689,CHEBI_11424__CHEBI_15689
CHEBI_16338,CHEBI_32812,CHEBI_16338__CHEBI_32812
CHEBI_49102,CHEBI_43991,CHEBI_43991__CHEBI_49102
CHEBI_17318,CHEBI_49101,CHEBI_17318__CHEBI_49101
CHEBI_18385,CHEBI_49107,CHEBI_18385__CHEBI_49107
CHEBI_15917,CHEBI_7285,CHEBI_15917__CHEBI_7285
CHEBI_49165,CHEBI_50730,CHEBI_49165__CHEBI_50730
CHEBI_29780,CHEBI_17582,CHEBI_17582__CHEBI_29780
CHEBI_49199,CHEBI_8768,CHEBI_49199__CHEBI_8768
CHEBI_28303,CHEBI_30793,CHEBI_28303__CHEBI_30793
CHEBI_17120,CHEBI_30776,CHEBI_17120__CHEBI_30776
CHEBI_16780,CHEBI_49255,CHEBI_16780__CHEBI_49255
CHEBI_49256,CHEBI_27681,CHEBI_27681__CHEBI_49256
CHEBI_49257,CHEBI_34008,CHEBI_34008__CHEBI_49257
CHEBI_49258,CHEBI_27512,CHEBI_27512__CHEBI_49258
CHEBI_15602,CHEBI_49259,CHEBI_15602__CHEBI_49259
CHEBI_15720,CHEBI_49265,CHEBI_15720__CHEBI_49265
CHEBI_17572,CHEBI_49268,CHEBI_17572__CHEBI_49268
CHEBI_32966,CHEBI_28013,CHEBI_28013__CHEBI_32966
CHEBI_17125,CHEBI_2164,CHEBI_17125__CHEBI_2164
CHEBI_16639,CHEBI_40813,CHEBI_16639__CHEBI_40813
CHEBI_13043,CHEBI_16303,CHEBI_13043__CHEBI_16303
CHEBI_50012,CHEBI_50010,CHEBI_50010__CHEBI_50012
CHEBI_17331,CHEBI_50037,CHEBI_17331__CHEBI_50037
CHEBI_30366,CHEBI_16069,CHEBI_16069__CHEBI_30366
CHEBI_28440,CHEBI_952,CHEBI_28440__CHEBI_952
CHEBI_1617,CHEBI_50116,CHEBI_1617__CHEBI_50116
CHEBI_50159,CHEBI_50156,CHEBI_50156__CHEBI_50159
CHEBI_50105,CHEBI_50104,CHEBI_50104__CHEBI_50105
CHEBI_50187,CHEBI_50186,CHEBI_50186__CHEBI_50187
CHEBI_16490,CHEBI_8944,CHEBI_16490__CHEBI_8944
CHEBI_30782,CHEBI_30781,CHEBI_30781__CHEBI_30782
CHEBI_50210,CHEBI_50226,CHEBI_50210__CHEBI_50226
CHEBI_33061,CHEBI_46032,CHEBI_33061__CHEBI_46032
CHEBI_43451,CHEBI_50317,CHEBI_43451__CHEBI_50317
CHEBI_47266,CHEBI_50316,CHEBI_47266__CHEBI_50316
CHEBI_29228,CHEBI_50314,CHEBI_29228__CHEBI_50314
CHEBI_47217,CHEBI_30272,CHEBI_30272__CHEBI_47217
CHEBI_9086,CHEBI_50350,CHEBI_50350__CHEBI_9086
CHEBI_50358,CHEBI_7915,CHEBI_50358__CHEBI_7915
CHEBI_30610,CHEBI_50364,CHEBI_30610__CHEBI_50364
CHEBI_30609,CHEBI_50365,CHEBI_30609__CHEBI_50365
CHEBI_30611,CHEBI_50374,CHEBI_30611__CHEBI_50374
CHEBI_30861,CHEBI_30860,CHEBI_30860__CHEBI_30861
CHEBI_16171,CHEBI_14648,CHEBI_14648__CHEBI_16171
CHEBI_29192,CHEBI_16240,CHEBI_16240__CHEBI_29192
CHEBI_15379,CHEBI_29793,CHEBI_15379__CHEBI_29793
CHEBI_29123,CHEBI_16319,CHEBI_16319__CHEBI_29123
CHEBI_30761,CHEBI_42682,CHEBI_30761__CHEBI_42682
CHEBI_33173,CHEBI_41275,CHEBI_33173__CHEBI_41275
CHEBI_8080,CHEBI_50508,CHEBI_50508__CHEBI_8080
CHEBI_18123,CHEBI_50521,CHEBI_18123__CHEBI_50521
CHEBI_33163,CHEBI_32381,CHEBI_32381__CHEBI_33163
CHEBI_50524,CHEBI_18135,CHEBI_18135__CHEBI_50524
CHEBI_50526,CHEBI_15882,CHEBI_15882__CHEBI_50526
CHEBI_30795,CHEBI_30794,CHEBI_30794__CHEBI_30795
CHEBI_17649,CHEBI_30844,CHEBI_17649__CHEBI_30844
CHEBI_30843,CHEBI_30842,CHEBI_30842__CHEBI_30843
CHEBI_50556,CHEBI_36967,CHEBI_36967__CHEBI_50556
CHEBI_32403,CHEBI_45807,CHEBI_32403__CHEBI_45807
CHEBI_30031,CHEBI_30779,CHEBI_30031__CHEBI_30779
CHEBI_50634,CHEBI_27690,CHEBI_27690__CHEBI_50634
CHEBI_50647,CHEBI_2567,CHEBI_2567__CHEBI_50647
CHEBI_50658,CHEBI_28971,CHEBI_28971__CHEBI_50658
CHEBI_50680,CHEBI_44185,CHEBI_44185__CHEBI_50680
CHEBI_50690,CHEBI_39548,CHEBI_39548__CHEBI_50690
CHEBI_50897,CHEBI_124991,CHEBI_124991__CHEBI_50897
CHEBI_30969,CHEBI_50929,CHEBI_30969__CHEBI_50929
CHEBI_50953,CHEBI_50958,CHEBI_50953__CHEBI_50958
CHEBI_51029,CHEBI_7492,CHEBI_51029__CHEBI_7492
CHEBI_51057,CHEBI_28631,CHEBI_28631__CHEBI_51057
CHEBI_51346,CHEBI_51345,CHEBI_51345__CHEBI_51346
CHEBI_51350,CHEBI_49566,CHEBI_49566__CHEBI_51350
CHEBI_51354,CHEBI_18208,CHEBI_18208__CHEBI_51354
CHEBI_51591,CHEBI_51587,CHEBI_51587__CHEBI_51591
CHEBI_51673,CHEBI_51674,CHEBI_51673__CHEBI_51674
CHEBI_51699,CHEBI_51691,CHEBI_51691__CHEBI_51699
CHEBI_51792,CHEBI_51790,CHEBI_51790__CHEBI_51792
CHEBI_51811,CHEBI_9587,CHEBI_51811__CHEBI_9587
CHEBI_51863,CHEBI_2956,CHEBI_2956__CHEBI_51863
CHEBI_51906,CHEBI_3414,CHEBI_3414__CHEBI_51906
CHEBI_51918,CHEBI_7447,CHEBI_51918__CHEBI_7447
CHEBI_52059,CHEBI_5683,CHEBI_52059__CHEBI_5683
CHEBI_52064,CHEBI_6827,CHEBI_52064__CHEBI_6827
CHEBI_52092,CHEBI_16236,CHEBI_16236__CHEBI_52092
CHEBI_52090,CHEBI_17790,CHEBI_17790__CHEBI_52090
CHEBI_52140,CHEBI_52146,CHEBI_52140__CHEBI_52146
CHEBI_8430,CHEBI_52160,CHEBI_52160__CHEBI_8430
CHEBI_52166,CHEBI_52170,CHEBI_52166__CHEBI_52170
CHEBI_30526,CHEBI_18053,CHEBI_18053__CHEBI_30526
CHEBI_52428,CHEBI_52427,CHEBI_52427__CHEBI_52428
CHEBI_16872,CHEBI_52430,CHEBI_16872__CHEBI_52430
CHEBI_52438,CHEBI_51817,CHEBI_51817__CHEBI_52438
CHEBI_52439,CHEBI_3489,CHEBI_3489__CHEBI_52439
CHEBI_52441,CHEBI_3491,CHEBI_3491__CHEBI_52441
CHEBI_52721,CHEBI_52719,CHEBI_52719__CHEBI_52721
CHEBI_15886,CHEBI_52775,CHEBI_15886__CHEBI_52775
CHEBI_16822,CHEBI_52859,CHEBI_16822__CHEBI_52859
CHEBI_17689,CHEBI_52897,CHEBI_17689__CHEBI_52897
CHEBI_52960,CHEBI_52978,CHEBI_52960__CHEBI_52978
CHEBI_53069,CHEBI_53070,CHEBI_53069__CHEBI_53070
CHEBI_53128,CHEBI_9068,CHEBI_53128__CHEBI_9068
CHEBI_28080,CHEBI_53146,CHEBI_28080__CHEBI_53146
CHEBI_53326,CHEBI_27637,CHEBI_27637__CHEBI_53326
CHEBI_53655,CHEBI_209807,CHEBI_209807__CHEBI_53655
CHEBI_53657,CHEBI_474053,CHEBI_474053__CHEBI_53657
CHEBI_53658,CHEBI_29007,CHEBI_29007__CHEBI_53658
CHEBI_53664,CHEBI_53647,CHEBI_53647__CHEBI_53664
CHEBI_53669,CHEBI_3479,CHEBI_3479__CHEBI_53669
CHEBI_53670,CHEBI_204928,CHEBI_204928__CHEBI_53670
CHEBI_53676,CHEBI_3508,CHEBI_3508__CHEBI_53676
CHEBI_53686,CHEBI_53685,CHEBI_53685__CHEBI_53686
CHEBI_53787,CHEBI_53782,CHEBI_53782__CHEBI_53787
CHEBI_53794,CHEBI_546274,CHEBI_53794__CHEBI_546274
CHEBI_53799,CHEBI_53798,CHEBI_53798__CHEBI_53799
CHEBI_53800,CHEBI_27530,CHEBI_27530__CHEBI_53800
CHEBI_33135,CHEBI_52145,CHEBI_33135__CHEBI_52145
CHEBI_55331,CHEBI_55330,CHEBI_55330__CHEBI_55331
CHEBI_55358,CHEBI_55357,CHEBI_55357__CHEBI_55358
CHEBI_55384,CHEBI_55379,CHEBI_55379__CHEBI_55384
CHEBI_55447,CHEBI_55446,CHEBI_55446__CHEBI_55447
CHEBI_55452,CHEBI_55457,CHEBI_55452__CHEBI_55457
CHEBI_55453,CHEBI_55454,CHEBI_55453__CHEBI_55454
CHEBI_55492,CHEBI_55486,CHEBI_55486__CHEBI_55492
CHEBI_55498,CHEBI_553473,CHEBI_553473__CHEBI_55498
CHEBI_55520,CHEBI_55519,CHEBI_55519__CHEBI_55520
CHEBI_55522,CHEBI_55521,CHEBI_55521__CHEBI_55522
CHEBI_55527,CHEBI_55526,CHEBI_55526__CHEBI_55527
CHEBI_55531,CHEBI_55530,CHEBI_55530__CHEBI_55531
CHEBI_55533,CHEBI_55532,CHEBI_55532__CHEBI_55533
CHEBI_55535,CHEBI_55534,CHEBI_55534__CHEBI_55535
CHEBI_281056,CHEBI_47544,CHEBI_281056__CHEBI_47544
CHEBI_55537,CHEBI_55536,CHEBI_55536__CHEBI_55537
CHEBI_55540,CHEBI_55538,CHEBI_55538__CHEBI_55540
CHEBI_57252,CHEBI_10956,CHEBI_10956__CHEBI_57252
CHEBI_57255,CHEBI_11041,CHEBI_11041__CHEBI_57255
CHEBI_57257,CHEBI_11369,CHEBI_11369__CHEBI_57257
CHEBI_57259,CHEBI_11563,CHEBI_11563__CHEBI_57259
CHEBI_57263,CHEBI_11972,CHEBI_11972__CHEBI_57263
CHEBI_57266,CHEBI_122,CHEBI_122__CHEBI_57266
CHEBI_57267,CHEBI_12350,CHEBI_12350__CHEBI_57267
CHEBI_57268,CHEBI_12387,CHEBI_12387__CHEBI_57268
CHEBI_57269,CHEBI_12427,CHEBI_12427__CHEBI_57269
CHEBI_57270,CHEBI_12532,CHEBI_12532__CHEBI_57270
CHEBI_57272,CHEBI_1277,CHEBI_1277__CHEBI_57272
CHEBI_57275,CHEBI_14086,CHEBI_14086__CHEBI_57275
CHEBI_57277,CHEBI_1427,CHEBI_1427__CHEBI_57277
CHEBI_57279,CHEBI_1449,CHEBI_1449__CHEBI_57279
CHEBI_57284,CHEBI_15335,CHEBI_15335__CHEBI_57284
CHEBI_15353,CHEBI_57289,CHEBI_15353__CHEBI_57289
CHEBI_57290,CHEBI_15362,CHEBI_15362__CHEBI_57290
CHEBI_57293,CHEBI_15395,CHEBI_15395__CHEBI_57293
CHEBI_57294,CHEBI_15401,CHEBI_15401__CHEBI_57294
CHEBI_15407,CHEBI_57295,CHEBI_15407__CHEBI_57295
CHEBI_57296,CHEBI_15412,CHEBI_15412__CHEBI_57296
CHEBI_57299,CHEBI_15422,CHEBI_15422__CHEBI_57299
CHEBI_57310,CHEBI_15442,CHEBI_15442__CHEBI_57310
CHEBI_57373,CHEBI_15519,CHEBI_15519__CHEBI_57373
CHEBI_57397,CHEBI_15544,CHEBI_15544__CHEBI_57397
CHEBI_57400,CHEBI_15547,CHEBI_15547__CHEBI_57400
CHEBI_57402,CHEBI_15550,CHEBI_15550__CHEBI_57402
CHEBI_57403,CHEBI_15552,CHEBI_15552__CHEBI_57403
CHEBI_57404,CHEBI_15553,CHEBI_15553__CHEBI_57404
CHEBI_57406,CHEBI_15555,CHEBI_15555__CHEBI_57406
CHEBI_57409,CHEBI_15558,CHEBI_15558__CHEBI_57409
CHEBI_57410,CHEBI_15559,CHEBI_15559__CHEBI_57410
CHEBI_57412,CHEBI_15564,CHEBI_15564__CHEBI_57412
CHEBI_57413,CHEBI_15566,CHEBI_15566__CHEBI_57413
CHEBI_57414,CHEBI_15567,CHEBI_15567__CHEBI_57414
CHEBI_57415,CHEBI_15569,CHEBI_15569__CHEBI_57415
CHEBI_57417,CHEBI_15572,CHEBI_15572__CHEBI_57417
CHEBI_57421,CHEBI_15580,CHEBI_15580__CHEBI_57421
CHEBI_57422,CHEBI_15582,CHEBI_15582__CHEBI_57422
CHEBI_57423,CHEBI_15583,CHEBI_15583__CHEBI_57423
CHEBI_57424,CHEBI_15587,CHEBI_15587__CHEBI_57424
CHEBI_57425,CHEBI_15591,CHEBI_15591__CHEBI_57425
CHEBI_57426,CHEBI_15596,CHEBI_15596__CHEBI_57426
CHEBI_57430,CHEBI_15608,CHEBI_15608__CHEBI_57430
CHEBI_15609,CHEBI_57431,CHEBI_15609__CHEBI_57431
CHEBI_57432,CHEBI_15610,CHEBI_15610__CHEBI_57432
CHEBI_15613,CHEBI_57434,CHEBI_15613__CHEBI_57434
CHEBI_15616,CHEBI_57436,CHEBI_15616__CHEBI_57436
CHEBI_57437,CHEBI_15617,CHEBI_15617__CHEBI_57437
CHEBI_57438,CHEBI_15618,CHEBI_15618__CHEBI_57438
CHEBI_57441,CHEBI_15622,CHEBI_15622__CHEBI_57441
CHEBI_57444,CHEBI_15626,CHEBI_15626__CHEBI_57444
CHEBI_57445,CHEBI_15627,CHEBI_15627__CHEBI_57445
CHEBI_57448,CHEBI_15630,CHEBI_15630__CHEBI_57448
CHEBI_57449,CHEBI_15631,CHEBI_15631__CHEBI_57449
CHEBI_57452,CHEBI_15634,CHEBI_15634__CHEBI_57452
CHEBI_57454,CHEBI_15637,CHEBI_15637__CHEBI_57454
CHEBI_57455,CHEBI_15638,CHEBI_15638__CHEBI_57455
CHEBI_15645,CHEBI_57459,CHEBI_15645__CHEBI_57459
CHEBI_57460,CHEBI_15646,CHEBI_15646__CHEBI_57460
CHEBI_57462,CHEBI_15650,CHEBI_15650__CHEBI_57462
CHEBI_57463,CHEBI_15651,CHEBI_15651__CHEBI_57463
CHEBI_57464,CHEBI_15652,CHEBI_15652__CHEBI_57464
CHEBI_57465,CHEBI_15654,CHEBI_15654__CHEBI_57465
CHEBI_57466,CHEBI_15655,CHEBI_15655__CHEBI_57466
CHEBI_57467,CHEBI_15657,CHEBI_15657__CHEBI_57467
CHEBI_57468,CHEBI_15658,CHEBI_15658__CHEBI_57468
CHEBI_57469,CHEBI_15661,CHEBI_15661__CHEBI_57469
CHEBI_57470,CHEBI_15663,CHEBI_15663__CHEBI_57470
CHEBI_57471,CHEBI_15668,CHEBI_15668__CHEBI_57471
CHEBI_15692,CHEBI_57473,CHEBI_15692__CHEBI_57473
CHEBI_57478,CHEBI_15703,CHEBI_15703__CHEBI_57478
CHEBI_57479,CHEBI_15707,CHEBI_15707__CHEBI_57479
CHEBI_57480,CHEBI_15712,CHEBI_15712__CHEBI_57480
CHEBI_57483,CHEBI_15721,CHEBI_15721__CHEBI_57483
CHEBI_15725,CHEBI_57484,CHEBI_15725__CHEBI_57484
CHEBI_57487,CHEBI_15730,CHEBI_15730__CHEBI_57487
CHEBI_57488,CHEBI_15732,CHEBI_15732__CHEBI_57488
CHEBI_15739,CHEBI_57492,CHEBI_15739__CHEBI_57492
CHEBI_15742,CHEBI_57493,CHEBI_15742__CHEBI_57493
CHEBI_57495,CHEBI_15745,CHEBI_15745__CHEBI_57495
CHEBI_57496,CHEBI_15749,CHEBI_15749__CHEBI_57496
CHEBI_57499,CHEBI_15753,CHEBI_15753__CHEBI_57499
CHEBI_57506,CHEBI_15768,CHEBI_15768__CHEBI_57506
CHEBI_59458,CHEBI_15769,CHEBI_15769__CHEBI_59458
CHEBI_57508,CHEBI_15770,CHEBI_15770__CHEBI_57508
CHEBI_57509,CHEBI_15772,CHEBI_15772__CHEBI_57509
CHEBI_57511,CHEBI_15776,CHEBI_15776__CHEBI_57511
CHEBI_57513,CHEBI_15784,CHEBI_15784__CHEBI_57513
CHEBI_57516,CHEBI_15787,CHEBI_15787__CHEBI_57516
CHEBI_57518,CHEBI_15799,CHEBI_15799__CHEBI_57518
CHEBI_57521,CHEBI_15807,CHEBI_15807__CHEBI_57521
CHEBI_57523,CHEBI_15809,CHEBI_15809__CHEBI_57523
CHEBI_57524,CHEBI_15811,CHEBI_15811__CHEBI_57524
CHEBI_57528,CHEBI_15821,CHEBI_15821__CHEBI_57528
CHEBI_57529,CHEBI_15822,CHEBI_15822__CHEBI_57529
CHEBI_57531,CHEBI_15829,CHEBI_15829__CHEBI_57531
CHEBI_57533,CHEBI_15831,CHEBI_15831__CHEBI_57533
CHEBI_57538,CHEBI_15842,CHEBI_15842__CHEBI_57538
CHEBI_57541,CHEBI_15847,CHEBI_15847__CHEBI_57541
CHEBI_57544,CHEBI_15863,CHEBI_15863__CHEBI_57544
CHEBI_57545,CHEBI_15864,CHEBI_15864__CHEBI_57545
CHEBI_57549,CHEBI_15874,CHEBI_15874__CHEBI_57549
CHEBI_57551,CHEBI_15880,CHEBI_15880__CHEBI_57551
CHEBI_57552,CHEBI_15881,CHEBI_15881__CHEBI_57552
CHEBI_57557,CHEBI_15899,CHEBI_15899__CHEBI_57557
CHEBI_57558,CHEBI_15900,CHEBI_15900__CHEBI_57558
CHEBI_57566,CHEBI_15918,CHEBI_15918__CHEBI_57566
CHEBI_57567,CHEBI_15919,CHEBI_15919__CHEBI_57567
CHEBI_57569,CHEBI_15925,CHEBI_15925__CHEBI_57569
