threshold,n_predictions_for_class,n_high_confidence,high_confidence_fraction,tp,fp,tn,fn,precision,recall,sensitivity,specificity,false_positive_rate,false_negative_rate,f1,balanced_accuracy,youden_j
29,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
30,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
31,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
32,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
33,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
34,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
35,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
36,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
37,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
38,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
39,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
40,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
41,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
42,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
43,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
44,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
45,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
46,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
47,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
48,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
49,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
50,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
51,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
52,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
53,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
54,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
55,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
56,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
57,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
58,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
59,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
60,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
61,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
62,4475,4475,1.0,4286,189,0,0,0.9577653631284916,1.0,1.0,0.0,1.0,0.0,0.9784271201917589,0.5,0.0
63,4475,4474,0.9997765363128491,4285,189,0,1,0.9577559231113097,0.9997666822211853,0.9997666822211853,0.0,1.0,0.0002333177788147457,0.978310502283105,0.4998833411105926,-0.00023331777881474558
64,4475,4474,0.9997765363128491,4285,189,0,1,0.9577559231113097,0.9997666822211853,0.9997666822211853,0.0,1.0,0.0002333177788147457,0.978310502283105,0.4998833411105926,-0.00023331777881474558
65,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
66,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
67,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
68,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
69,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
70,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
71,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
72,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
73,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
74,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
75,4475,4473,0.9995530726256984,4284,189,0,2,0.9577464788732394,0.9995333644423705,0.9995333644423705,0.0,1.0,0.0004666355576294914,0.9781938577463181,0.49976668222118525,-0.00046663555762949116
