id1,id2,pair_id,true_class,predicted_class,score_S,correct_prediction
CHEBI_102712,CHEBI_103223,CHEBI_102712_CHEBI_103223,diastereomer,diastereomer,100.0,1
CHEBI_187712,CHEBI_187499,CHEBI_187499_CHEBI_187712,diastereomer,diastereomer,82.0,1
CHEBI_209728,CHEBI_209734,CHEBI_209728_CHEBI_209734,diastereomer,diastereomer,100.0,1
CHEBI_176081,CHEBI_176074,CHEBI_176074_CHEBI_176081,diastereomer,diastereomer,76.0,1
CHEBI_218126,CHEBI_199691,CHEBI_199691_CHEBI_218126,diastereomer,diastereomer,100.0,1
CHEBI_209515,CHEBI_225855,CHEBI_209515_CHEBI_225855,diastereomer,diastereomer,91.0,1
CHEBI_103628,CHEBI_103551,CHEBI_103551_CHEBI_103628,diastereomer,diastereomer,100.0,1
CHEBI_199999,CHEBI_205294,CHEBI_199999_CHEBI_205294,diastereomer,diastereomer,100.0,1
CHEBI_208421,CHEBI_208413,CHEBI_208413_CHEBI_208421,diastereomer,diastereomer,100.0,1
CHEBI_120224,CHEBI_120198,CHEBI_120198_CHEBI_120224,diastereomer,diastereomer,100.0,1
CHEBI_98520,CHEBI_95381,CHEBI_95381_CHEBI_98520,diastereomer,diastereomer,77.0,1
CHEBI_217145,CHEBI_217150,CHEBI_217145_CHEBI_217150,diastereomer,diastereomer,79.0,1
CHEBI_204866,CHEBI_213129,CHEBI_204866_CHEBI_213129,diastereomer,diastereomer,100.0,1
CHEBI_99763,CHEBI_99331,CHEBI_99331_CHEBI_99763,diastereomer,diastereomer,100.0,1
CHEBI_122741,CHEBI_122746,CHEBI_122741_CHEBI_122746,diastereomer,diastereomer,100.0,1
CHEBI_217106,CHEBI_205167,CHEBI_205167_CHEBI_217106,diastereomer,diastereomer,100.0,1
CHEBI_197222,CHEBI_197167,CHEBI_197167_CHEBI_197222,diastereomer,diastereomer,100.0,1
CHEBI_50676,CHEBI_50677,CHEBI_50676_CHEBI_50677,diastereomer,diastereomer,100.0,1
CHEBI_198914,CHEBI_211518,CHEBI_198914_CHEBI_211518,diastereomer,diastereomer,86.0,1
CHEBI_201211,CHEBI_198805,CHEBI_198805_CHEBI_201211,diastereomer,diastereomer,100.0,1
CHEBI_119069,CHEBI_118948,CHEBI_118948_CHEBI_119069,diastereomer,diastereomer,100.0,1
CHEBI_200916,CHEBI_199930,CHEBI_199930_CHEBI_200916,diastereomer,diastereomer,100.0,1
CHEBI_102111,CHEBI_99224,CHEBI_102111_CHEBI_99224,diastereomer,diastereomer,100.0,1
CHEBI_119571,CHEBI_119721,CHEBI_119571_CHEBI_119721,diastereomer,diastereomer,100.0,1
CHEBI_200053,CHEBI_227876,CHEBI_200053_CHEBI_227876,diastereomer,diastereomer,100.0,1
CHEBI_110709,CHEBI_110826,CHEBI_110709_CHEBI_110826,diastereomer,diastereomer,100.0,1
CHEBI_223730,CHEBI_200354,CHEBI_200354_CHEBI_223730,diastereomer,diastereomer,100.0,1
CHEBI_118801,CHEBI_118703,CHEBI_118703_CHEBI_118801,diastereomer,diastereomer,100.0,1
CHEBI_167641,CHEBI_94471,CHEBI_167641_CHEBI_94471,diastereomer,diastereomer,100.0,1
CHEBI_46995,CHEBI_46987,CHEBI_46987_CHEBI_46995,enantiomer,diastereomer,100.0,0
CHEBI_199118,CHEBI_218675,CHEBI_199118_CHEBI_218675,diastereomer,diastereomer,82.0,1
CHEBI_205332,CHEBI_212282,CHEBI_205332_CHEBI_212282,diastereomer,diastereomer,100.0,1
CHEBI_100791,CHEBI_103219,CHEBI_100791_CHEBI_103219,diastereomer,diastereomer,100.0,1
CHEBI_141613,CHEBI_140440,CHEBI_140440_CHEBI_141613,diastereomer,diastereomer,100.0,1
CHEBI_100299,CHEBI_99426,CHEBI_100299_CHEBI_99426,diastereomer,diastereomer,100.0,1
CHEBI_68002,CHEBI_68003,CHEBI_68002_CHEBI_68003,diastereomer,diastereomer,100.0,1
CHEBI_205357,CHEBI_225779,CHEBI_205357_CHEBI_225779,diastereomer,diastereomer,79.0,1
CHEBI_128931,CHEBI_130506,CHEBI_128931_CHEBI_130506,diastereomer,diastereomer,100.0,1
CHEBI_220380,CHEBI_220374,CHEBI_220374_CHEBI_220380,diastereomer,diastereomer,100.0,1
CHEBI_174910,CHEBI_174914,CHEBI_174910_CHEBI_174914,diastereomer,diastereomer,100.0,1
CHEBI_156173,CHEBI_190371,CHEBI_156173_CHEBI_190371,diastereomer,diastereomer,81.0,1
CHEBI_110044,CHEBI_109924,CHEBI_109924_CHEBI_110044,diastereomer,diastereomer,100.0,1
CHEBI_90341,CHEBI_90343,CHEBI_90341_CHEBI_90343,diastereomer,diastereomer,100.0,1
CHEBI_210950,CHEBI_214491,CHEBI_210950_CHEBI_214491,diastereomer,diastereomer,100.0,1
CHEBI_213581,CHEBI_217459,CHEBI_213581_CHEBI_217459,diastereomer,diastereomer,100.0,1
CHEBI_172544,CHEBI_175042,CHEBI_172544_CHEBI_175042,diastereomer,diastereomer,100.0,1
CHEBI_78605,CHEBI_78603,CHEBI_78603_CHEBI_78605,diastereomer,diastereomer,100.0,1
CHEBI_208189,CHEBI_208195,CHEBI_208189_CHEBI_208195,diastereomer,diastereomer,100.0,1
CHEBI_101760,CHEBI_99363,CHEBI_101760_CHEBI_99363,diastereomer,diastereomer,100.0,1
CHEBI_98958,CHEBI_99020,CHEBI_98958_CHEBI_99020,diastereomer,diastereomer,100.0,1
CHEBI_97820,CHEBI_100282,CHEBI_100282_CHEBI_97820,diastereomer,diastereomer,100.0,1
CHEBI_3446,CHEBI_80736,CHEBI_3446_CHEBI_80736,diastereomer,diastereomer,100.0,1
CHEBI_67643,CHEBI_67642,CHEBI_67642_CHEBI_67643,diastereomer,diastereomer,100.0,1
CHEBI_65110,CHEBI_65112,CHEBI_65110_CHEBI_65112,diastereomer,diastereomer,100.0,1
CHEBI_78346,CHEBI_85971,CHEBI_78346_CHEBI_85971,diastereomer,diastereomer,100.0,1
CHEBI_108762,CHEBI_111556,CHEBI_108762_CHEBI_111556,diastereomer,diastereomer,100.0,1
CHEBI_68090,CHEBI_68091,CHEBI_68090_CHEBI_68091,diastereomer,diastereomer,100.0,1
CHEBI_130807,CHEBI_126099,CHEBI_126099_CHEBI_130807,diastereomer,diastereomer,100.0,1
CHEBI_126443,CHEBI_130348,CHEBI_126443_CHEBI_130348,diastereomer,diastereomer,100.0,1
