id1,id2,pair_id,true_class,predicted_class,score_S,correct_prediction
CHEBI_17742,CHEBI_36148,CHEBI_17742_CHEBI_36148,protomer,protomer,99.0,1
CHEBI_139624,CHEBI_78851,CHEBI_139624_CHEBI_78851,protomer,protomer,95.0,1
CHEBI_30969,CHEBI_50929,CHEBI_30969_CHEBI_50929,protomer,protomer,78.0,1
CHEBI_131444,CHEBI_16344,CHEBI_131444_CHEBI_16344,protomer,protomer,90.0,1
CHEBI_44515,CHEBI_44604,CHEBI_44515_CHEBI_44604,protomer,protomer,96.0,1
CHEBI_156557,CHEBI_135633,CHEBI_135633_CHEBI_156557,protomer,protomer,97.0,1
CHEBI_84293,CHEBI_83061,CHEBI_83061_CHEBI_84293,protomer,protomer,87.0,1
CHEBI_82703,CHEBI_83290,CHEBI_82703_CHEBI_83290,protomer,protomer,93.0,1
CHEBI_77670,CHEBI_47951,CHEBI_47951_CHEBI_77670,protomer,protomer,97.0,1
CHEBI_67176,CHEBI_68828,CHEBI_67176_CHEBI_68828,protomer,protomer,91.0,1
CHEBI_71490,CHEBI_71566,CHEBI_71490_CHEBI_71566,protomer,protomer,90.0,1
CHEBI_59887,CHEBI_59194,CHEBI_59194_CHEBI_59887,protomer,protomer,93.0,1
CHEBI_58807,CHEBI_50071,CHEBI_50071_CHEBI_58807,protomer,protomer,91.0,1
CHEBI_58524,CHEBI_27717,CHEBI_27717_CHEBI_58524,protomer,protomer,96.0,1
CHEBI_64287,CHEBI_64262,CHEBI_64262_CHEBI_64287,protomer,protomer,89.0,1
CHEBI_136557,CHEBI_133995,CHEBI_133995_CHEBI_136557,protomer,protomer,89.0,1
CHEBI_60331,CHEBI_61001,CHEBI_60331_CHEBI_61001,protomer,protomer,92.0,1
CHEBI_55447,CHEBI_55446,CHEBI_55446_CHEBI_55447,protomer,protomer,97.0,1
CHEBI_58356,CHEBI_18039,CHEBI_18039_CHEBI_58356,protomer,protomer,82.0,1
CHEBI_3887,CHEBI_146232,CHEBI_146232_CHEBI_3887,protomer,protomer,65.0,1
CHEBI_86387,CHEBI_68503,CHEBI_68503_CHEBI_86387,protomer,protomer,88.0,1
CHEBI_58075,CHEBI_17250,CHEBI_17250_CHEBI_58075,protomer,protomer,83.0,1
CHEBI_145990,CHEBI_146006,CHEBI_145990_CHEBI_146006,protomer,protomer,92.0,1
CHEBI_77136,CHEBI_77271,CHEBI_77136_CHEBI_77271,protomer,protomer,93.0,1
CHEBI_19733,CHEBI_28045,CHEBI_19733_CHEBI_28045,protomer,protomer,93.0,1
CHEBI_15075,CHEBI_33490,CHEBI_15075_CHEBI_33490,protomer,protomer,89.0,1
CHEBI_48624,CHEBI_48623,CHEBI_48623_CHEBI_48624,protomer,protomer,90.0,1
CHEBI_85134,CHEBI_85133,CHEBI_85133_CHEBI_85134,protomer,protomer,90.0,1
CHEBI_6754,CHEBI_149471,CHEBI_149471_CHEBI_6754,protomer,protomer,91.0,1
CHEBI_59127,CHEBI_59124,CHEBI_59124_CHEBI_59127,protomer,protomer,91.0,1
CHEBI_57745,CHEBI_16352,CHEBI_16352_CHEBI_57745,protomer,protomer,91.0,1
CHEBI_62934,CHEBI_15955,CHEBI_15955_CHEBI_62934,protomer,protomer,96.0,1
CHEBI_76627,CHEBI_63998,CHEBI_63998_CHEBI_76627,protomer,protomer,93.0,1
CHEBI_73110,CHEBI_61048,CHEBI_61048_CHEBI_73110,protomer,protomer,98.0,1
CHEBI_167464,CHEBI_2939,CHEBI_167464_CHEBI_2939,protomer,protomer,94.0,1
CHEBI_138588,CHEBI_139239,CHEBI_138588_CHEBI_139239,protomer,protomer,90.0,1
CHEBI_33207,CHEBI_33206,CHEBI_33206_CHEBI_33207,protomer,protomer,91.0,1
CHEBI_57373,CHEBI_15519,CHEBI_15519_CHEBI_57373,protomer,protomer,97.0,1
CHEBI_64387,CHEBI_39199,CHEBI_39199_CHEBI_64387,protomer,protomer,95.0,1
CHEBI_64203,CHEBI_64204,CHEBI_64203_CHEBI_64204,protomer,protomer,89.0,1
CHEBI_58158,CHEBI_17475,CHEBI_17475_CHEBI_58158,protomer,protomer,80.0,1
CHEBI_87466,CHEBI_87465,CHEBI_87465_CHEBI_87466,protomer,protomer,94.0,1
CHEBI_138663,CHEBI_139401,CHEBI_138663_CHEBI_139401,protomer,protomer,95.0,1
CHEBI_7542,CHEBI_147362,CHEBI_147362_CHEBI_7542,protomer,protomer,82.0,1
CHEBI_30904,CHEBI_36455,CHEBI_30904_CHEBI_36455,protomer,protomer,99.0,1
CHEBI_228806,CHEBI_85362,CHEBI_228806_CHEBI_85362,protomer,protomer,90.0,1
CHEBI_15862,CHEBI_566789,CHEBI_15862_CHEBI_566789,protomer,protomer,83.0,1
CHEBI_58284,CHEBI_17820,CHEBI_17820_CHEBI_58284,protomer,protomer,93.0,1
CHEBI_19950,CHEBI_28647,CHEBI_19950_CHEBI_28647,protomer,protomer,92.0,1
CHEBI_58698,CHEBI_44074,CHEBI_44074_CHEBI_58698,protomer,protomer,92.0,1
CHEBI_70788,CHEBI_70807,CHEBI_70788_CHEBI_70807,protomer,protomer,95.0,1
CHEBI_72777,CHEBI_72784,CHEBI_72777_CHEBI_72784,protomer,protomer,96.0,1
CHEBI_6933,CHEBI_73243,CHEBI_6933_CHEBI_73243,protomer,protomer,94.0,1
CHEBI_133849,CHEBI_133848,CHEBI_133848_CHEBI_133849,protomer,protomer,94.0,1
CHEBI_61331,CHEBI_61311,CHEBI_61311_CHEBI_61331,protomer,protomer,94.0,1
CHEBI_58911,CHEBI_55334,CHEBI_55334_CHEBI_58911,protomer,protomer,94.0,1
CHEBI_58319,CHEBI_17905,CHEBI_17905_CHEBI_58319,protomer,protomer,87.0,1
CHEBI_57969,CHEBI_16974,CHEBI_16974_CHEBI_57969,protomer,protomer,92.0,1
CHEBI_35291,CHEBI_15367,CHEBI_15367_CHEBI_35291,protomer,protomer,95.0,1
CHEBI_190525,CHEBI_7989,CHEBI_190525_CHEBI_7989,protomer,protomer,95.0,1
CHEBI_55522,CHEBI_55521,CHEBI_55521_CHEBI_55522,protomer,protomer,88.0,1
CHEBI_16872,CHEBI_52430,CHEBI_16872_CHEBI_52430,protomer,protomer,89.0,1
CHEBI_32637,CHEBI_16867,CHEBI_16867_CHEBI_32637,protomer,protomer,89.0,1
CHEBI_19283,CHEBI_23837,CHEBI_19283_CHEBI_23837,protomer,protomer,94.0,1
CHEBI_61140,CHEBI_61138,CHEBI_61138_CHEBI_61140,protomer,protomer,90.0,1
CHEBI_62766,CHEBI_62765,CHEBI_62765_CHEBI_62766,protomer,protomer,95.0,1
CHEBI_20051,CHEBI_37032,CHEBI_20051_CHEBI_37032,protomer,protomer,90.0,1
CHEBI_57424,CHEBI_15587,CHEBI_15587_CHEBI_57424,protomer,protomer,85.0,1
CHEBI_156056,CHEBI_155913,CHEBI_155913_CHEBI_156056,protomer,protomer,92.0,1
CHEBI_34725,CHEBI_176787,CHEBI_176787_CHEBI_34725,protomer,protomer,86.0,1
CHEBI_87283,CHEBI_87284,CHEBI_87283_CHEBI_87284,protomer,protomer,99.0,1
CHEBI_16804,CHEBI_57902,CHEBI_16804_CHEBI_57902,protomer,protomer,87.0,1
CHEBI_189047,CHEBI_64174,CHEBI_189047_CHEBI_64174,protomer,protomer,93.0,1
CHEBI_156230,CHEBI_32918,CHEBI_156230_CHEBI_32918,protomer,protomer,92.0,1
CHEBI_57783,CHEBI_16474,CHEBI_16474_CHEBI_57783,protomer,protomer,95.0,1
CHEBI_32820,CHEBI_16857,CHEBI_16857_CHEBI_32820,protomer,protomer,87.0,1
CHEBI_58245,CHEBI_17713,CHEBI_17713_CHEBI_58245,protomer,protomer,96.0,1
CHEBI_86994,CHEBI_90099,CHEBI_86994_CHEBI_90099,protomer,protomer,84.0,1
CHEBI_133751,CHEBI_86612,CHEBI_133751_CHEBI_86612,protomer,protomer,94.0,1
CHEBI_77600,CHEBI_38565,CHEBI_38565_CHEBI_77600,protomer,protomer,96.0,1
CHEBI_58474,CHEBI_18400,CHEBI_18400_CHEBI_58474,protomer,protomer,86.0,1
CHEBI_143557,CHEBI_145321,CHEBI_143557_CHEBI_145321,protomer,protomer,94.0,1
CHEBI_87093,CHEBI_87092,CHEBI_87092_CHEBI_87093,protomer,protomer,93.0,1
CHEBI_37319,CHEBI_18355,CHEBI_18355_CHEBI_37319,protomer,protomer,90.0,1
CHEBI_17929,CHEBI_58326,CHEBI_17929_CHEBI_58326,protomer,protomer,84.0,1
CHEBI_190393,CHEBI_193521,CHEBI_190393_CHEBI_193521,protomer,protomer,88.0,1
CHEBI_58056,CHEBI_17207,CHEBI_17207_CHEBI_58056,protomer,protomer,84.0,1
CHEBI_70791,CHEBI_52490,CHEBI_52490_CHEBI_70791,protomer,protomer,94.0,1
CHEBI_58026,CHEBI_17136,CHEBI_17136_CHEBI_58026,protomer,protomer,92.0,1
CHEBI_73472,CHEBI_180898,CHEBI_180898_CHEBI_73472,protomer,protomer,93.0,1
CHEBI_192557,CHEBI_192555,CHEBI_192555_CHEBI_192557,protomer,protomer,97.0,1
CHEBI_64001,CHEBI_64000,CHEBI_64000_CHEBI_64001,protomer,protomer,91.0,1
CHEBI_58201,CHEBI_17601,CHEBI_17601_CHEBI_58201,protomer,protomer,91.0,1
CHEBI_172392,CHEBI_166724,CHEBI_166724_CHEBI_172392,protomer,protomer,94.0,1
CHEBI_57519,CHEBI_15802,CHEBI_15802_CHEBI_57519,protomer,protomer,94.0,1
CHEBI_63611,CHEBI_63699,CHEBI_63611_CHEBI_63699,protomer,protomer,100.0,1
CHEBI_36538,CHEBI_1135,CHEBI_1135_CHEBI_36538,protomer,protomer,94.0,1
CHEBI_32623,CHEBI_28225,CHEBI_28225_CHEBI_32623,protomer,protomer,90.0,1
CHEBI_16723,CHEBI_33574,CHEBI_16723_CHEBI_33574,protomer,protomer,91.0,1
CHEBI_229232,CHEBI_229230,CHEBI_229230_CHEBI_229232,protomer,protomer,97.0,1
CHEBI_18387,CHEBI_48427,CHEBI_18387_CHEBI_48427,protomer,protomer,87.0,1
CHEBI_36501,CHEBI_16508,CHEBI_16508_CHEBI_36501,protomer,protomer,92.0,1
CHEBI_34543,CHEBI_194507,CHEBI_194507_CHEBI_34543,protomer,protomer,84.0,1
CHEBI_140722,CHEBI_28580,CHEBI_140722_CHEBI_28580,protomer,protomer,89.0,1
CHEBI_57513,CHEBI_15784,CHEBI_15784_CHEBI_57513,protomer,protomer,94.0,1
CHEBI_17162,CHEBI_30820,CHEBI_17162_CHEBI_30820,protomer,protomer,91.0,1
CHEBI_77032,CHEBI_77040,CHEBI_77032_CHEBI_77040,protomer,protomer,89.0,1
CHEBI_15766,CHEBI_57505,CHEBI_15766_CHEBI_57505,protomer,protomer,81.0,1
CHEBI_29491,CHEBI_76802,CHEBI_29491_CHEBI_76802,protomer,protomer,95.0,1
CHEBI_17879,CHEBI_30763,CHEBI_17879_CHEBI_30763,protomer,protomer,89.0,1
CHEBI_140412,CHEBI_140269,CHEBI_140269_CHEBI_140412,protomer,protomer,91.0,1
CHEBI_58818,CHEBI_50271,CHEBI_50271_CHEBI_58818,protomer,protomer,90.0,1
CHEBI_178082,CHEBI_68236,CHEBI_178082_CHEBI_68236,protomer,protomer,97.0,1
CHEBI_188074,CHEBI_50122,CHEBI_188074_CHEBI_50122,protomer,protomer,93.0,1
CHEBI_59175,CHEBI_240107,CHEBI_240107_CHEBI_59175,protomer,protomer,94.0,1
CHEBI_60837,CHEBI_28181,CHEBI_28181_CHEBI_60837,protomer,protomer,96.0,1
CHEBI_136432,CHEBI_137211,CHEBI_136432_CHEBI_137211,protomer,protomer,92.0,1
CHEBI_143722,CHEBI_143902,CHEBI_143722_CHEBI_143902,protomer,protomer,94.0,1
CHEBI_39049,CHEBI_43960,CHEBI_39049_CHEBI_43960,protomer,protomer,94.0,1
CHEBI_167554,CHEBI_167557,CHEBI_167554_CHEBI_167557,protomer,protomer,96.0,1
CHEBI_5396,CHEBI_79324,CHEBI_5396_CHEBI_79324,protomer,protomer,96.0,1
CHEBI_58444,CHEBI_18321,CHEBI_18321_CHEBI_58444,protomer,protomer,92.0,1
CHEBI_60488,CHEBI_15982,CHEBI_15982_CHEBI_60488,protomer,protomer,98.0,1
CHEBI_32913,CHEBI_43043,CHEBI_32913_CHEBI_43043,protomer,protomer,89.0,1
CHEBI_16150,CHEBI_30746,CHEBI_16150_CHEBI_30746,protomer,protomer,89.0,1
CHEBI_73604,CHEBI_191202,CHEBI_191202_CHEBI_73604,protomer,protomer,83.0,1
CHEBI_744019,CHEBI_60631,CHEBI_60631_CHEBI_744019,protomer,protomer,90.0,1
CHEBI_74009,CHEBI_74097,CHEBI_74009_CHEBI_74097,protomer,protomer,94.0,1
CHEBI_59711,CHEBI_52141,CHEBI_52141_CHEBI_59711,protomer,protomer,88.0,1
CHEBI_90793,CHEBI_91133,CHEBI_90793_CHEBI_91133,protomer,protomer,95.0,1
CHEBI_58768,CHEBI_49008,CHEBI_49008_CHEBI_58768,protomer,protomer,92.0,1
CHEBI_64187,CHEBI_64190,CHEBI_64187_CHEBI_64190,protomer,protomer,92.0,1
CHEBI_133883,CHEBI_136426,CHEBI_133883_CHEBI_136426,protomer,protomer,92.0,1
CHEBI_17738,CHEBI_37041,CHEBI_17738_CHEBI_37041,protomer,protomer,91.0,1
CHEBI_57511,CHEBI_15776,CHEBI_15776_CHEBI_57511,protomer,protomer,92.0,1
CHEBI_141057,CHEBI_141055,CHEBI_141055_CHEBI_141057,protomer,protomer,88.0,1
CHEBI_68660,CHEBI_68659,CHEBI_68659_CHEBI_68660,protomer,protomer,98.0,1
CHEBI_134512,CHEBI_2469,CHEBI_134512_CHEBI_2469,protomer,protomer,95.0,1
CHEBI_73939,CHEBI_73978,CHEBI_73939_CHEBI_73978,protomer,protomer,92.0,1
CHEBI_58215,CHEBI_17633,CHEBI_17633_CHEBI_58215,protomer,protomer,93.0,1
CHEBI_190402,CHEBI_190403,CHEBI_190402_CHEBI_190403,protomer,protomer,93.0,1
CHEBI_64772,CHEBI_64855,CHEBI_64772_CHEBI_64855,protomer,protomer,91.0,1
CHEBI_85380,CHEBI_85377,CHEBI_85377_CHEBI_85380,protomer,protomer,92.0,1
CHEBI_50524,CHEBI_18135,CHEBI_18135_CHEBI_50524,protomer,protomer,89.0,1
CHEBI_166847,CHEBI_166846,CHEBI_166846_CHEBI_166847,protomer,protomer,90.0,1
CHEBI_21217,CHEBI_74169,CHEBI_21217_CHEBI_74169,protomer,protomer,89.0,1
CHEBI_143025,CHEBI_133462,CHEBI_133462_CHEBI_143025,protomer,protomer,93.0,1
CHEBI_27455,CHEBI_30956,CHEBI_27455_CHEBI_30956,protomer,protomer,88.0,1
CHEBI_57422,CHEBI_15582,CHEBI_15582_CHEBI_57422,protomer,protomer,86.0,1
CHEBI_141966,CHEBI_146230,CHEBI_141966_CHEBI_146230,protomer,protomer,91.0,1
CHEBI_157619,CHEBI_157622,CHEBI_157619_CHEBI_157622,protomer,protomer,89.0,1
CHEBI_530615,CHEBI_3696,CHEBI_3696_CHEBI_530615,protomer,protomer,95.0,1
CHEBI_75052,CHEBI_75150,CHEBI_75052_CHEBI_75150,protomer,protomer,93.0,1
CHEBI_85414,CHEBI_85811,CHEBI_85414_CHEBI_85811,protomer,protomer,96.0,1
CHEBI_28995,CHEBI_30748,CHEBI_28995_CHEBI_30748,protomer,protomer,91.0,1
CHEBI_88310,CHEBI_88308,CHEBI_88308_CHEBI_88310,protomer,protomer,96.0,1
CHEBI_133670,CHEBI_82914,CHEBI_133670_CHEBI_82914,protomer,protomer,90.0,1
CHEBI_16659,CHEBI_32398,CHEBI_16659_CHEBI_32398,protomer,protomer,88.0,1
CHEBI_76058,CHEBI_75963,CHEBI_75963_CHEBI_76058,protomer,protomer,94.0,1
CHEBI_57680,CHEBI_16210,CHEBI_16210_CHEBI_57680,protomer,protomer,94.0,1
CHEBI_19761,CHEBI_37458,CHEBI_19761_CHEBI_37458,protomer,protomer,93.0,1
CHEBI_63469,CHEBI_19929,CHEBI_19929_CHEBI_63469,protomer,protomer,92.0,1
CHEBI_59512,CHEBI_3697,CHEBI_3697_CHEBI_59512,protomer,protomer,96.0,1
CHEBI_17865,CHEBI_48430,CHEBI_17865_CHEBI_48430,protomer,protomer,90.0,1
CHEBI_74406,CHEBI_74628,CHEBI_74406_CHEBI_74628,protomer,protomer,97.0,1
CHEBI_189824,CHEBI_189663,CHEBI_189663_CHEBI_189824,protomer,protomer,93.0,1
CHEBI_36487,CHEBI_36486,CHEBI_36486_CHEBI_36487,protomer,protomer,95.0,1
CHEBI_58180,CHEBI_17530,CHEBI_17530_CHEBI_58180,protomer,protomer,86.0,1
CHEBI_64782,CHEBI_63749,CHEBI_63749_CHEBI_64782,protomer,protomer,94.0,1
CHEBI_65046,CHEBI_65003,CHEBI_65003_CHEBI_65046,protomer,protomer,86.0,1
CHEBI_231591,CHEBI_65751,CHEBI_231591_CHEBI_65751,protomer,protomer,95.0,1
CHEBI_57992,CHEBI_17040,CHEBI_17040_CHEBI_57992,protomer,protomer,85.0,1
CHEBI_37154,CHEBI_18012,CHEBI_18012_CHEBI_37154,protomer,protomer,91.0,1
CHEBI_6426,CHEBI_192489,CHEBI_192489_CHEBI_6426,protomer,protomer,80.0,1
CHEBI_78348,CHEBI_40443,CHEBI_40443_CHEBI_78348,protomer,protomer,94.0,1
CHEBI_10554,CHEBI_231771,CHEBI_10554_CHEBI_231771,protomer,protomer,89.0,1
CHEBI_134289,CHEBI_66331,CHEBI_134289_CHEBI_66331,protomer,protomer,95.0,1
CHEBI_144658,CHEBI_145020,CHEBI_144658_CHEBI_145020,protomer,protomer,88.0,1
CHEBI_64270,CHEBI_64252,CHEBI_64252_CHEBI_64270,protomer,protomer,95.0,1
CHEBI_28331,CHEBI_63677,CHEBI_28331_CHEBI_63677,protomer,protomer,95.0,1
CHEBI_73971,CHEBI_73937,CHEBI_73937_CHEBI_73971,protomer,protomer,84.0,1
CHEBI_43089,CHEBI_194307,CHEBI_194307_CHEBI_43089,protomer,protomer,69.0,1
CHEBI_87099,CHEBI_87098,CHEBI_87098_CHEBI_87099,protomer,protomer,95.0,1
CHEBI_131766,CHEBI_132069,CHEBI_131766_CHEBI_132069,protomer,protomer,93.0,1
CHEBI_20070,CHEBI_37035,CHEBI_20070_CHEBI_37035,protomer,protomer,91.0,1
CHEBI_7459,CHEBI_90756,CHEBI_7459_CHEBI_90756,protomer,protomer,90.0,1
CHEBI_63617,CHEBI_63706,CHEBI_63617_CHEBI_63706,protomer,protomer,91.0,1
CHEBI_57886,CHEBI_16764,CHEBI_16764_CHEBI_57886,protomer,protomer,96.0,1
CHEBI_133991,CHEBI_133990,CHEBI_133990_CHEBI_133991,protomer,protomer,94.0,1
CHEBI_11851,CHEBI_16530,CHEBI_11851_CHEBI_16530,protomer,protomer,88.0,1
CHEBI_57896,CHEBI_16785,CHEBI_16785_CHEBI_57896,protomer,protomer,88.0,1
CHEBI_136900,CHEBI_137791,CHEBI_136900_CHEBI_137791,protomer,protomer,97.0,1
CHEBI_40538,CHEBI_225238,CHEBI_225238_CHEBI_40538,protomer,protomer,87.0,1
CHEBI_58675,CHEBI_37525,CHEBI_37525_CHEBI_58675,protomer,protomer,83.0,1
CHEBI_192492,CHEBI_192375,CHEBI_192375_CHEBI_192492,protomer,protomer,90.0,1
CHEBI_58277,CHEBI_17803,CHEBI_17803_CHEBI_58277,protomer,protomer,91.0,1
CHEBI_70780,CHEBI_70797,CHEBI_70780_CHEBI_70797,protomer,protomer,95.0,1
CHEBI_57460,CHEBI_15646,CHEBI_15646_CHEBI_57460,protomer,protomer,95.0,1
CHEBI_77959,CHEBI_77958,CHEBI_77958_CHEBI_77959,protomer,protomer,96.0,1
CHEBI_196969,CHEBI_165543,CHEBI_165543_CHEBI_196969,protomer,protomer,94.0,1
CHEBI_17216,CHEBI_58059,CHEBI_17216_CHEBI_58059,protomer,protomer,81.0,1
CHEBI_138323,CHEBI_139045,CHEBI_138323_CHEBI_139045,protomer,protomer,96.0,1
CHEBI_58307,CHEBI_17877,CHEBI_17877_CHEBI_58307,protomer,protomer,97.0,1
CHEBI_131651,CHEBI_131963,CHEBI_131651_CHEBI_131963,protomer,protomer,83.0,1
CHEBI_29924,CHEBI_26642,CHEBI_26642_CHEBI_29924,protomer,protomer,89.0,1
CHEBI_18034,CHEBI_30907,CHEBI_18034_CHEBI_30907,protomer,protomer,87.0,1
CHEBI_229720,CHEBI_145042,CHEBI_145042_CHEBI_229720,protomer,protomer,94.0,1
CHEBI_53657,CHEBI_474053,CHEBI_474053_CHEBI_53657,protomer,protomer,97.0,1
CHEBI_30795,CHEBI_30794,CHEBI_30794_CHEBI_30795,protomer,protomer,89.0,1
CHEBI_133687,CHEBI_82942,CHEBI_133687_CHEBI_82942,protomer,protomer,94.0,1
CHEBI_142975,CHEBI_144638,CHEBI_142975_CHEBI_144638,protomer,protomer,96.0,1
CHEBI_156548,CHEBI_31746,CHEBI_156548_CHEBI_31746,protomer,protomer,83.0,1
CHEBI_57763,CHEBI_16419,CHEBI_16419_CHEBI_57763,protomer,protomer,95.0,1
CHEBI_133051,CHEBI_133054,CHEBI_133051_CHEBI_133054,protomer,protomer,79.0,1
CHEBI_72833,CHEBI_73218,CHEBI_72833_CHEBI_73218,protomer,protomer,94.0,1
CHEBI_192756,CHEBI_7545,CHEBI_192756_CHEBI_7545,protomer,protomer,95.0,1
CHEBI_144643,CHEBI_43355,CHEBI_144643_CHEBI_43355,protomer,protomer,92.0,1
CHEBI_18188,CHEBI_33094,CHEBI_18188_CHEBI_33094,protomer,protomer,89.0,1
CHEBI_147401,CHEBI_46319,CHEBI_147401_CHEBI_46319,protomer,protomer,95.0,1
CHEBI_58055,CHEBI_17204,CHEBI_17204_CHEBI_58055,protomer,protomer,89.0,1
CHEBI_2009,CHEBI_86004,CHEBI_2009_CHEBI_86004,protomer,protomer,94.0,1
CHEBI_60535,CHEBI_30404,CHEBI_30404_CHEBI_60535,protomer,protomer,94.0,1
CHEBI_133481,CHEBI_133474,CHEBI_133474_CHEBI_133481,protomer,protomer,93.0,1
CHEBI_64457,CHEBI_64455,CHEBI_64455_CHEBI_64457,protomer,protomer,88.0,1
CHEBI_64820,CHEBI_64818,CHEBI_64818_CHEBI_64820,protomer,protomer,91.0,1
CHEBI_57410,CHEBI_15559,CHEBI_15559_CHEBI_57410,protomer,protomer,94.0,1
CHEBI_70507,CHEBI_142771,CHEBI_142771_CHEBI_70507,protomer,protomer,91.0,1
CHEBI_62210,CHEBI_62212,CHEBI_62210_CHEBI_62212,protomer,protomer,91.0,1
CHEBI_57607,CHEBI_16021,CHEBI_16021_CHEBI_57607,protomer,protomer,93.0,1
CHEBI_88119,CHEBI_90167,CHEBI_88119_CHEBI_90167,protomer,protomer,95.0,1
CHEBI_176905,CHEBI_46322,CHEBI_176905_CHEBI_46322,protomer,protomer,96.0,1
CHEBI_16714,CHEBI_57871,CHEBI_16714_CHEBI_57871,protomer,protomer,91.0,1
CHEBI_76892,CHEBI_29505,CHEBI_29505_CHEBI_76892,protomer,protomer,93.0,1
CHEBI_63894,CHEBI_45133,CHEBI_45133_CHEBI_63894,protomer,protomer,88.0,1
CHEBI_52441,CHEBI_3491,CHEBI_3491_CHEBI_52441,protomer,protomer,95.0,1
CHEBI_146157,CHEBI_156219,CHEBI_146157_CHEBI_156219,protomer,protomer,96.0,1
CHEBI_64979,CHEBI_64978,CHEBI_64978_CHEBI_64979,protomer,protomer,91.0,1
CHEBI_15692,CHEBI_57473,CHEBI_15692_CHEBI_57473,protomer,protomer,94.0,1
CHEBI_32373,CHEBI_36090,CHEBI_32373_CHEBI_36090,protomer,protomer,91.0,1
CHEBI_57469,CHEBI_15661,CHEBI_15661_CHEBI_57469,protomer,protomer,88.0,1
CHEBI_61268,CHEBI_61281,CHEBI_61268_CHEBI_61281,protomer,protomer,93.0,1
CHEBI_35854,CHEBI_233453,CHEBI_233453_CHEBI_35854,protomer,protomer,95.0,1
CHEBI_16169,CHEBI_44747,CHEBI_16169_CHEBI_44747,protomer,protomer,92.0,1
CHEBI_234081,CHEBI_9908,CHEBI_234081_CHEBI_9908,protomer,protomer,96.0,1
CHEBI_136969,CHEBI_137960,CHEBI_136969_CHEBI_137960,protomer,protomer,96.0,1
CHEBI_132005,CHEBI_132306,CHEBI_132005_CHEBI_132306,protomer,protomer,94.0,1
CHEBI_15602,CHEBI_49259,CHEBI_15602_CHEBI_49259,protomer,protomer,94.0,1
CHEBI_33565,CHEBI_27802,CHEBI_27802_CHEBI_33565,protomer,protomer,91.0,1
CHEBI_16918,CHEBI_30778,CHEBI_16918_CHEBI_30778,protomer,protomer,90.0,1
CHEBI_60489,CHEBI_15434,CHEBI_15434_CHEBI_60489,protomer,protomer,64.0,1
CHEBI_133476,CHEBI_28297,CHEBI_133476_CHEBI_28297,protomer,protomer,92.0,1
CHEBI_51350,CHEBI_49566,CHEBI_49566_CHEBI_51350,protomer,protomer,96.0,1
CHEBI_131725,CHEBI_27609,CHEBI_131725_CHEBI_27609,protomer,protomer,95.0,1
CHEBI_229652,CHEBI_229656,CHEBI_229652_CHEBI_229656,protomer,protomer,91.0,1
CHEBI_63070,CHEBI_16958,CHEBI_16958_CHEBI_63070,protomer,protomer,88.0,1
CHEBI_58181,CHEBI_17531,CHEBI_17531_CHEBI_58181,protomer,protomer,95.0,1
CHEBI_79081,CHEBI_28699,CHEBI_28699_CHEBI_79081,protomer,protomer,84.0,1
CHEBI_58301,CHEBI_17864,CHEBI_17864_CHEBI_58301,protomer,protomer,95.0,1
CHEBI_77948,CHEBI_310312,CHEBI_310312_CHEBI_77948,protomer,protomer,93.0,1
CHEBI_141780,CHEBI_142580,CHEBI_141780_CHEBI_142580,protomer,protomer,94.0,1
CHEBI_57626,CHEBI_16063,CHEBI_16063_CHEBI_57626,protomer,protomer,97.0,1
CHEBI_77858,CHEBI_40070,CHEBI_40070_CHEBI_77858,protomer,protomer,90.0,1
CHEBI_141467,CHEBI_141473,CHEBI_141467_CHEBI_141473,protomer,protomer,96.0,1
CHEBI_29209,CHEBI_33486,CHEBI_29209_CHEBI_33486,protomer,protomer,89.0,1
CHEBI_58030,CHEBI_17142,CHEBI_17142_CHEBI_58030,protomer,protomer,89.0,1
CHEBI_84184,CHEBI_85059,CHEBI_84184_CHEBI_85059,protomer,protomer,92.0,1
CHEBI_61317,CHEBI_61505,CHEBI_61317_CHEBI_61505,protomer,protomer,97.0,1
CHEBI_68823,CHEBI_68685,CHEBI_68685_CHEBI_68823,protomer,protomer,96.0,1
CHEBI_141852,CHEBI_142278,CHEBI_141852_CHEBI_142278,protomer,protomer,95.0,1
CHEBI_92842,CHEBI_170000,CHEBI_170000_CHEBI_92842,protomer,protomer,90.0,1
CHEBI_134121,CHEBI_136711,CHEBI_134121_CHEBI_136711,protomer,protomer,95.0,1
CHEBI_132936,CHEBI_89836,CHEBI_132936_CHEBI_89836,protomer,protomer,90.0,1
CHEBI_11047,CHEBI_17290,CHEBI_11047_CHEBI_17290,protomer,protomer,89.0,1
CHEBI_43871,CHEBI_180694,CHEBI_180694_CHEBI_43871,protomer,protomer,92.0,1
CHEBI_58027,CHEBI_17138,CHEBI_17138_CHEBI_58027,protomer,protomer,91.0,1
CHEBI_58304,CHEBI_17872,CHEBI_17872_CHEBI_58304,protomer,protomer,89.0,1
CHEBI_77622,CHEBI_66904,CHEBI_66904_CHEBI_77622,protomer,protomer,97.0,1
CHEBI_71975,CHEBI_71974,CHEBI_71974_CHEBI_71975,protomer,protomer,100.0,1
CHEBI_58372,CHEBI_18080,CHEBI_18080_CHEBI_58372,protomer,protomer,92.0,1
