threshold,n_predictions_for_class,n_high_confidence,high_confidence_fraction,tp,fp,tn,fn,precision,recall,sensitivity,specificity,false_positive_rate,false_negative_rate,f1,balanced_accuracy,youden_j
74,1160,1157,0.9974137931034482,1156,1,0,3,0.9991356957649092,0.997411561691113,0.997411561691113,0.0,1.0,0.0025884383088869713,0.9982728842832469,0.4987057808455565,-0.0025884383088869978
75,1160,1157,0.9974137931034482,1156,1,0,3,0.9991356957649092,0.997411561691113,0.997411561691113,0.0,1.0,0.0025884383088869713,0.9982728842832469,0.4987057808455565,-0.0025884383088869978
76,1160,1157,0.9974137931034482,1156,1,0,3,0.9991356957649092,0.997411561691113,0.997411561691113,0.0,1.0,0.0025884383088869713,0.9982728842832469,0.4987057808455565,-0.0025884383088869978
77,1160,1157,0.9974137931034482,1156,1,0,3,0.9991356957649092,0.997411561691113,0.997411561691113,0.0,1.0,0.0025884383088869713,0.9982728842832469,0.4987057808455565,-0.0025884383088869978
78,1160,1157,0.9974137931034482,1156,1,0,3,0.9991356957649092,0.997411561691113,0.997411561691113,0.0,1.0,0.0025884383088869713,0.9982728842832469,0.4987057808455565,-0.0025884383088869978
79,1160,1156,0.996551724137931,1155,1,0,4,0.9991349480968859,0.996548748921484,0.996548748921484,0.0,1.0,0.003451251078515962,0.9978401727861772,0.498274374460742,-0.00345125107851596
80,1160,1156,0.996551724137931,1155,1,0,4,0.9991349480968859,0.996548748921484,0.996548748921484,0.0,1.0,0.003451251078515962,0.9978401727861772,0.498274374460742,-0.00345125107851596
81,1160,1156,0.996551724137931,1155,1,0,4,0.9991349480968859,0.996548748921484,0.996548748921484,0.0,1.0,0.003451251078515962,0.9978401727861772,0.498274374460742,-0.00345125107851596
82,1160,1156,0.996551724137931,1155,1,0,4,0.9991349480968859,0.996548748921484,0.996548748921484,0.0,1.0,0.003451251078515962,0.9978401727861772,0.498274374460742,-0.00345125107851596
83,1160,1156,0.996551724137931,1155,1,0,4,0.9991349480968859,0.996548748921484,0.996548748921484,0.0,1.0,0.003451251078515962,0.9978401727861772,0.498274374460742,-0.00345125107851596
84,1160,1155,0.9956896551724138,1154,1,0,5,0.9991341991341991,0.9956859361518551,0.9956859361518551,0.0,1.0,0.004314063848144953,0.9974070872947278,0.49784296807592754,-0.004314063848144922
85,1160,1154,0.9948275862068966,1153,1,0,6,0.9991334488734835,0.994823123382226,0.994823123382226,0.0,1.0,0.005176876617773943,0.9969736273238219,0.497411561691113,-0.0051768766177739955
86,1160,1154,0.9948275862068966,1153,1,0,6,0.9991334488734835,0.994823123382226,0.994823123382226,0.0,1.0,0.005176876617773943,0.9969736273238219,0.497411561691113,-0.0051768766177739955
87,1160,1152,0.993103448275862,1151,1,0,8,0.9991319444444444,0.9930974978429681,0.9930974978429681,0.0,1.0,0.006902502157031924,0.9961055819991346,0.49654874892148404,-0.00690250215703192
88,1160,1151,0.9922413793103448,1150,1,0,9,0.9991311902693311,0.9922346850733391,0.9922346850733391,0.0,1.0,0.007765314926660914,0.9956709956709957,0.49611734253666956,-0.007765314926660882
89,1160,1150,0.9913793103448276,1149,1,0,10,0.9991304347826087,0.99137187230371,0.99137187230371,0.0,1.0,0.008628127696289905,0.9952360329146817,0.495685936151855,-0.008628127696289956
90,1160,1150,0.9913793103448276,1149,1,0,10,0.9991304347826087,0.99137187230371,0.99137187230371,0.0,1.0,0.008628127696289905,0.9952360329146817,0.495685936151855,-0.008628127696289956
91,1160,1149,0.9905172413793103,1148,1,0,11,0.999129677980853,0.9905090595340811,0.9905090595340811,0.0,1.0,0.009490940465918895,0.9948006932409011,0.49525452976704054,-0.009490940465918918
92,1160,1148,0.9896551724137931,1147,1,0,12,0.9991289198606271,0.9896462467644521,0.9896462467644521,0.0,1.0,0.010353753235547885,0.9943649761595145,0.49482312338222606,-0.01035375323554788
