chebi_id,hmdb_id
CHEBI:175361,HMDB0035369
CHEBI:175365,HMDB0038466
CHEBI:175367,HMDB0034692
CHEBI:17537,HMDB0005768
CHEBI:175370,HMDB0013950
CHEBI:175371,HMDB0040601
CHEBI:175372,HMDB0040602
CHEBI:175374,HMDB0041189
CHEBI:175379,HMDB0031927
CHEBI:175380,HMDB0032715
CHEBI:175381,HMDB0032716
CHEBI:175383,HMDB0033094
CHEBI:175386,HMDB0033095
CHEBI:175388,HMDB0033290
CHEBI:175394,HMDB0040309
CHEBI:175395,HMDB0040310
CHEBI:175397,HMDB0032896
CHEBI:175398,HMDB0034605
CHEBI:175399,HMDB0030149
CHEBI:175401,HMDB0036474
CHEBI:175404,HMDB0036690
CHEBI:175405,HMDB0031917
CHEBI:175408,HMDB0037097
CHEBI:175409,HMDB0040795
CHEBI:17541,HMDB0301830
CHEBI:175411,HMDB0041795
CHEBI:175412,HMDB0041259
CHEBI:175416,HMDB0032766
CHEBI:175421,HMDB0039062
CHEBI:175424,HMDB0033011
CHEBI:175425,HMDB0033219
CHEBI:175428,HMDB0033236
CHEBI:175431,HMDB0034786
CHEBI:175434,HMDB0039014
CHEBI:175436,HMDB0041546
CHEBI:175439,HMDB0032011
CHEBI:17544,HMDB0000595
CHEBI:175442,HMDB0032895
CHEBI:175448,HMDB0040989
CHEBI:175454,HMDB0035809
CHEBI:175455,HMDB0012848
CHEBI:175456,HMDB0036017
CHEBI:175457,HMDB0029475
CHEBI:175458,HMDB0040641
CHEBI:175459,HMDB0036657
CHEBI:175460,HMDB0040954
CHEBI:175461,HMDB0036676
CHEBI:175469,HMDB0040777
CHEBI:175470,HMDB0029289
CHEBI:175471,HMDB0029290
CHEBI:175472,HMDB0032602
CHEBI:175474,HMDB0040792
CHEBI:175475,HMDB0041370
CHEBI:175476,HMDB0036689
CHEBI:175477,HMDB0034064
CHEBI:17548,HMDB0029940
CHEBI:175485,HMDB0030815
CHEBI:175487,HMDB0031673
CHEBI:175488,HMDB0038788
CHEBI:175489,HMDB0040994
CHEBI:17549,HMDB0001149
CHEBI:175490,HMDB0033616
CHEBI:175491,HMDB0030503
CHEBI:175492,HMDB0029182
CHEBI:175493,HMDB0029184
CHEBI:175494,HMDB0038793
CHEBI:175495,HMDB0030192
CHEBI:175504,HMDB0036885
CHEBI:175505,HMDB0038904
CHEBI:175511,HMDB0037511
CHEBI:175519,HMDB0041212
CHEBI:17552,HMDB0001201
CHEBI:175526,HMDB0035339
CHEBI:175528,HMDB0029993
CHEBI:175529,HMDB0040570
CHEBI:17553,HMDB0000224
CHEBI:175530,HMDB0040502
CHEBI:175532,HMDB0030797
CHEBI:175533,HMDB0032849
CHEBI:175534,HMDB0033756
CHEBI:175535,HMDB0040632
CHEBI:175536,HMDB0039913
CHEBI:175538,HMDB0041114
CHEBI:175542,HMDB0040613
CHEBI:175553,HMDB0040898
CHEBI:175555,HMDB0030716
CHEBI:175556,HMDB0035730
CHEBI:175557,HMDB0034414
CHEBI:17556,HMDB0033669
CHEBI:175560,HMDB0031958
CHEBI:175561,HMDB0039064
CHEBI:175563,HMDB0034065
CHEBI:175565,HMDB0039722
CHEBI:175567,HMDB0039724
CHEBI:175568,HMDB0039726
CHEBI:175570,HMDB0033027
CHEBI:175572,HMDB0035525
CHEBI:175575,HMDB0041123
CHEBI:175576,HMDB0041290
CHEBI:175578,HMDB0041487
CHEBI:175579,HMDB0040558
CHEBI:17558,HMDB0033751
CHEBI:175580,HMDB0035641
CHEBI:175581,HMDB0030333
CHEBI:175582,HMDB0033879
CHEBI:175583,HMDB0033880
CHEBI:175584,HMDB0041401
CHEBI:175587,HMDB0040634
CHEBI:175589,HMDB0033273
CHEBI:175590,HMDB0034584
CHEBI:175593,HMDB0034031
CHEBI:175595,HMDB0038222
CHEBI:175604,HMDB0030573
CHEBI:175605,HMDB0035467
CHEBI:175607,HMDB0038999
CHEBI:175608,HMDB0041276
CHEBI:17561,HMDB0000574
CHEBI:175617,HMDB0035476
CHEBI:17562,HMDB0000089
CHEBI:175622,HMDB0039918
CHEBI:175623,HMDB0039919
CHEBI:175624,HMDB0038381
CHEBI:175625,HMDB0039920
CHEBI:175626,HMDB0032717
CHEBI:175629,HMDB0039034
CHEBI:175631,HMDB0039100
CHEBI:175634,HMDB0040311
CHEBI:175635,HMDB0040796
CHEBI:175642,HMDB0033905
CHEBI:175646,HMDB0035995
CHEBI:175652,HMDB0037103
CHEBI:175654,HMDB0040759
CHEBI:175658,HMDB0032095
CHEBI:175659,HMDB0253231
CHEBI:17566,HMDB0006524
CHEBI:175671,HMDB0036944
CHEBI:175673,HMDB0040757
CHEBI:175676,HMDB0040758
CHEBI:175677,HMDB0041226
CHEBI:175679,HMDB0041279
CHEBI:17568,HMDB0000300
CHEBI:175686,HMDB0012622
CHEBI:175690,HMDB0030512
CHEBI:175691,HMDB0029601
CHEBI:175694,HMDB0029830
CHEBI:175695,HMDB0030080
CHEBI:175696,HMDB0036556
CHEBI:175699,HMDB0029564
CHEBI:175700,HMDB0038282
CHEBI:175702,HMDB0041364
CHEBI:175706,HMDB0038733
CHEBI:175708,HMDB0038734
CHEBI:175715,HMDB0039959
CHEBI:175716,HMDB0035258
CHEBI:175717,HMDB0035260
CHEBI:175726,HMDB0035526
CHEBI:175734,HMDB0041043
CHEBI:175737,HMDB0039891
CHEBI:17574,HMDB0002338
CHEBI:175740,HMDB0040895
CHEBI:175743,HMDB0034528
CHEBI:175750,HMDB0031941
CHEBI:175754,HMDB0036555
CHEBI:175759,HMDB0030439
CHEBI:175760,HMDB0034836
CHEBI:175761,HMDB0035499
CHEBI:175764,HMDB0038236
CHEBI:175765,HMDB0033654
CHEBI:175769,HMDB0029341
CHEBI:17577,HMDB0006868
CHEBI:175771,HMDB0033319
CHEBI:175772,HMDB0041099
CHEBI:175775,HMDB0034516
CHEBI:175777,HMDB0037456
CHEBI:17578,HMDB0034168
CHEBI:175780,HMDB0030200
CHEBI:175784,HMDB0030826
CHEBI:175785,HMDB0032733
CHEBI:175788,HMDB0035182
CHEBI:17579,HMDB0000561
CHEBI:175795,HMDB0036884
CHEBI:175796,HMDB0039090
CHEBI:175798,HMDB0033254
CHEBI:175799,HMDB0033276
CHEBI:17580,HMDB0036100
CHEBI:175803,HMDB0033841
CHEBI:175806,HMDB0033279
CHEBI:175808,HMDB0040912
CHEBI:175809,HMDB0034037
CHEBI:175811,HMDB0030649
CHEBI:175813,HMDB0039357
CHEBI:175814,HMDB0033534
CHEBI:175816,HMDB0033537
CHEBI:175817,HMDB0036463
CHEBI:17582,HMDB0304395
CHEBI:175820,HMDB0041139
CHEBI:175823,HMDB0033300
CHEBI:175824,HMDB0033301
CHEBI:175825,HMDB0033932
CHEBI:175826,HMDB0040600
CHEBI:175829,HMDB0032731
CHEBI:175830,HMDB0035160
CHEBI:175832,HMDB0033906
CHEBI:175835,HMDB0038971
CHEBI:175836,HMDB0039032
CHEBI:175838,HMDB0029788
CHEBI:175849,HMDB0039137
CHEBI:17585,HMDB0060482
CHEBI:175854,HMDB0036945
CHEBI:175855,HMDB0041002
CHEBI:175861,HMDB0032770
CHEBI:175862,HMDB0032773
CHEBI:175865,HMDB0029921
CHEBI:175867,HMDB0029929
CHEBI:17587,HMDB0003466
CHEBI:175871,HMDB0039703
CHEBI:175872,HMDB0039505
CHEBI:175873,HMDB0039708
CHEBI:175877,HMDB0041948
CHEBI:175878,HMDB0040899
CHEBI:175879,HMDB0035840
CHEBI:17588,HMDB0000742
CHEBI:175880,HMDB0041228
CHEBI:175881,HMDB0037597
CHEBI:175883,HMDB0036377
CHEBI:175891,HMDB0030186
CHEBI:175893,HMDB0034914
CHEBI:175894,HMDB0035479
CHEBI:175895,HMDB0036281
CHEBI:175897,HMDB0038950
CHEBI:175898,HMDB0034529
CHEBI:175899,HMDB0039617
CHEBI:17590,HMDB0001485
CHEBI:175901,HMDB0014584
CHEBI:175902,HMDB0039634
CHEBI:175904,HMDB0040134
CHEBI:175908,HMDB0040834
CHEBI:175909,HMDB0041100
CHEBI:175914,HMDB0029277
CHEBI:175915,HMDB0041277
CHEBI:175916,HMDB0037346
CHEBI:175918,HMDB0039058
CHEBI:175919,HMDB0034813
CHEBI:175920,HMDB0040355
CHEBI:175922,HMDB0035404
CHEBI:175923,HMDB0031401
CHEBI:175926,HMDB0041366
CHEBI:175932,HMDB0036335
CHEBI:175934,HMDB0040722
CHEBI:175935,HMDB0033284
CHEBI:175937,HMDB0039059
CHEBI:175938,HMDB0041197
CHEBI:17594,HMDB0002434
CHEBI:175940,HMDB0030711
CHEBI:175942,HMDB0030712
CHEBI:175943,HMDB0030714
CHEBI:175944,HMDB0030715
CHEBI:175945,HMDB0030825
CHEBI:175946,HMDB0033539
CHEBI:175947,HMDB0033540
CHEBI:175948,HMDB0033688
CHEBI:175950,HMDB0039029
CHEBI:175953,HMDB0038546
CHEBI:175954,HMDB0030565
CHEBI:175956,HMDB0036294
CHEBI:175959,HMDB0040776
CHEBI:17596,HMDB0000195
CHEBI:175963,HMDB0041363
CHEBI:175965,HMDB0037758
CHEBI:175966,HMDB0038266
CHEBI:175967,HMDB0039247
CHEBI:175968,HMDB0040569
CHEBI:17597,HMDB0011718
CHEBI:175972,HMDB0038717
CHEBI:175974,HMDB0038921
CHEBI:175975,HMDB0040896
CHEBI:175980,HMDB0030162
CHEBI:175983,HMDB0035415
CHEBI:175985,HMDB0039379
CHEBI:175986,HMDB0037100
CHEBI:175988,HMDB0040729
CHEBI:175989,HMDB0041713
CHEBI:175991,HMDB0039094
CHEBI:175994,HMDB0034117
CHEBI:175995,HMDB0037313
CHEBI:17600,HMDB0001551
CHEBI:176000,HMDB0031423
CHEBI:176001,HMDB0038330
CHEBI:176002,HMDB0039039
CHEBI:176003,HMDB0039172
CHEBI:176004,HMDB0040555
CHEBI:176005,HMDB0040863
CHEBI:176006,HMDB0041265
CHEBI:176008,HMDB0041091
CHEBI:17601,HMDB0003826
CHEBI:176012,HMDB0032021
CHEBI:176014,HMDB0041126
CHEBI:176015,HMDB0014256
CHEBI:176019,HMDB0033828
CHEBI:17602,HMDB0001169
CHEBI:176021,HMDB0031361
CHEBI:176025,HMDB0035297
CHEBI:176027,HMDB0035298
CHEBI:176028,HMDB0036833
CHEBI:176029,HMDB0030576
CHEBI:176030,HMDB0030607
CHEBI:176031,HMDB0035138
CHEBI:176032,HMDB0035139
CHEBI:176033,HMDB0030057
CHEBI:176034,HMDB0036910
CHEBI:176036,HMDB0036926
CHEBI:176037,HMDB0034935
CHEBI:176038,HMDB0034936
CHEBI:17604,HMDB0002038
CHEBI:176042,HMDB0036745
CHEBI:176043,HMDB0034514
CHEBI:176047,HMDB0038392
CHEBI:176048,HMDB0040862
CHEBI:176049,HMDB0041053
CHEBI:176051,HMDB0036398
CHEBI:176056,HMDB0039028
CHEBI:176058,HMDB0039038
CHEBI:17606,HMDB0000675
CHEBI:176061,HMDB0039013
CHEBI:176063,HMDB0040747
CHEBI:176064,HMDB0031390
CHEBI:176065,HMDB0032094
CHEBI:176067,HMDB0013045
CHEBI:176068,HMDB0041367
CHEBI:176070,HMDB0039231
CHEBI:176071,HMDB0029342
CHEBI:176077,HMDB0029577
CHEBI:176078,HMDB0029679
CHEBI:176079,HMDB0033982
CHEBI:176082,HMDB0034405
CHEBI:176084,HMDB0038293
CHEBI:176085,HMDB0030538
CHEBI:176086,HMDB0035316
CHEBI:176087,HMDB0038740
CHEBI:176088,HMDB0038887
CHEBI:176089,HMDB0038898
CHEBI:176090,HMDB0036870
CHEBI:176091,HMDB0036877
CHEBI:176092,HMDB0040542
CHEBI:176094,HMDB0041722
CHEBI:176097,HMDB0036971
CHEBI:176098,HMDB0031723
CHEBI:176101,HMDB0039927
CHEBI:176102,HMDB0040162
CHEBI:176109,HMDB0039593
CHEBI:176118,HMDB0041311
CHEBI:176119,HMDB0038564
CHEBI:176123,HMDB0032503
CHEBI:176125,HMDB0029298
CHEBI:176126,HMDB0040118
CHEBI:176127,HMDB0037347
CHEBI:176128,HMDB0037471
CHEBI:176129,HMDB0038741
CHEBI:17613,HMDB0012187
CHEBI:176130,HMDB0041738
CHEBI:176133,HMDB0031586
CHEBI:176134,HMDB0040561
CHEBI:176135,HMDB0041536
CHEBI:17614,HMDB0012177
CHEBI:176147,HMDB0040817
CHEBI:176151,HMDB0032832
CHEBI:176153,HMDB0037908
CHEBI:176155,HMDB0036842
CHEBI:176157,HMDB0031381
CHEBI:176158,HMDB0036882
CHEBI:17616,HMDB0003648
CHEBI:176160,HMDB0032771
CHEBI:176161,HMDB0032774
CHEBI:176162,HMDB0031896
CHEBI:176166,HMDB0033323
CHEBI:176167,HMDB0030238
CHEBI:176169,HMDB0037417
CHEBI:17617,HMDB0060267
CHEBI:176175,HMDB0032714
CHEBI:176176,HMDB0034302
CHEBI:176177,HMDB0034560
CHEBI:176178,HMDB0034924
CHEBI:176180,HMDB0005772
CHEBI:176182,HMDB0031393
CHEBI:176183,HMDB0035236
CHEBI:176184,HMDB0036282
CHEBI:176186,HMDB0030362
CHEBI:176193,HMDB0041424
CHEBI:176195,HMDB0013021
CHEBI:176196,HMDB0039925
CHEBI:17620,HMDB0000954
CHEBI:176200,HMDB0039150
CHEBI:176201,HMDB0034978
CHEBI:176205,HMDB0029493
CHEBI:176206,HMDB0037343
CHEBI:176208,HMDB0037344
CHEBI:176209,HMDB0040138
CHEBI:17621,HMDB0001520
CHEBI:176210,HMDB0040139
CHEBI:176212,HMDB0030940
CHEBI:176214,HMDB0034967
CHEBI:176215,HMDB0037117
CHEBI:176216,HMDB0037413
CHEBI:176217,HMDB0038667
CHEBI:176218,HMDB0037414
CHEBI:176219,HMDB0037416
CHEBI:17622,HMDB0001409
CHEBI:176220,HMDB0037448
CHEBI:176221,HMDB0039341
CHEBI:176222,HMDB0037453
CHEBI:176223,HMDB0038810
CHEBI:176224,HMDB0039472
CHEBI:176225,HMDB0038819
CHEBI:176226,HMDB0039909
CHEBI:176227,HMDB0035900
CHEBI:176230,HMDB0029235
CHEBI:176233,HMDB0034354
CHEBI:176235,HMDB0037367
CHEBI:176236,HMDB0037789
CHEBI:176237,HMDB0037795
CHEBI:17624,HMDB0012218
CHEBI:176240,HMDB0037533
CHEBI:176241,HMDB0037583
CHEBI:176242,HMDB0034374
CHEBI:176244,HMDB0039507
CHEBI:176245,HMDB0029654
CHEBI:176246,HMDB0037355
CHEBI:176247,HMDB0037364
CHEBI:17625,HMDB0001191
CHEBI:176251,HMDB0039921
CHEBI:176254,HMDB0039520
CHEBI:176258,HMDB0034091
CHEBI:17626,HMDB0000634
CHEBI:176260,HMDB0039103
CHEBI:176262,HMDB0036966
CHEBI:176263,HMDB0029606
CHEBI:176264,HMDB0029621
CHEBI:176266,HMDB0038452
CHEBI:176267,HMDB0039329
CHEBI:176268,HMDB0039928
CHEBI:176269,HMDB0039962
CHEBI:17627,HMDB0003178
CHEBI:176272,HMDB0034642
CHEBI:176273,HMDB0037910
CHEBI:176274,HMDB0039553
CHEBI:176275,HMDB0041132
CHEBI:176278,HMDB0040941
CHEBI:176279,HMDB0041040
CHEBI:17628,HMDB0248308
CHEBI:176282,HMDB0038619
CHEBI:176286,HMDB0035961
CHEBI:176288,HMDB0030129
CHEBI:176290,HMDB0034842
CHEBI:176291,HMDB0036405
CHEBI:17630,HMDB0015303
CHEBI:176300,HMDB0037741
CHEBI:176301,HMDB0039970
CHEBI:176303,HMDB0031687
CHEBI:176305,HMDB0038064
CHEBI:176317,HMDB0038065
CHEBI:176318,HMDB0031827
CHEBI:176319,HMDB0031828
CHEBI:17632,HMDB0015021
CHEBI:17632,HMDB0002878
CHEBI:176322,HMDB0041730
CHEBI:176323,HMDB0038739
CHEBI:176324,HMDB0040123
CHEBI:176325,HMDB0034546
CHEBI:176326,HMDB0041028
CHEBI:176328,HMDB0041020
CHEBI:17633,HMDB0059641
CHEBI:17633,HMDB0059638
CHEBI:176330,HMDB0038317
CHEBI:176331,HMDB0041019
CHEBI:176337,HMDB0035663
CHEBI:176354,HMDB0041731
CHEBI:17636,HMDB0012096
CHEBI:17636,HMDB0012092
CHEBI:17636,HMDB0012089
CHEBI:176363,HMDB0029260
CHEBI:17637,HMDB0032594
CHEBI:176371,HMDB0037460
CHEBI:176385,HMDB0029031
CHEBI:176386,HMDB0041759
CHEBI:176407,HMDB0035887
CHEBI:176411,HMDB0028701
CHEBI:17642,HMDB0041974
CHEBI:176435,HMDB0240433
CHEBI:176436,HMDB0240461
CHEBI:176441,HMDB0028867
CHEBI:176446,HMDB0028866
CHEBI:176448,HMDB0240709
CHEBI:17645,HMDB0003681
CHEBI:176456,HMDB0240641
CHEBI:176463,HMDB0002377
CHEBI:176472,HMDB0041721
CHEBI:176485,HMDB0041708
CHEBI:176486,HMDB0030277
CHEBI:176487,HMDB0240463
CHEBI:17650,HMDB0000063
CHEBI:176517,HMDB0033208
CHEBI:17656,HMDB0062635
CHEBI:17658,HMDB0034108
CHEBI:17659,HMDB0000295
CHEBI:17660,HMDB0245646
CHEBI:17661,HMDB0001499
CHEBI:17672,HMDB0001096
CHEBI:17677,HMDB0000082
CHEBI:17678,HMDB0031720
CHEBI:176781,HMDB0032207
CHEBI:17682,HMDB0032039
CHEBI:17685,HMDB0001091
CHEBI:17687,HMDB0000138
CHEBI:17688,HMDB0001934
CHEBI:176887,HMDB0302093
CHEBI:17691,HMDB0059747
CHEBI:17694,HMDB0000985
CHEBI:17696,HMDB0041861
CHEBI:17697,HMDB0001238
CHEBI:17698,HMDB0014589
CHEBI:17700,HMDB0033713
CHEBI:17709,HMDB0001003
CHEBI:17710,HMDB0000227
CHEBI:17710,HMDB0059629
CHEBI:17712,HMDB0000292
CHEBI:17713,HMDB0000905
CHEBI:17715,HMDB0240311
CHEBI:17716,HMDB0035312
CHEBI:17719,HMDB0003498
CHEBI:17720,HMDB0001294
CHEBI:17724,HMDB0000092
CHEBI:17725,HMDB0001081
CHEBI:177298,HMDB0244308
CHEBI:17730,HMDB0303771
CHEBI:17735,HMDB0001466
CHEBI:17737,HMDB0002719
CHEBI:17740,HMDB0011602
CHEBI:17741,HMDB0001888
CHEBI:17745,HMDB0012915
CHEBI:17746,HMDB0242170
CHEBI:17747,HMDB0249243
CHEBI:17748,HMDB0000273
CHEBI:17750,HMDB0000043
CHEBI:17752,HMDB0000206
CHEBI:17754,HMDB0000131
CHEBI:17755,HMDB0033142
CHEBI:17755,HMDB0303077
CHEBI:17759,HMDB0000032
CHEBI:17760,HMDB0254614
CHEBI:17762,HMDB0000871
CHEBI:17763,HMDB0032989
CHEBI:17764,HMDB0304061
CHEBI:17766,HMDB0244161
CHEBI:17768,HMDB0002064
CHEBI:17769,HMDB0001080
CHEBI:17775,HMDB0000289
CHEBI:17780,HMDB0000472
CHEBI:17781,HMDB0254199
CHEBI:17786,HMDB0011756
CHEBI:17790,HMDB0001875
CHEBI:17793,HMDB0249566
CHEBI:17794,HMDB0060180
CHEBI:17798,HMDB0001228
CHEBI:17802,HMDB0000767
CHEBI:17804,HMDB0001195
CHEBI:17805,HMDB0012208
CHEBI:17807,HMDB0003503
CHEBI:17808,HMDB0003335
CHEBI:17813,HMDB0001023
CHEBI:17813,HMDB0010315
CHEBI:17814,HMDB0003546
CHEBI:17816,HMDB0000968
CHEBI:17818,HMDB0029365
CHEBI:178199,HMDB0304845
CHEBI:17821,HMDB0010337
CHEBI:17821,HMDB0000262
CHEBI:17823,HMDB0001903
CHEBI:17824,HMDB0000863
CHEBI:17825,HMDB0059612
CHEBI:17826,HMDB0012259
CHEBI:17835,HMDB0003391
CHEBI:17836,HMDB0304171
CHEBI:1784,HMDB0013195
CHEBI:17840,HMDB0004094
CHEBI:17842,HMDB0060520
CHEBI:17846,HMDB0002670
CHEBI:17847,HMDB0001858
CHEBI:178513,HMDB0059710
CHEBI:17854,HMDB0003315
CHEBI:17857,HMDB0304185
CHEBI:17858,HMDB0011691
CHEBI:17858,HMDB0003337
CHEBI:17858,HMDB0000656
CHEBI:17859,HMDB0000661
CHEBI:17862,HMDB0001480
CHEBI:17864,HMDB0002580
CHEBI:17868,HMDB0062190
CHEBI:17869,HMDB0012843
CHEBI:17871,HMDB0003453
CHEBI:17874,HMDB0012215
CHEBI:17877,HMDB0001197
CHEBI:17879,HMDB0034462
CHEBI:17879,HMDB0304180
CHEBI:17883,HMDB0002306
CHEBI:17884,HMDB0006344
CHEBI:17885,HMDB0059599
CHEBI:17889,HMDB0004290
CHEBI:17890,HMDB0003447
CHEBI:17895,HMDB0000158
CHEBI:17897,HMDB0010207
CHEBI:17898,HMDB0001358
CHEBI:17899,HMDB0001993
CHEBI:17902,HMDB0033458
CHEBI:17903,HMDB0032141
CHEBI:17905,HMDB0003745
CHEBI:17906,HMDB0002134
CHEBI:17907,HMDB0062765
CHEBI:17915,HMDB0060476
CHEBI:17917,HMDB0001263
CHEBI:17919,HMDB0035716
CHEBI:17924,HMDB0000247
CHEBI:17925,HMDB0003345
CHEBI:17927,HMDB0001276
CHEBI:17929,HMDB0001539
CHEBI:17931,HMDB0255151
CHEBI:17933,HMDB0003550
CHEBI:17935,HMDB0001140
CHEBI:17941,HMDB0014815
CHEBI:17945,HMDB0255105
CHEBI:17947,HMDB0012710
CHEBI:17948,HMDB0303943
CHEBI:17957,HMDB0032985
CHEBI:17960,HMDB0011111
CHEBI:17963,HMDB0243929
CHEBI:17964,HMDB0000070
CHEBI:17965,HMDB0301981
CHEBI:17967,HMDB0031219
CHEBI:17969,HMDB0060274
CHEBI:17973,HMDB0000645
CHEBI:17977,HMDB0256033
CHEBI:17978,HMDB0006955
CHEBI:17980,HMDB0001134
CHEBI:17981,HMDB0003011
CHEBI:17985,HMDB0000061
CHEBI:17987,HMDB0003119
CHEBI:17990,HMDB0301785
CHEBI:17992,HMDB0000258
CHEBI:17996,HMDB0000492
CHEBI:17997,HMDB0001371
CHEBI:17998,HMDB0000432
CHEBI:17998,HMDB0001318
CHEBI:1800,HMDB0246384
CHEBI:18002,HMDB0304482
CHEBI:18005,HMDB0304081
CHEBI:18009,HMDB0000217
CHEBI:18009,HMDB0304435
CHEBI:18010,HMDB0029263
CHEBI:18012,HMDB0000134
CHEBI:18013,HMDB0240453
CHEBI:18015,HMDB0032913
CHEBI:18019,HMDB0000182
CHEBI:18020,HMDB0001345
CHEBI:18022,HMDB0001453
CHEBI:18026,HMDB0000397
CHEBI:18032,HMDB0243613
CHEBI:18036,HMDB0003379
CHEBI:18040,HMDB0000450
CHEBI:18041,HMDB0003052
CHEBI:18043,HMDB0042006
CHEBI:18047,HMDB0012210
CHEBI:180471,HMDB0240367
CHEBI:18048,HMDB0034864
CHEBI:180480,HMDB0248358
CHEBI:18049,HMDB0034301
CHEBI:18050,HMDB0000641
CHEBI:18051,HMDB0012249
CHEBI:18053,HMDB0036458
CHEBI:18067,HMDB0003555
CHEBI:18069,HMDB0304126
CHEBI:18075,HMDB0001274
CHEBI:18077,HMDB0001342
CHEBI:1808,HMDB0246399
CHEBI:18081,HMDB0001063
CHEBI:18083,HMDB0011599
CHEBI:18086,HMDB0001190
CHEBI:18088,HMDB0005808
CHEBI:18089,HMDB0000714
CHEBI:18090,HMDB0001106
CHEBI:18091,HMDB0029611
CHEBI:18093,HMDB0006758
CHEBI:18094,HMDB0244212
CHEBI:18095,HMDB0000725
CHEBI:18095,HMDB0036576
CHEBI:18098,HMDB0012206
CHEBI:18101,HMDB0000020
CHEBI:18102,HMDB0000791
CHEBI:18105,HMDB0060467
CHEBI:18107,HMDB0000299
CHEBI:18110,HMDB0304153
CHEBI:18116,HMDB0001271
CHEBI:18119,HMDB0031307
CHEBI:18120,HMDB0012176
CHEBI:18123,HMDB0000875
CHEBI:18124,HMDB0256485
CHEBI:18125,HMDB0002641
CHEBI:18127,HMDB0002322
CHEBI:18128,HMDB0240541
CHEBI:18129,HMDB0062549
CHEBI:18132,HMDB0001565
CHEBI:18134,HMDB0011662
CHEBI:18135,HMDB0000957
CHEBI:18138,HMDB0249282
CHEBI:18139,HMDB0000906
CHEBI:18145,HMDB0001893
CHEBI:18148,HMDB0003514
CHEBI:18150,HMDB0304124
CHEBI:18152,HMDB0002755
CHEBI:18153,HMDB0029594
CHEBI:18155,HMDB0092961
CHEBI:18157,HMDB0004051
CHEBI:18160,HMDB0006707
CHEBI:18167,HMDB0037138
CHEBI:18169,HMDB0006814
CHEBI:18170,HMDB0062761
CHEBI:18171,HMDB0030589
CHEBI:18173,HMDB0062564
CHEBI:18173,HMDB0034219
CHEBI:18177,HMDB0255222
CHEBI:18183,HMDB0000267
CHEBI:18185,HMDB0001492
CHEBI:18186,HMDB0037556
CHEBI:18186,HMDB0250803
CHEBI:18187,HMDB0011116
CHEBI:18189,HMDB0001548
CHEBI:18198,HMDB0304170
CHEBI:18202,HMDB0011632
CHEBI:18204,HMDB0000995
CHEBI:18205,HMDB0006330
CHEBI:18208,HMDB0015186
CHEBI:18211,HMDB0250742
CHEBI:18212,HMDB0011119
CHEBI:18215,HMDB0304558
CHEBI:18220,HMDB0253637
CHEBI:18224,HMDB0249885
CHEBI:18225,HMDB0006234
CHEBI:18227,HMDB0030588
CHEBI:18228,HMDB0001143
CHEBI:18230,HMDB0038578
CHEBI:18231,HMDB0012190
CHEBI:18236,HMDB0033657
CHEBI:18237,HMDB0060475
CHEBI:18238,HMDB0060370
CHEBI:18240,HMDB0006055
CHEBI:18243,HMDB0000073
CHEBI:18247,HMDB0003841
CHEBI:18248,HMDB0015531
CHEBI:18250,HMDB0000652
CHEBI:18250,HMDB0000580
CHEBI:18252,HMDB0006271
CHEBI:18255,HMDB0029956
CHEBI:18257,HMDB0032455
CHEBI:18258,HMDB0000265
CHEBI:18261,HMDB0000026
CHEBI:18265,HMDB0000802
CHEBI:18266,HMDB0029915
CHEBI:18268,HMDB0006355
CHEBI:18276,HMDB0001362
CHEBI:18280,HMDB0001587
CHEBI:18283,HMDB0001124
CHEBI:18284,HMDB0001512
CHEBI:18292,HMDB0032797
CHEBI:18293,HMDB0030637
CHEBI:18295,HMDB0000870
CHEBI:18296,HMDB0060453
CHEBI:18297,HMDB0000213
CHEBI:18300,HMDB0000176
CHEBI:183000,HMDB0015253
CHEBI:18302,HMDB0012277
CHEBI:18303,HMDB0014291
CHEBI:18304,HMDB0001179
CHEBI:18305,HMDB0029943
CHEBI:18307,HMDB0000302
CHEBI:18308,HMDB0031647
CHEBI:1831,HMDB0060387
CHEBI:18311,HMDB0257047
CHEBI:18315,HMDB0013636
CHEBI:18316,HMDB0062766
CHEBI:18319,HMDB0000797
CHEBI:18320,HMDB0251493
CHEBI:18321,HMDB0011649
CHEBI:18323,HMDB0000194
CHEBI:18329,HMDB0000493
CHEBI:18332,HMDB0000248
CHEBI:18333,HMDB0000568
CHEBI:18334,HMDB0001364
CHEBI:18335,HMDB0001555
CHEBI:18336,HMDB0006802
CHEBI:18344,HMDB0000715
CHEBI:18346,HMDB0012308
CHEBI:18347,HMDB0001645
CHEBI:18349,HMDB0002022
CHEBI:18350,HMDB0243900
CHEBI:183515,HMDB0014856
CHEBI:18353,HMDB0032012
CHEBI:18357,HMDB0000216
CHEBI:18358,HMDB0014693
CHEBI:18361,HMDB0000250
CHEBI:18361,HMDB0304340
CHEBI:18364,HMDB0001286
CHEBI:18367,HMDB0001429
CHEBI:18371,HMDB0060459
CHEBI:18372,HMDB0000980
CHEBI:18374,HMDB0012276
CHEBI:18376,HMDB0000632
CHEBI:18377,HMDB0001200
CHEBI:183772,HMDB0015022
CHEBI:18378,HMDB0011605
CHEBI:18381,HMDB0001439
CHEBI:18384,HMDB0001313
CHEBI:18385,HMDB0000235
CHEBI:18386,HMDB0000842
CHEBI:18388,HMDB0002124
