cluster_index,cluster_members,cluster_size,present_members,unmapped_members,mnx_ids_hit,distinct_mnx_ids,n_distinct_mnx_ids,member_to_mnx,classification,jaccard_cluster_vs_mnx
17291,"['chebi:1737', 'keggC:C11679', 'seedM:cpd08490']",3,"['chebi:1737', 'keggC:C11679', 'seedM:cpd08490']",[],"['https://rdf.metanetx.org/chem/MNXM1370789', 'https://rdf.metanetx.org/chem/MNXM1370790']","['https://rdf.metanetx.org/chem/MNXM1370789', 'https://rdf.metanetx.org/chem/MNXM1370790']",2,"{'chebi:1737': 'https://rdf.metanetx.org/chem/MNXM1370789', 'keggC:C11679': 'https://rdf.metanetx.org/chem/MNXM1370789', 'seedM:cpd08490': 'https://rdf.metanetx.org/chem/MNXM1370790'}",mnx_id_disagreement,0.0
19172,"['chebi:58781', 'seedM:cpd11249']",2,"['chebi:58781', 'seedM:cpd11249']",[],"['https://rdf.metanetx.org/chem/MNXM1371629', 'https://rdf.metanetx.org/chem/MNXM1371630']","['https://rdf.metanetx.org/chem/MNXM1371629', 'https://rdf.metanetx.org/chem/MNXM1371630']",2,"{'chebi:58781': 'https://rdf.metanetx.org/chem/MNXM1371629', 'seedM:cpd11249': 'https://rdf.metanetx.org/chem/MNXM1371630'}",mnx_id_disagreement,0.0
21171,"['chebi:6447', 'keggD:D01010']",2,"['chebi:6447', 'keggD:D01010']",[],"['https://rdf.metanetx.org/chem/MNXM1129924', 'https://rdf.metanetx.org/chem/MNXM127307']","['https://rdf.metanetx.org/chem/MNXM1129924', 'https://rdf.metanetx.org/chem/MNXM127307']",2,"{'chebi:6447': 'https://rdf.metanetx.org/chem/MNXM1129924', 'keggD:D01010': 'https://rdf.metanetx.org/chem/MNXM127307'}",mnx_id_disagreement,0.0
21270,"['chebi:5819', 'keggD:D00672']",2,"['chebi:5819', 'keggD:D00672']",[],"['https://rdf.metanetx.org/chem/MNXM1584131', 'https://rdf.metanetx.org/chem/MNXM1584132']","['https://rdf.metanetx.org/chem/MNXM1584131', 'https://rdf.metanetx.org/chem/MNXM1584132']",2,"{'chebi:5819': 'https://rdf.metanetx.org/chem/MNXM1584132', 'keggD:D00672': 'https://rdf.metanetx.org/chem/MNXM1584131'}",mnx_id_disagreement,0.0
21809,"['chebi:16900', 'keggC:C02139', 'vmhM:chlphyllide']",3,"['chebi:16900', 'keggC:C02139', 'vmhM:chlphyllide']",[],"['https://rdf.metanetx.org/chem/MNXM1583485', 'https://rdf.metanetx.org/chem/MNXM1583486']","['https://rdf.metanetx.org/chem/MNXM1583485', 'https://rdf.metanetx.org/chem/MNXM1583486']",2,"{'chebi:16900': 'https://rdf.metanetx.org/chem/MNXM1583485', 'keggC:C02139': 'https://rdf.metanetx.org/chem/MNXM1583485', 'vmhM:chlphyllide': 'https://rdf.metanetx.org/chem/MNXM1583486'}",mnx_id_disagreement,0.0
22073,"['chebi:176233', 'hmdb:HMDB0034354', 'keggD:D06174']",3,"['chebi:176233', 'hmdb:HMDB0034354', 'keggD:D06174']",[],"['https://rdf.metanetx.org/chem/MNXM161685', 'https://rdf.metanetx.org/chem/MNXM87364']","['https://rdf.metanetx.org/chem/MNXM161685', 'https://rdf.metanetx.org/chem/MNXM87364']",2,"{'chebi:176233': 'https://rdf.metanetx.org/chem/MNXM87364', 'hmdb:HMDB0034354': 'https://rdf.metanetx.org/chem/MNXM87364', 'keggD:D06174': 'https://rdf.metanetx.org/chem/MNXM161685'}",mnx_id_disagreement,0.0
22536,"['chebi:91872', 'hmdb:HMDB0255791', 'sabiorkM:5717']",3,"['chebi:91872', 'hmdb:HMDB0255791', 'sabiorkM:5717']",[],"['https://rdf.metanetx.org/chem/MNXM173442', 'https://rdf.metanetx.org/chem/MNXM735003']","['https://rdf.metanetx.org/chem/MNXM173442', 'https://rdf.metanetx.org/chem/MNXM735003']",2,"{'chebi:91872': 'https://rdf.metanetx.org/chem/MNXM173442', 'hmdb:HMDB0255791': 'https://rdf.metanetx.org/chem/MNXM173442', 'sabiorkM:5717': 'https://rdf.metanetx.org/chem/MNXM735003'}",mnx_id_disagreement,0.0
22832,"['chebi:182504', 'chebi:2990', 'keggC:C10755']",3,"['chebi:182504', 'chebi:2990', 'keggC:C10755']",[],"['https://rdf.metanetx.org/chem/MNXM1369492', 'https://rdf.metanetx.org/chem/MNXM1369493']","['https://rdf.metanetx.org/chem/MNXM1369492', 'https://rdf.metanetx.org/chem/MNXM1369493']",2,"{'chebi:182504': 'https://rdf.metanetx.org/chem/MNXM1369492', 'chebi:2990': 'https://rdf.metanetx.org/chem/MNXM1369493', 'keggC:C10755': 'https://rdf.metanetx.org/chem/MNXM1369493'}",mnx_id_disagreement,0.0
22955,"['chebi:80202', 'keggC:C15952', 'seedM:cpd14677']",3,"['chebi:80202', 'keggC:C15952', 'seedM:cpd14677']",[],"['https://rdf.metanetx.org/chem/MNXM1367295', 'https://rdf.metanetx.org/chem/MNXM1367296']","['https://rdf.metanetx.org/chem/MNXM1367295', 'https://rdf.metanetx.org/chem/MNXM1367296']",2,"{'chebi:80202': 'https://rdf.metanetx.org/chem/MNXM1367295', 'keggC:C15952': 'https://rdf.metanetx.org/chem/MNXM1367295', 'seedM:cpd14677': 'https://rdf.metanetx.org/chem/MNXM1367296'}",mnx_id_disagreement,0.0
23535,"['chebi:49135', 'sabiorkM:26892']",2,"['chebi:49135', 'sabiorkM:26892']",[],"['https://rdf.metanetx.org/chem/MNXM34989', 'https://rdf.metanetx.org/chem/MNXM34998']","['https://rdf.metanetx.org/chem/MNXM34989', 'https://rdf.metanetx.org/chem/MNXM34998']",2,"{'chebi:49135': 'https://rdf.metanetx.org/chem/MNXM34989', 'sabiorkM:26892': 'https://rdf.metanetx.org/chem/MNXM34998'}",mnx_id_disagreement,0.0
24288,"['chebi:193018', 'chebi:201426', 'seedM:cpd34328']",3,"['chebi:193018', 'chebi:201426', 'seedM:cpd34328']",[],"['https://rdf.metanetx.org/chem/MNXM1378049', 'https://rdf.metanetx.org/chem/MNXM163930']","['https://rdf.metanetx.org/chem/MNXM1378049', 'https://rdf.metanetx.org/chem/MNXM163930']",2,"{'chebi:193018': 'https://rdf.metanetx.org/chem/MNXM1378049', 'chebi:201426': 'https://rdf.metanetx.org/chem/MNXM1378049', 'seedM:cpd34328': 'https://rdf.metanetx.org/chem/MNXM163930'}",mnx_id_disagreement,0.0
24454,"['chebi:72953', 'sabiorkM:30107', 'seedM:cpd34964']",3,"['chebi:72953', 'sabiorkM:30107', 'seedM:cpd34964']",[],"['https://rdf.metanetx.org/chem/MNXM1099678', 'https://rdf.metanetx.org/chem/MNXM124244']","['https://rdf.metanetx.org/chem/MNXM1099678', 'https://rdf.metanetx.org/chem/MNXM124244']",2,"{'chebi:72953': 'https://rdf.metanetx.org/chem/MNXM124244', 'sabiorkM:30107': 'https://rdf.metanetx.org/chem/MNXM1099678', 'seedM:cpd34964': 'https://rdf.metanetx.org/chem/MNXM124244'}",mnx_id_disagreement,0.0
24972,"['chebi:51147', 'keggD:D00559']",2,"['chebi:51147', 'keggD:D00559']",[],"['https://rdf.metanetx.org/chem/MNXM1583598', 'https://rdf.metanetx.org/chem/MNXM1583599']","['https://rdf.metanetx.org/chem/MNXM1583598', 'https://rdf.metanetx.org/chem/MNXM1583599']",2,"{'chebi:51147': 'https://rdf.metanetx.org/chem/MNXM1583599', 'keggD:D00559': 'https://rdf.metanetx.org/chem/MNXM1583598'}",mnx_id_disagreement,0.0
27052,"['chebi:192003', 'hmdb:HMDB0030748', 'sabiorkM:11893']",3,"['chebi:192003', 'hmdb:HMDB0030748', 'sabiorkM:11893']",[],"['https://rdf.metanetx.org/chem/MNXM1371892', 'https://rdf.metanetx.org/chem/MNXM1371893']","['https://rdf.metanetx.org/chem/MNXM1371892', 'https://rdf.metanetx.org/chem/MNXM1371893']",2,"{'chebi:192003': 'https://rdf.metanetx.org/chem/MNXM1371892', 'hmdb:HMDB0030748': 'https://rdf.metanetx.org/chem/MNXM1371892', 'sabiorkM:11893': 'https://rdf.metanetx.org/chem/MNXM1371893'}",mnx_id_disagreement,0.0
27126,"['chebi:188218', 'hmdb:HMDB0247132', 'sabiorkM:29849']",3,"['chebi:188218', 'hmdb:HMDB0247132', 'sabiorkM:29849']",[],"['https://rdf.metanetx.org/chem/MNXM1099594', 'https://rdf.metanetx.org/chem/MNXM164103']","['https://rdf.metanetx.org/chem/MNXM1099594', 'https://rdf.metanetx.org/chem/MNXM164103']",2,"{'chebi:188218': 'https://rdf.metanetx.org/chem/MNXM164103', 'hmdb:HMDB0247132': 'https://rdf.metanetx.org/chem/MNXM164103', 'sabiorkM:29849': 'https://rdf.metanetx.org/chem/MNXM1099594'}",mnx_id_disagreement,0.0
27682,"['hmdb:HMDB0247182', 'sabiorkM:13644']",2,"['hmdb:HMDB0247182', 'sabiorkM:13644']",[],"['https://rdf.metanetx.org/chem/MNXM1507624', 'https://rdf.metanetx.org/chem/MNXM37643']","['https://rdf.metanetx.org/chem/MNXM1507624', 'https://rdf.metanetx.org/chem/MNXM37643']",2,"{'hmdb:HMDB0247182': 'https://rdf.metanetx.org/chem/MNXM1507624', 'sabiorkM:13644': 'https://rdf.metanetx.org/chem/MNXM37643'}",mnx_id_disagreement,0.0
28239,"['chebi:16304', 'vmhM:cbl2', 'seedM:cpd00423']",3,"['chebi:16304', 'seedM:cpd00423', 'vmhM:cbl2']",[],"['https://rdf.metanetx.org/chem/MNXM1583389', 'https://rdf.metanetx.org/chem/MNXM1583392', 'https://rdf.metanetx.org/chem/MNXM1583394']","['https://rdf.metanetx.org/chem/MNXM1583389', 'https://rdf.metanetx.org/chem/MNXM1583392', 'https://rdf.metanetx.org/chem/MNXM1583394']",3,"{'chebi:16304': 'https://rdf.metanetx.org/chem/MNXM1583389', 'seedM:cpd00423': 'https://rdf.metanetx.org/chem/MNXM1583394', 'vmhM:cbl2': 'https://rdf.metanetx.org/chem/MNXM1583392'}",mnx_id_disagreement,0.0
28269,"['chebi:88164', 'hmdb:HMDB0243713', 'sabiorkM:28454', 'sabiorkM:6288']",4,"['chebi:88164', 'hmdb:HMDB0243713', 'sabiorkM:28454', 'sabiorkM:6288']",[],"['https://rdf.metanetx.org/chem/MNXM166145', 'https://rdf.metanetx.org/chem/MNXM733148']","['https://rdf.metanetx.org/chem/MNXM166145', 'https://rdf.metanetx.org/chem/MNXM733148']",2,"{'chebi:88164': 'https://rdf.metanetx.org/chem/MNXM166145', 'hmdb:HMDB0243713': 'https://rdf.metanetx.org/chem/MNXM166145', 'sabiorkM:28454': 'https://rdf.metanetx.org/chem/MNXM166145', 'sabiorkM:6288': 'https://rdf.metanetx.org/chem/MNXM733148'}",mnx_id_disagreement,0.0
28761,"['chebi:28816', 'seedM:cpd01242']",2,"['chebi:28816', 'seedM:cpd01242']",[],"['https://rdf.metanetx.org/chem/MNXM1371288', 'https://rdf.metanetx.org/chem/MNXM1371289']","['https://rdf.metanetx.org/chem/MNXM1371288', 'https://rdf.metanetx.org/chem/MNXM1371289']",2,"{'chebi:28816': 'https://rdf.metanetx.org/chem/MNXM1371288', 'seedM:cpd01242': 'https://rdf.metanetx.org/chem/MNXM1371289'}",mnx_id_disagreement,0.0
29741,"['chebi:86300', 'keggD:D03183']",2,"['chebi:86300', 'keggD:D03183']",[],"['https://rdf.metanetx.org/chem/MNXM1583548', 'https://rdf.metanetx.org/chem/MNXM1583549']","['https://rdf.metanetx.org/chem/MNXM1583548', 'https://rdf.metanetx.org/chem/MNXM1583549']",2,"{'chebi:86300': 'https://rdf.metanetx.org/chem/MNXM1583549', 'keggD:D03183': 'https://rdf.metanetx.org/chem/MNXM1583548'}",mnx_id_disagreement,0.0
29863,"['hmdb:HMDB0304240', 'sabiorkM:7905']",2,"['hmdb:HMDB0304240', 'sabiorkM:7905']",[],"['https://rdf.metanetx.org/chem/MNXM1370532', 'https://rdf.metanetx.org/chem/MNXM1555873']","['https://rdf.metanetx.org/chem/MNXM1370532', 'https://rdf.metanetx.org/chem/MNXM1555873']",2,"{'hmdb:HMDB0304240': 'https://rdf.metanetx.org/chem/MNXM1555873', 'sabiorkM:7905': 'https://rdf.metanetx.org/chem/MNXM1370532'}",mnx_id_disagreement,0.0
30286,"['chebi:27007', 'chebi:32990', 'chebi:37182']",3,"['chebi:27007', 'chebi:32990', 'chebi:37182']",[],"['https://rdf.metanetx.org/chem/MNXM50727', 'https://rdf.metanetx.org/chem/MNXM730142']","['https://rdf.metanetx.org/chem/MNXM50727', 'https://rdf.metanetx.org/chem/MNXM730142']",2,"{'chebi:27007': 'https://rdf.metanetx.org/chem/MNXM730142', 'chebi:32990': 'https://rdf.metanetx.org/chem/MNXM730142', 'chebi:37182': 'https://rdf.metanetx.org/chem/MNXM50727'}",mnx_id_disagreement,0.0
30553,"['keggC:C19422', 'seedM:cpd20678']",2,"['keggC:C19422', 'seedM:cpd20678']",[],"['https://rdf.metanetx.org/chem/MNXM1584652', 'https://rdf.metanetx.org/chem/MNXM1584653']","['https://rdf.metanetx.org/chem/MNXM1584652', 'https://rdf.metanetx.org/chem/MNXM1584653']",2,"{'keggC:C19422': 'https://rdf.metanetx.org/chem/MNXM1584652', 'seedM:cpd20678': 'https://rdf.metanetx.org/chem/MNXM1584653'}",mnx_id_disagreement,0.0
31038,"['hmdb:HMDB0301452', 'sabiorkM:2743']",2,"['hmdb:HMDB0301452', 'sabiorkM:2743']",[],"['https://rdf.metanetx.org/chem/MNXM1104724', 'https://rdf.metanetx.org/chem/MNXM740090']","['https://rdf.metanetx.org/chem/MNXM1104724', 'https://rdf.metanetx.org/chem/MNXM740090']",2,"{'hmdb:HMDB0301452': 'https://rdf.metanetx.org/chem/MNXM740090', 'sabiorkM:2743': 'https://rdf.metanetx.org/chem/MNXM1104724'}",mnx_id_disagreement,0.0
31350,"['chebi:4878', 'keggD:D00878']",2,"['chebi:4878', 'keggD:D00878']",[],"['https://rdf.metanetx.org/chem/MNXM1584006', 'https://rdf.metanetx.org/chem/MNXM1584007']","['https://rdf.metanetx.org/chem/MNXM1584006', 'https://rdf.metanetx.org/chem/MNXM1584007']",2,"{'chebi:4878': 'https://rdf.metanetx.org/chem/MNXM1584007', 'keggD:D00878': 'https://rdf.metanetx.org/chem/MNXM1584006'}",mnx_id_disagreement,0.0
31663,"['chebi:134412', 'chebi:195364', 'keggC:C00234']",3,"['chebi:134412', 'chebi:195364', 'keggC:C00234']",[],"['https://rdf.metanetx.org/chem/MNXM1102376', 'https://rdf.metanetx.org/chem/MNXM163093']","['https://rdf.metanetx.org/chem/MNXM1102376', 'https://rdf.metanetx.org/chem/MNXM163093']",2,"{'chebi:134412': 'https://rdf.metanetx.org/chem/MNXM163093', 'chebi:195364': 'https://rdf.metanetx.org/chem/MNXM1102376', 'keggC:C00234': 'https://rdf.metanetx.org/chem/MNXM1102376'}",mnx_id_disagreement,0.0
31664,"['chebi:134413', 'chebi:195366', 'seedM:cpd00201']",3,"['chebi:134413', 'chebi:195366', 'seedM:cpd00201']",[],"['https://rdf.metanetx.org/chem/MNXM1102376', 'https://rdf.metanetx.org/chem/MNXM163093']","['https://rdf.metanetx.org/chem/MNXM1102376', 'https://rdf.metanetx.org/chem/MNXM163093']",2,"{'chebi:134413': 'https://rdf.metanetx.org/chem/MNXM163093', 'chebi:195366': 'https://rdf.metanetx.org/chem/MNXM1102376', 'seedM:cpd00201': 'https://rdf.metanetx.org/chem/MNXM1102376'}",mnx_id_disagreement,0.0
31918,"['chebi:7023', 'keggC:C09515', 'seedM:cpd06410']",3,"['chebi:7023', 'keggC:C09515', 'seedM:cpd06410']",[],"['https://rdf.metanetx.org/chem/MNXM1370575', 'https://rdf.metanetx.org/chem/MNXM1370576']","['https://rdf.metanetx.org/chem/MNXM1370575', 'https://rdf.metanetx.org/chem/MNXM1370576']",2,"{'chebi:7023': 'https://rdf.metanetx.org/chem/MNXM1370575', 'keggC:C09515': 'https://rdf.metanetx.org/chem/MNXM1370575', 'seedM:cpd06410': 'https://rdf.metanetx.org/chem/MNXM1370576'}",mnx_id_disagreement,0.0
32158,"['hmdb:HMDB0247501', 'sabiorkM:1996']",2,"['hmdb:HMDB0247501', 'sabiorkM:1996']",[],"['https://rdf.metanetx.org/chem/MNXM270', 'https://rdf.metanetx.org/chem/MNXM489206']","['https://rdf.metanetx.org/chem/MNXM270', 'https://rdf.metanetx.org/chem/MNXM489206']",2,"{'hmdb:HMDB0247501': 'https://rdf.metanetx.org/chem/MNXM489206', 'sabiorkM:1996': 'https://rdf.metanetx.org/chem/MNXM270'}",mnx_id_disagreement,0.0
32394,"['hmdb:HMDB0245902', 'sabiorkM:13883', 'sabiorkM:20351', 'sabiorkM:7950']",4,"['hmdb:HMDB0245902', 'sabiorkM:13883', 'sabiorkM:20351', 'sabiorkM:7950']",[],"['https://rdf.metanetx.org/chem/MNXM1369259', 'https://rdf.metanetx.org/chem/MNXM1506963', 'https://rdf.metanetx.org/chem/MNXM732060', 'https://rdf.metanetx.org/chem/MNXM734600']","['https://rdf.metanetx.org/chem/MNXM1369259', 'https://rdf.metanetx.org/chem/MNXM1506963', 'https://rdf.metanetx.org/chem/MNXM732060', 'https://rdf.metanetx.org/chem/MNXM734600']",4,"{'hmdb:HMDB0245902': 'https://rdf.metanetx.org/chem/MNXM1506963', 'sabiorkM:13883': 'https://rdf.metanetx.org/chem/MNXM732060', 'sabiorkM:20351': 'https://rdf.metanetx.org/chem/MNXM734600', 'sabiorkM:7950': 'https://rdf.metanetx.org/chem/MNXM1369259'}",mnx_id_disagreement,0.0
32734,"['chebi:232432', 'seedM:cpd32749']",2,"['chebi:232432', 'seedM:cpd32749']",[],"['https://rdf.metanetx.org/chem/MNXM1368236', 'https://rdf.metanetx.org/chem/MNXM1368237']","['https://rdf.metanetx.org/chem/MNXM1368236', 'https://rdf.metanetx.org/chem/MNXM1368237']",2,"{'chebi:232432': 'https://rdf.metanetx.org/chem/MNXM1368236', 'seedM:cpd32749': 'https://rdf.metanetx.org/chem/MNXM1368237'}",mnx_id_disagreement,0.0
32858,"['chebi:91857', 'hmdb:HMDB0251072', 'sabiorkM:6221']",3,"['chebi:91857', 'hmdb:HMDB0251072', 'sabiorkM:6221']",[],"['https://rdf.metanetx.org/chem/MNXM1013', 'https://rdf.metanetx.org/chem/MNXM478468']","['https://rdf.metanetx.org/chem/MNXM1013', 'https://rdf.metanetx.org/chem/MNXM478468']",2,"{'chebi:91857': 'https://rdf.metanetx.org/chem/MNXM478468', 'hmdb:HMDB0251072': 'https://rdf.metanetx.org/chem/MNXM478468', 'sabiorkM:6221': 'https://rdf.metanetx.org/chem/MNXM1013'}",mnx_id_disagreement,0.0
33394,"['chebi:227279', 'seedM:cpd35791']",2,"['chebi:227279', 'seedM:cpd35791']",[],"['https://rdf.metanetx.org/chem/MNXM1364032', 'https://rdf.metanetx.org/chem/MNXM1364033']","['https://rdf.metanetx.org/chem/MNXM1364032', 'https://rdf.metanetx.org/chem/MNXM1364033']",2,"{'chebi:227279': 'https://rdf.metanetx.org/chem/MNXM1364032', 'seedM:cpd35791': 'https://rdf.metanetx.org/chem/MNXM1364033'}",mnx_id_disagreement,0.0
33475,"['chebi:145592', 'chebi:18376', 'hmdb:HMDB0000632']",3,"['chebi:145592', 'chebi:18376', 'hmdb:HMDB0000632']",[],"['https://rdf.metanetx.org/chem/MNXM737208', 'https://rdf.metanetx.org/chem/MNXM748010']","['https://rdf.metanetx.org/chem/MNXM737208', 'https://rdf.metanetx.org/chem/MNXM748010']",2,"{'chebi:145592': 'https://rdf.metanetx.org/chem/MNXM748010', 'chebi:18376': 'https://rdf.metanetx.org/chem/MNXM737208', 'hmdb:HMDB0000632': 'https://rdf.metanetx.org/chem/MNXM737208'}",mnx_id_disagreement,0.0
33476,"['chebi:145591', 'chebi:18250', 'hmdb:HMDB0000652']",3,"['chebi:145591', 'chebi:18250', 'hmdb:HMDB0000652']",[],"['https://rdf.metanetx.org/chem/MNXM736600', 'https://rdf.metanetx.org/chem/MNXM748009']","['https://rdf.metanetx.org/chem/MNXM736600', 'https://rdf.metanetx.org/chem/MNXM748009']",2,"{'chebi:145591': 'https://rdf.metanetx.org/chem/MNXM748009', 'chebi:18250': 'https://rdf.metanetx.org/chem/MNXM736600', 'hmdb:HMDB0000652': 'https://rdf.metanetx.org/chem/MNXM736600'}",mnx_id_disagreement,0.0
34877,"['chebi:187852', 'keggC:C11970', 'seedM:cpd08767']",3,"['chebi:187852', 'keggC:C11970', 'seedM:cpd08767']",[],"['https://rdf.metanetx.org/chem/MNXM1375776', 'https://rdf.metanetx.org/chem/MNXM6936']","['https://rdf.metanetx.org/chem/MNXM1375776', 'https://rdf.metanetx.org/chem/MNXM6936']",2,"{'chebi:187852': 'https://rdf.metanetx.org/chem/MNXM1375776', 'keggC:C11970': 'https://rdf.metanetx.org/chem/MNXM6936', 'seedM:cpd08767': 'https://rdf.metanetx.org/chem/MNXM6936'}",mnx_id_disagreement,0.0
35732,"['chebi:231935', 'chebi:68851', 'seedM:cpd27182', 'SLM:000000399']",4,"['SLM:000000399', 'chebi:231935', 'chebi:68851', 'seedM:cpd27182']",[],"['https://rdf.metanetx.org/chem/MNXM727061', 'https://rdf.metanetx.org/chem/MNXM730002']","['https://rdf.metanetx.org/chem/MNXM727061', 'https://rdf.metanetx.org/chem/MNXM730002']",2,"{'SLM:000000399': 'https://rdf.metanetx.org/chem/MNXM727061', 'chebi:231935': 'https://rdf.metanetx.org/chem/MNXM727061', 'chebi:68851': 'https://rdf.metanetx.org/chem/MNXM730002', 'seedM:cpd27182': 'https://rdf.metanetx.org/chem/MNXM727061'}",mnx_id_disagreement,0.0
35735,"['chebi:14336', 'chebi:15943', 'hmdb:HMDB0252849', 'keggC:C03189', 'vmhM:dlg1p', 'vmhM:gpn', 'sabiorkM:1296']",7,"['chebi:14336', 'chebi:15943', 'hmdb:HMDB0252849', 'keggC:C03189', 'sabiorkM:1296', 'vmhM:dlg1p', 'vmhM:gpn']",[],"['https://rdf.metanetx.org/chem/MNXM66', 'https://rdf.metanetx.org/chem/MNXM727061', 'https://rdf.metanetx.org/chem/MNXM730002']","['https://rdf.metanetx.org/chem/MNXM66', 'https://rdf.metanetx.org/chem/MNXM727061', 'https://rdf.metanetx.org/chem/MNXM730002']",3,"{'chebi:14336': 'https://rdf.metanetx.org/chem/MNXM727061', 'chebi:15943': 'https://rdf.metanetx.org/chem/MNXM730002', 'hmdb:HMDB0252849': 'https://rdf.metanetx.org/chem/MNXM727061', 'keggC:C03189': 'https://rdf.metanetx.org/chem/MNXM727061', 'sabiorkM:1296': 'https://rdf.metanetx.org/chem/MNXM66', 'vmhM:dlg1p': 'https://rdf.metanetx.org/chem/MNXM727061', 'vmhM:gpn': 'https://rdf.metanetx.org/chem/MNXM730002'}",mnx_id_disagreement,0.0
35963,"['chebi:230054', 'hmdb:HMDB0294031']",2,"['chebi:230054', 'hmdb:HMDB0294031']",[],"['https://rdf.metanetx.org/chem/MNXM1410770', 'https://rdf.metanetx.org/chem/MNXM1547187']","['https://rdf.metanetx.org/chem/MNXM1410770', 'https://rdf.metanetx.org/chem/MNXM1547187']",2,"{'chebi:230054': 'https://rdf.metanetx.org/chem/MNXM1410770', 'hmdb:HMDB0294031': 'https://rdf.metanetx.org/chem/MNXM1547187'}",mnx_id_disagreement,0.0
36595,"['chebi:90027', 'hmdb:HMDB0040392', 'keggD:D02296', 'lipidmapsM:LMFA07010677']",4,"['chebi:90027', 'hmdb:HMDB0040392', 'keggD:D02296', 'lipidmapsM:LMFA07010677']",[],"['https://rdf.metanetx.org/chem/MNXM1370358', 'https://rdf.metanetx.org/chem/MNXM1370359']","['https://rdf.metanetx.org/chem/MNXM1370358', 'https://rdf.metanetx.org/chem/MNXM1370359']",2,"{'chebi:90027': 'https://rdf.metanetx.org/chem/MNXM1370359', 'hmdb:HMDB0040392': 'https://rdf.metanetx.org/chem/MNXM1370359', 'keggD:D02296': 'https://rdf.metanetx.org/chem/MNXM1370358', 'lipidmapsM:LMFA07010677': 'https://rdf.metanetx.org/chem/MNXM1370359'}",mnx_id_disagreement,0.0
36942,"['chebi:224814', 'lipidmapsM:LMPK04000044']",2,"['chebi:224814', 'lipidmapsM:LMPK04000044']",[],"['https://rdf.metanetx.org/chem/MNXM1131029', 'https://rdf.metanetx.org/chem/MNXM1406221']","['https://rdf.metanetx.org/chem/MNXM1131029', 'https://rdf.metanetx.org/chem/MNXM1406221']",2,"{'chebi:224814': 'https://rdf.metanetx.org/chem/MNXM1406221', 'lipidmapsM:LMPK04000044': 'https://rdf.metanetx.org/chem/MNXM1131029'}",mnx_id_disagreement,0.0
37240,"['chebi:31661', 'keggD:D01566']",2,"['chebi:31661', 'keggD:D01566']",[],"['https://rdf.metanetx.org/chem/MNXM1584034', 'https://rdf.metanetx.org/chem/MNXM1584035']","['https://rdf.metanetx.org/chem/MNXM1584034', 'https://rdf.metanetx.org/chem/MNXM1584035']",2,"{'chebi:31661': 'https://rdf.metanetx.org/chem/MNXM1584035', 'keggD:D01566': 'https://rdf.metanetx.org/chem/MNXM1584034'}",mnx_id_disagreement,0.0
37711,"['chebi:82079', 'keggC:C18938', 'seedM:cpd20198']",3,"['chebi:82079', 'keggC:C18938', 'seedM:cpd20198']",[],"['https://rdf.metanetx.org/chem/MNXM1370171', 'https://rdf.metanetx.org/chem/MNXM1370172']","['https://rdf.metanetx.org/chem/MNXM1370171', 'https://rdf.metanetx.org/chem/MNXM1370172']",2,"{'chebi:82079': 'https://rdf.metanetx.org/chem/MNXM1370171', 'keggC:C18938': 'https://rdf.metanetx.org/chem/MNXM1370171', 'seedM:cpd20198': 'https://rdf.metanetx.org/chem/MNXM1370172'}",mnx_id_disagreement,0.0
38004,"['chebi:38263', 'hmdb:HMDB0250801', 'sabiorkM:2166', 'seedM:cpd28687']",4,"['chebi:38263', 'hmdb:HMDB0250801', 'sabiorkM:2166', 'seedM:cpd28687']",[],"['https://rdf.metanetx.org/chem/MNXM14187', 'https://rdf.metanetx.org/chem/MNXM2514']","['https://rdf.metanetx.org/chem/MNXM14187', 'https://rdf.metanetx.org/chem/MNXM2514']",2,"{'chebi:38263': 'https://rdf.metanetx.org/chem/MNXM14187', 'hmdb:HMDB0250801': 'https://rdf.metanetx.org/chem/MNXM14187', 'sabiorkM:2166': 'https://rdf.metanetx.org/chem/MNXM2514', 'seedM:cpd28687': 'https://rdf.metanetx.org/chem/MNXM14187'}",mnx_id_disagreement,0.0
38022,"['chebi:11972', 'hmdb:HMDB0060518', 'sabiorkM:14866']",3,"['chebi:11972', 'hmdb:HMDB0060518', 'sabiorkM:14866']",[],"['https://rdf.metanetx.org/chem/MNXM732408', 'https://rdf.metanetx.org/chem/MNXM732409']","['https://rdf.metanetx.org/chem/MNXM732408', 'https://rdf.metanetx.org/chem/MNXM732409']",2,"{'chebi:11972': 'https://rdf.metanetx.org/chem/MNXM732409', 'hmdb:HMDB0060518': 'https://rdf.metanetx.org/chem/MNXM732409', 'sabiorkM:14866': 'https://rdf.metanetx.org/chem/MNXM732408'}",mnx_id_disagreement,0.0
